"ID","Estadillo","Especie","PosEspIFN2","OcupaIFN2","EstadoIFN2","PosEspIFN3","OcupaIFN3","EstadoIFN3","EdadIFN3","OrgMasaIFN3","PosEspIFN4","OcupaIFN4","EstadoIFN4","EdadIFN4","OrgMasaIFN4","IFN2Num_arb","IFN3Num_arb","IFN4Num_arb","CatRegIFN2","CatRegIFN3","CatRegIFN4"
"1048",49,"42",2,"0","3",1,80,4,0,1,1,80,4,0,1,22,26,31,3,4,3
"1049",49,"42",2,"0","3",1,80,4,0,1,1,80,4,0,1,22,26,31,3,4,1
"1050",49,"42",2,"0","3",1,80,4,0,1,1,80,4,0,1,22,26,31,3,1,2
"1051",49,"42",2,"0","3",1,80,4,0,1,1,80,4,0,1,22,26,31,3,2,3
"1052",49,"42",2,"0","3",1,80,4,0,1,1,80,4,0,1,22,26,31,3,2,4
"1053",49,"42",2,"0","3",1,80,4,0,1,1,80,4,0,1,22,26,31,3,2,2
"1054",49,"65",NA,NA,NA,2,10,2,0,1,2,10,2,40,1,NA,NA,NA,3,NA,NA
"1055",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,2,4
"1056",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,2,2
"1057",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,1,1
"1058",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,2,1
"1059",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,3,3
"1060",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,2,3
"1061",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,3,4
"1062",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,1,4
"1063",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,3,1
"1064",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,3,2
"1065",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,1,2
"1066",490,"215",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,NA,1,3
"1067",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,4,2
"1068",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,4,3
"1069",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,1,2
"1070",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,3,1
"1071",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,4,4
"1072",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,1,4
"1073",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,1,3
"1074",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,4,1
"1075",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,3,3
"1076",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,2,3
"1077",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,2,1
"1078",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,1,1
"1079",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,2,4
"1080",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,2,2
"1081",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,3,4
"1082",490,"43",1,"0","0",1,80,3,0,1,1,80,3,0,1,6,16,26,3,3,2
"1083",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,4,2
"1084",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,4,3
"1085",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,1,2
"1086",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,3,1
"1087",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,4,4
"1088",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,1,4
"1089",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,1,3
"1090",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,4,1
"1091",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,3,3
"1092",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,2,3
"1093",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,2,1
"1094",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,1,1
"1095",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,2,4
"1096",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,2,2
"1097",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,3,4
"1098",490,"43",2,"8","3",1,80,3,0,1,1,80,3,0,1,6,16,26,3,3,2
"1099",495,"21",2,"4","4",1,40,4,45,2,1,40,4,0,2,12,12,12,NA,NA,1
"1100",495,"21",2,"4","4",1,40,4,45,2,1,40,4,0,2,12,12,12,NA,NA,2
"1101",495,"21",1,"4","3",1,40,4,45,2,1,40,4,0,2,12,12,12,NA,NA,1
"1102",495,"21",1,"4","3",1,40,4,45,2,1,40,4,0,2,12,12,12,NA,NA,2
"1103",495,"26",NA,NA,NA,2,30,4,45,2,2,30,4,0,2,12,5,6,NA,NA,1
"1104",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,1,2
"1105",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,1,1
"1106",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,2,3
"1107",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,2,4
"1108",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,3,2
"1109",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,1,4
"1110",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,3,1
"1111",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,2,2
"1112",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,3,3
"1113",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,3,4
"1114",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,2,1
"1115",495,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,1,NA,NA,3,1,3
"1116",499,"21",2,"5","2",1,60,3,0,2,1,60,3,0,2,4,25,17,0,NA,NA
"1117",499,"25",NA,NA,NA,2,30,3,0,2,2,30,3,0,2,NA,8,5,1,NA,NA
"1118",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,1,3
"1119",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,2,1
"1120",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,1,4
"1121",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,1,2
"1122",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,4,4
"1123",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,4,3
"1124",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,1,1
"1125",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,4,2
"1126",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,2,2
"1127",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,2,4
"1128",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,2,3
"1129",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,4,1
"1130",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,3,2
"1131",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,3,4
"1132",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,3,3
"1133",499,"43",NA,NA,NA,3,10,3,0,1,3,10,2,0,1,NA,NA,NA,3,3,1
"1134",504,"25",1,"5","2",1,90,4,25,2,1,90,4,0,2,22,39,33,NA,1,NA
"1135",504,"25",2,"9","3",1,90,4,25,2,1,90,4,0,2,22,39,33,NA,1,NA
"1136",508,"25",2,"5","2",1,40,3,0,3,2,40,4,0,3,2,7,14,0,NA,2
"1137",508,"25",2,"5","2",1,40,3,0,3,2,40,4,0,3,2,7,14,0,NA,1
"1138",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,4,1
"1139",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,4,4
"1140",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,2,3
"1141",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,1,4
"1142",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,2,1
"1143",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,2,2
"1144",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,2,4
"1145",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,3,3
"1146",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,1,1
"1147",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,3,1
"1148",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,3,2
"1149",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,1,3
"1150",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,3,4
"1151",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,4,3
"1152",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,1,2
"1153",508,"43",NA,NA,NA,2,40,2,0,1,1,50,3,0,1,1,3,14,3,4,2
"1154",514,"25",2,"9","2",1,70,3,0,2,1,80,3,0,2,10,35,29,0,4,1
"1155",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,3,1
"1156",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,3,2
"1157",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,3,3
"1158",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,4,1
"1159",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,4,2
"1160",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,2,3
"1161",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,2,1
"1162",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,4,3
"1163",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,1,2
"1164",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,2,2
"1165",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,1,1
"1166",514,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,1,3,1,3
"1167",527,"26",1,"0","2",1,90,4,0,2,1,90,4,0,2,36,29,23,2,1,2
"1168",527,"26",1,"0","2",1,90,4,0,2,1,90,4,0,2,36,29,23,2,1,1
"1169",527,"26",2,"0","3",1,90,4,0,2,1,90,4,0,2,36,29,23,2,1,2
"1170",527,"26",2,"0","3",1,90,4,0,2,1,90,4,0,2,36,29,23,2,1,1
"1171",530,"25",2,"8","3",1,60,3,40,2,1,60,4,0,2,14,40,35,0,4,NA
"1172",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,4,1
"1173",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,4,2
"1174",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,3,3
"1175",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,3,4
"1176",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,4,4
"1177",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,4,3
"1178",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,3,2
"1179",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,2,3
"1180",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,2,4
"1181",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,3,1
"1182",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,2,2
"1183",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,1,4
"1184",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,1,1
"1185",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,2,1
"1186",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,1,3
"1187",530,"43",NA,NA,NA,2,40,2,0,1,2,40,2,0,1,NA,1,3,3,1,2
"1188",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,1,4
"1189",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,4,2
"1190",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,1,2
"1191",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,1,1
"1192",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,4,4
"1193",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,4,1
"1194",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,2,1
"1195",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,2,2
"1196",532,"43",NA,NA,NA,3,20,3,0,1,3,20,3,0,1,3,5,7,3,2,4
"1197",534,"21",2,"8","3",1,70,3,40,2,1,70,4,0,2,32,45,30,NA,NA,1
"1198",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,2,4
"1199",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,1,3
"1200",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,2,3
"1201",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,2,1
"1202",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,1,2
"1203",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,2,2
"1204",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,4,3
"1205",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,1,1
"1206",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,4,2
"1207",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,4,4
"1208",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,3,1
"1209",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,4,1
"1210",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,3,4
"1211",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,3,3
"1212",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,1,4
"1213",534,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,2,NA,3,3,2
"1214",536,"25",2,"8","3",1,70,4,40,2,1,70,4,54,2,29,24,25,NA,1,NA
"1215",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,2,2
"1216",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,3,1
"1217",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,3,2
"1218",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,2,3
"1219",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,3,3
"1220",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,1,3
"1221",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,1,2
"1222",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,3,4
"1223",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,1,4
"1224",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,2,1
"1225",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,2,4
"1226",536,"43",NA,NA,NA,2,30,3,0,1,2,30,3,0,1,1,1,1,3,1,1
"1227",537,"21",2,"0","3",1,80,4,35,2,1,80,4,0,2,37,39,46,NA,1,NA
"1228",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,1,1
"1229",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,3,3
"1230",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,3,1
"1231",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,1,3
"1232",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,3,2
"1233",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,2,1
"1234",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,2,2
"1235",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,1,2
"1236",537,"43",NA,NA,NA,2,20,2,0,1,2,20,2,0,1,NA,NA,NA,3,2,3
"1237",539,"25",NA,NA,NA,1,50,3,40,3,1,40,4,0,3,9,17,17,0,4,4
"1238",539,"26",1,"0","1",2,40,4,40,3,2,40,4,0,3,8,11,9,NA,3,1
"1239",539,"26",2,"4","3",2,40,4,40,3,2,40,4,0,3,8,11,9,NA,3,1
"1240",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,2,2
"1241",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,2,4
"1242",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,2,3
"1243",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,1,1
"1244",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,2,1
"1245",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,3,2
"1246",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,1,4
"1247",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,1,3
"1248",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,3,1
"1249",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,4,3
"1250",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,3,4
"1251",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,3,3
"1252",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,4,4
"1253",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,1,2
"1254",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,4,2
"1255",539,"43",NA,NA,NA,3,10,3,0,1,3,20,3,0,1,NA,2,8,3,4,1
"1256",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,4,2
"1257",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,4,1
"1258",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,1,3
"1259",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,4,4
"1260",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,1,2
"1261",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,3,2
"1262",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,2,4
"1263",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,1,4
"1264",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,2,2
"1265",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,3,4
"1266",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,2,3
"1267",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,4,3
"1268",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,3,3
"1269",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,1,1
"1270",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,3,1
"1271",54,"42",NA,NA,NA,2,40,3,0,1,1,80,3,0,1,2,10,23,3,2,1
"1272",54,"43",2,"4","3",1,40,3,0,1,NA,NA,NA,NA,NA,3,3,NA,3,NA,NA
"1273",542,"21",2,"6","3",1,60,4,0,2,1,60,4,0,2,19,17,15,NA,NA,1
"1274",542,"26",1,"0","2",2,20,4,0,2,2,20,4,0,2,8,7,6,1,NA,NA
"1275",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,3,1
"1276",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,3,3
"1277",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,1,4
"1278",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,1,1
"1279",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,3,4
"1280",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,3,2
"1281",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,1,2
"1282",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,2,4
"1283",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,2,1
"1284",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,1,3
"1285",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,2,2
"1286",542,"43",NA,NA,NA,3,20,2,0,1,3,20,2,0,1,NA,NA,NA,3,2,3
"1287",549,"21",2,"8","3",1,60,4,0,3,1,60,4,0,3,31,32,23,NA,NA,1
"1288",549,"21",2,"8","3",1,60,4,0,3,1,60,4,0,3,31,32,23,NA,NA,2
"1289",549,"25",NA,NA,NA,2,20,4,0,3,3,10,4,0,3,2,2,2,NA,NA,2
"1290",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,1,1
"1291",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,1,2
"1292",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,2,1
"1293",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,2,2
"1294",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,3,1
"1295",549,"43",NA,NA,NA,3,20,3,0,1,2,20,3,0,1,6,6,6,3,3,2
"1296",553,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,1
"1297",553,"25",2,"5","4",1,50,4,0,3,1,50,4,0,3,15,16,18,1,NA,NA
"1298",553,"26",1,"0","1",2,30,4,0,3,2,30,4,0,3,7,6,3,0,NA,NA
"1299",553,"43",NA,NA,NA,3,10,3,0,1,3,10,3,0,1,3,3,4,2,4,2
"1300",553,"43",NA,NA,NA,3,10,3,0,1,3,10,3,0,1,3,3,4,2,4,1
"1301",553,"43",NA,NA,NA,3,10,3,0,1,3,10,3,0,1,3,3,4,2,4,4
"1302",555,"25",NA,NA,NA,2,30,3,20,3,2,40,3,0,3,NA,1,5,0,NA,3
"1303",555,"25",NA,NA,NA,2,30,3,20,3,2,40,3,0,3,NA,1,5,0,NA,2
"1304",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,3,4
"1305",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,3,3
"1306",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,3,1
"1307",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,3,2
"1308",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,4,4
"1309",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,4,3
"1310",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,4,1
"1311",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,4,2
"1312",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,1,4
"1313",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,1,3
"1314",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,1,1
"1315",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,1,2
"1316",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,2,4
"1317",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,2,3
"1318",555,"43",NA,NA,NA,1,50,3,0,1,1,50,3,0,1,NA,NA,6,3,2,1
