"id","period","month","tmin_min","tavg_min","tmax_min","prec_min","tmin","tmax","tavg","prec","tmin_max","tavg_max","tmax_max","prec_max","martonne"
113,"1991_2020","annual",2.75,7.58333333333333,12.4166666666667,687.500004291534,3.55833333333333,13.6611111111111,8.60972222222222,876.546665048599,4.33333333333333,9.375,14.6666666666667,1175.09999704361,47.1015448044624
123,"1991_2020","01",-4,-0.5,3,8.60000038146973,-1.53333333333333,5,1.73333333333333,97.4133328755697,1,3.5,7,208.5,NA
123,"1991_2020","02",-5,-0.5,4,12.1000003814697,-1.63333333333333,6.16666666666667,2.26666666666667,68.6600001017253,1,4.5,9,155.800003051758,NA
123,"1991_2020","03",-1,3.5,8,4.5,0.366666666666667,9.7,5.03333333333333,67.3233336130778,3,7,13,156.5,NA
123,"1991_2020","04",0,5,10,22.1000003814697,1.63333333333333,12.0333333333333,6.83333333333333,75.4566673914591,4,9.5,15,142.600006103516,NA
123,"1991_2020","05",3,8,13,27.1000003814697,4.66666666666667,15.9666666666667,10.3166666666667,80.4666664759318,7,12.5,18,182.5,NA
123,"1991_2020","06",6,11,16,18.2000007629395,8.3,20.4666666666667,14.3833333333333,49.8499997456869,10,16.5,23,135.899993896484,NA
123,"1991_2020","07",9,15.5,22,11.8000001907349,10.6,23.6,17.1,36.8899996757507,13,19.5,26,95.1999969482422,NA
123,"1991_2020","08",9,15,21,5.30000019073486,10.7333333333333,23.7,17.2166666666667,33.3266664822896,12,18.5,25,93.5999984741211,NA
123,"1991_2020","09",7,12,17,21.7999992370605,8.46666666666667,20.0333333333333,14.25,52.5899997711182,10,16,22,113.199996948242,NA
123,"1991_2020","10",3,6.5,10,21.2000007629395,5.5,14.1,9.8,95.3533332188924,8,12,17,193,NA
123,"1991_2020","11",-1,3,7,32,1.76666666666667,8.9,5.33333333333333,102.423332850138,4,7.5,11,215.5,NA
123,"1991_2020","12",-4,-0.5,3,14.8999996185303,-0.9,5.76666666666667,2.43333333333333,98.3266668319702,2,4.5,8,203.800003051758,NA
123,"1991_2020","annual",3.08333333333333,7.75,12.4166666666667,683.300006866455,3.99722222222222,13.7861111111111,8.89166666666667,858.07999903361,4.75,9.58333333333333,14.75,1136.69999504089,45.4210850833847
125,"1991_2020","01",-4,0,4,7.90000009536743,-1.1,5.83333333333333,2.36666666666667,87.8866659323374,1,4.5,8,189.100006103516,NA
125,"1991_2020","02",-4,0.5,5,11,-0.966666666666667,7.43333333333333,3.23333333333333,62.0433334668477,1,6,11,140.5,NA
125,"1991_2020","03",0,4.5,9,3.90000009536743,1.13333333333333,10.8666666666667,6,59.3199998696645,4,8,14,138.800003051758,NA
125,"1991_2020","04",1,6,11,19.1000003814697,2.43333333333333,13.1,7.76666666666667,65.7199998855591,4,10,16,124.400001525879,NA
125,"1991_2020","05",3,8.5,14,24.7000007629395,5.53333333333333,16.9,11.2166666666667,72.5966665903727,8,13.5,19,164.399993896484,NA
125,"1991_2020","06",7,12,17,16.2000007629395,9.2,21.3333333333333,15.2666666666667,44.3966668446859,11,17.5,24,119.900001525879,NA
125,"1991_2020","07",10,16.5,22,10.8000001907349,11.2333333333333,24.3,17.7666666666667,33.4099999745687,13,19.5,26,86.5999984741211,NA
125,"1991_2020","08",10,16,22,4.69999980926514,11.4666666666667,24.2333333333333,17.85,29.9766661961873,13,19.5,26,84.0999984741211,NA
125,"1991_2020","09",7,12.5,18,19.6000003814697,9.2,20.5,14.85,48.656666692098,11,16.5,23,105.400001525879,NA
125,"1991_2020","10",4,7.5,11,18.7000007629395,6.13333333333333,14.8666666666667,10.5,86.6400005976359,8,13,18,174.600006103516,NA
125,"1991_2020","11",0,4,8,28,2.36666666666667,9.76666666666667,6.06666666666667,90.1833334604899,5,8,12,191.199996948242,NA
125,"1991_2020","12",-4,0,4,13.6999998092651,-0.366666666666667,6.76666666666667,3.2,88.8299994468689,2,5,9,184.600006103516,NA
125,"1991_2020","annual",3.75,8.58333333333333,13.4166666666667,611.800003051758,4.68888888888889,14.6583333333333,9.67361111111111,769.659998957316,5.41666666666667,10.5416666666667,15.75,1023.49999856949,39.1214401164326
131,"1991_2020","01",-5,-1.5,2,9,-2.1,4.33333333333333,1.11666666666667,103.733334414164,0,3,6,222,NA
131,"1991_2020","02",-5,-1,3,12.8000001907349,-2.36666666666667,5.46666666666667,1.55,72.3133330345154,0,4.5,9,163.199996948242,NA
131,"1991_2020","03",-1,3,7,4.90000009536743,-0.2,9.03333333333333,4.41666666666667,73.3199999650319,2,6.5,12,172.199996948242,NA
131,"1991_2020","04",-1,4.5,9,23,0.9,11.2333333333333,6.06666666666667,78.2899997711182,3,8.5,14,146.899993896484,NA
131,"1991_2020","05",2,7.5,13,27.8999996185303,4.23333333333333,15.4666666666667,9.85,84.1766667048136,6,12,18,192.100006103516,NA
131,"1991_2020","06",6,11,16,19.1000003814697,7.93333333333333,20.1,14.0166666666667,52.6266667048136,10,16.5,23,143.199996948242,NA
131,"1991_2020","07",9,15.5,21,12.1000003814697,10.1666666666667,23.3333333333333,16.75,38.6166666666667,12,19,26,98.6999969482422,NA
131,"1991_2020","08",9,15,21,5.40000009536743,10.3,23.2333333333333,16.7666666666667,34.0299997488658,11,18,25,96.0999984741211,NA
131,"1991_2020","09",6,11,16,22.2000007629395,8.06666666666667,19.2666666666667,13.6666666666667,53.5966667175293,10,15.5,22,114.099998474121,NA
131,"1991_2020","10",3,6,9,22.2999992370605,4.9,13.4666666666667,9.18333333333333,98.8266670227051,7,11.5,16,200.100006103516,NA
131,"1991_2020","11",-1,2.5,6,33.2999992370605,1.36666666666667,8.2,4.78333333333333,107.973334121704,4,7,11,227.800003051758,NA
131,"1991_2020","12",-5,-1,3,15.3999996185303,-1.36666666666667,5.16666666666667,1.9,102.896665382385,1,4,8,213.699996948242,NA
131,"1991_2020","annual",2.75,7.29166666666667,11.8333333333333,718.799991607666,3.48611111111111,13.1916666666667,8.33888888888889,900.400000254313,4.25,9.16666666666667,14.25,1190.80001401901,49.0978491504927
133,"1991_2020","01",-4,0,4,7.90000009536743,-1.1,5.83333333333333,2.36666666666667,87.8866659323374,1,4.5,8,189.100006103516,NA
133,"1991_2020","02",-4,0.5,5,11,-0.966666666666667,7.43333333333333,3.23333333333333,62.0433334668477,1,6,11,140.5,NA
133,"1991_2020","03",0,4.5,9,3.90000009536743,1.13333333333333,10.8666666666667,6,59.3199998696645,4,8,14,138.800003051758,NA
133,"1991_2020","04",1,6,11,19.1000003814697,2.43333333333333,13.1,7.76666666666667,65.7199998855591,4,10,16,124.400001525879,NA
133,"1991_2020","05",3,8.5,14,24.7000007629395,5.53333333333333,16.9,11.2166666666667,72.5966665903727,8,13.5,19,164.399993896484,NA
133,"1991_2020","06",7,12,17,16.2000007629395,9.2,21.3333333333333,15.2666666666667,44.3966668446859,11,17.5,24,119.900001525879,NA
133,"1991_2020","07",10,16.5,22,10.8000001907349,11.2333333333333,24.3,17.7666666666667,33.4099999745687,13,19.5,26,86.5999984741211,NA
133,"1991_2020","08",10,16,22,4.69999980926514,11.4666666666667,24.2333333333333,17.85,29.9766661961873,13,19.5,26,84.0999984741211,NA
133,"1991_2020","09",7,12.5,18,19.6000003814697,9.2,20.5,14.85,48.656666692098,11,16.5,23,105.400001525879,NA
133,"1991_2020","10",4,7.5,11,18.7000007629395,6.13333333333333,14.8666666666667,10.5,86.6400005976359,8,13,18,174.600006103516,NA
133,"1991_2020","11",0,4,8,28,2.36666666666667,9.76666666666667,6.06666666666667,90.1833334604899,5,8,12,191.199996948242,NA
133,"1991_2020","12",-4,0,4,13.6999998092651,-0.366666666666667,6.76666666666667,3.2,88.8299994468689,2,5,9,184.600006103516,NA
133,"1991_2020","annual",3.75,8.58333333333333,13.4166666666667,611.800003051758,4.68888888888889,14.6583333333333,9.67361111111111,769.659998957316,5.41666666666667,10.5416666666667,15.75,1023.49999856949,39.1214401164326
151,"1991_2020","01",-3,0.5,4,7.69999980926514,-0.666666666666667,6.16666666666667,2.75,82.4966669400533,1,4.5,8,178.600006103516,NA
151,"1991_2020","02",-4,0.5,5,10.1999998092651,-0.666666666666667,7.63333333333333,3.48333333333333,57.256666692098,2,6,11,129.5,NA
151,"1991_2020","03",0,4.5,9,3.59999990463257,1.53333333333333,11.4333333333333,6.48333333333333,54.7766668478648,4,9,15,129,NA
151,"1991_2020","04",1,6.5,11,17.6000003814697,2.73333333333333,13.5666666666667,8.15,61.3799999872843,5,10.5,16,116.400001525879,NA
151,"1991_2020","05",4,9.5,15,23.8999996185303,6,17.3333333333333,11.6666666666667,69.066666730245,8,14,20,156.199996948242,NA
151,"1991_2020","06",8,13,18,15.6000003814697,9.4,21.9666666666667,15.6833333333333,42.5033334732056,11,17.5,24,113.599998474121,NA
151,"1991_2020","07",10,16.5,23,10.3999996185303,11.6666666666667,24.7666666666667,18.2166666666667,31.6299999237061,14,20.5,27,82.3000030517578,NA
151,"1991_2020","08",11,16.5,22,4.5,11.8,24.5666666666667,18.1833333333333,28.3433335622152,13,19.5,26,79.4000015258789,NA
151,"1991_2020","09",8,13,18,17.8999996185303,9.6,20.7666666666667,15.1833333333333,45.6866668065389,11,17,23,99.8000030517578,NA
151,"1991_2020","10",4,7.5,11,17,6.5,15.2,10.85,81.2500002543132,9,13,18,163.100006103516,NA
151,"1991_2020","11",0,4.5,8,26.1000003814697,2.7,10.1333333333333,6.41666666666667,84.4933334986369,5,8.5,13,180.5,NA
151,"1991_2020","12",-4,0,4,13.3000001907349,-0.166666666666667,6.9,3.36666666666667,84.0566670417786,2,5.5,10,175.100006103516,NA
151,"1991_2020","annual",4.33333333333333,9.04166666666667,13.75,574.799993515015,5.03611111111111,15.0361111111111,10.0361111111111,722.94000175794,5.91666666666667,10.75,15.9166666666667,968.600002765656,36.0818522990237
154,"1991_2020","01",-4,0,4,7.59999990463257,-1,6.16666666666667,2.58333333333333,83.6766663710276,1,4.5,8,180.600006103516,NA
154,"1991_2020","02",-4,0.5,5,10.3999996185303,-0.966666666666667,7.63333333333333,3.33333333333333,58.2666666030884,1,6,11,131.5,NA
154,"1991_2020","03",0,4.5,9,3.79999995231628,1.16666666666667,11.4666666666667,6.31666666666667,57.093332918485,4,8.5,15,134.699996948242,NA
154,"1991_2020","04",1,6.5,11,17.7000007629395,2.6,13.5333333333333,8.06666666666667,61.3166664123535,5,10.5,16,115.800003051758,NA
154,"1991_2020","05",4,9.5,15,23.6000003814697,5.76666666666667,17.3,11.5333333333333,69.203333346049,8,14,20,157.100006103516,NA
154,"1991_2020","06",7,12.5,18,15.5,9.3,21.8333333333333,15.5666666666667,42.6033335367839,11,17.5,24,114.300003051758,NA
154,"1991_2020","07",10,16.5,23,10.1999998092651,11.5666666666667,24.6333333333333,18.1,31.7066668510437,14,20.5,27,81.9000015258789,NA
154,"1991_2020","08",10,16,22,4.5,11.7,24.6,18.15,28.2166667620341,13,19.5,26,79.4000015258789,NA
154,"1991_2020","09",8,13,18,18.2000007629395,9.43333333333333,20.8,15.1166666666667,45.7199998855591,11,16.5,23,98.9000015258789,NA
154,"1991_2020","10",4,7.5,11,17.6000003814697,6.3,15.2333333333333,10.7666666666667,82.2566668828328,8,13,18,165.5,NA
154,"1991_2020","11",0,4.5,8,26.3999996185303,2.56666666666667,10.1333333333333,6.35,85.7499996821086,5,8.5,13,182.699996948242,NA
154,"1991_2020","12",-4,0,4,13.1999998092651,-0.233333333333333,6.9,3.33333333333333,84.9566669782003,2,5.5,10,176.899993896484,NA
154,"1991_2020","annual",4,8.875,13.75,580.900005340576,4.85,15.0194444444444,9.93472222222222,730.766666229566,5.66666666666667,10.7083333333333,15.9166666666667,974.800001859665,36.6579808879877
160,"1991_2020","01",-4,0,4,7.59999990463257,-1,6.16666666666667,2.58333333333333,83.6766663710276,1,4.5,8,180.600006103516,NA
160,"1991_2020","02",-4,0.5,5,10.3999996185303,-0.966666666666667,7.63333333333333,3.33333333333333,58.2666666030884,1,6,11,131.5,NA
160,"1991_2020","03",0,4.5,9,3.79999995231628,1.16666666666667,11.4666666666667,6.31666666666667,57.093332918485,4,8.5,15,134.699996948242,NA
160,"1991_2020","04",1,6.5,11,17.7000007629395,2.6,13.5333333333333,8.06666666666667,61.3166664123535,5,10.5,16,115.800003051758,NA
160,"1991_2020","05",4,9.5,15,23.6000003814697,5.76666666666667,17.3,11.5333333333333,69.203333346049,8,14,20,157.100006103516,NA
160,"1991_2020","06",7,12.5,18,15.5,9.3,21.8333333333333,15.5666666666667,42.6033335367839,11,17.5,24,114.300003051758,NA
160,"1991_2020","07",10,16.5,23,10.1999998092651,11.5666666666667,24.6333333333333,18.1,31.7066668510437,14,20.5,27,81.9000015258789,NA
160,"1991_2020","08",10,16,22,4.5,11.7,24.6,18.15,28.2166667620341,13,19.5,26,79.4000015258789,NA
160,"1991_2020","09",8,13,18,18.2000007629395,9.43333333333333,20.8,15.1166666666667,45.7199998855591,11,16.5,23,98.9000015258789,NA
160,"1991_2020","10",4,7.5,11,17.6000003814697,6.3,15.2333333333333,10.7666666666667,82.2566668828328,8,13,18,165.5,NA
160,"1991_2020","11",0,4.5,8,26.3999996185303,2.56666666666667,10.1333333333333,6.35,85.7499996821086,5,8.5,13,182.699996948242,NA
160,"1991_2020","12",-4,0,4,13.1999998092651,-0.233333333333333,6.9,3.33333333333333,84.9566669782003,2,5.5,10,176.899993896484,NA
160,"1991_2020","annual",4,8.875,13.75,580.900005340576,4.85,15.0194444444444,9.93472222222222,730.766666229566,5.66666666666667,10.7083333333333,15.9166666666667,974.800001859665,36.6579808879877
162,"1991_2020","01",-3,0.5,4,7.09999990463257,-0.666666666666667,6.33333333333333,2.83333333333333,87.5766668160756,1,4.5,8,186.300003051758,NA
162,"1991_2020","02",-4,0.5,5,10.8000001907349,-0.733333333333333,7.63333333333333,3.45,60.670000521342,2,6,11,135.600006103516,NA
162,"1991_2020","03",0,4.5,9,4,1.16666666666667,11.2666666666667,6.21666666666667,59.0733334859212,4,8,14,140.800003051758,NA
162,"1991_2020","04",1,6.5,11,20.7999992370605,2.46666666666667,13.2333333333333,7.85,70.0633332570394,4,10,16,130,NA
162,"1991_2020","05",4,9,14,23.2000007629395,5.66666666666667,17.1333333333333,11.4,73.4099999745687,8,14,20,169.5,NA
162,"1991_2020","06",7,12.5,18,16.3999996185303,9.2,21.9,15.55,45.7966665267944,11,17.5,24,125.599998474121,NA
162,"1991_2020","07",10,16.5,23,9.89999961853027,11.2,24.9333333333333,18.0666666666667,33.8066665013631,13,20,27,84.0999984741211,NA
162,"1991_2020","08",10,16.5,23,4.80000019073486,11.4333333333333,24.9,18.1666666666667,30.2666665871938,13,19.5,27,86.5999984741211,NA
162,"1991_2020","09",8,13,18,20.6000003814697,9.33333333333333,21.1666666666667,15.25,48.8199998855591,11,17,24,100.699996948242,NA
162,"1991_2020","10",4,7.5,11,20.5,6.2,15.4333333333333,10.8166666666667,86.1466663360596,8,13,18,175.300003051758,NA
162,"1991_2020","11",0,4.5,8,27.5,2.56666666666667,10.1333333333333,6.35,90.986666615804,5,8.5,13,191.5,NA
162,"1991_2020","12",-4,0,4,12.5,-0.2,7.1,3.45,87.573333867391,2,5.5,10,182.199996948242,NA
162,"1991_2020","annual",4,8.875,13.75,614.300003051758,4.80277777777778,15.0972222222222,9.95,774.190000375112,5.5,10.75,16.0833333333333,1024.19997882843,38.8065163095294
168,"1991_2020","01",-3,0.5,4,6.69999980926514,-0.5,6.5,3,85.5566667874654,2,5,8,181.399993896484,NA
168,"1991_2020","02",-3,1.5,6,10.6999998092651,-0.433333333333333,7.96666666666667,3.76666666666667,59.8033330917358,2,6,11,133.699996948242,NA
168,"1991_2020","03",0,4.5,9,3.90000009536743,1.33333333333333,11.5333333333333,6.43333333333333,56.6466667970022,4,8.5,15,134.800003051758,NA
168,"1991_2020","04",1,6.5,11,20.6000003814697,2.63333333333333,13.6,8.11666666666667,69.096667098999,5,10.5,16,128.100006103516,NA
168,"1991_2020","05",4,9.5,15,23.1000003814697,5.76666666666667,17.5333333333333,11.65,73.496666653951,8,14,20,170.199996948242,NA
168,"1991_2020","06",7,12.5,18,16.5,9.23333333333333,22.0666666666667,15.65,45.8666668574015,11,18,25,126,NA
168,"1991_2020","07",10,17,23,10.1000003814697,11.3666666666667,25.2,18.2833333333333,34.7266666412354,13,20,27,85.9000015258789,NA
168,"1991_2020","08",10,16.5,23,4.80000019073486,11.6,25.1333333333333,18.3666666666667,30.1866666793823,13,20,27,86.5999984741211,NA
168,"1991_2020","09",8,13,18,21.2999992370605,9.43333333333333,21.4333333333333,15.4333333333333,49.8433333714803,11,17,24,102.099998474121,NA
168,"1991_2020","10",4,8,12,20.5,6.4,15.7,11.05,84.8799998601278,8,13.5,19,173.100006103516,NA
168,"1991_2020","11",0,4.5,9,27.2000007629395,2.7,10.3,6.5,89.9999994913737,5,8.5,13,188.699996948242,NA
168,"1991_2020","12",-3,1,5,12.1999998092651,0.1,7.43333333333333,3.76666666666667,85.6766666730245,2,6,10,178.300003051758,NA
168,"1991_2020","annual",4.08333333333333,9.125,14.1666666666667,607.599994659424,4.96944444444444,15.3666666666667,10.1680555555556,765.780000003179,5.66666666666667,10.9166666666667,16.4166666666667,1016.00000905991,37.9699469735066
172,"1991_2020","01",-4,0,4,7.69999980926514,-1.03333333333333,6.13333333333333,2.55,82.4033336321513,1,4.5,8,178.899993896484,NA
172,"1991_2020","02",-4,0.5,5,10,-0.966666666666667,7.56666666666667,3.3,56.2100003878276,1,6,11,126.800003051758,NA
172,"1991_2020","03",0,4.5,9,3.59999990463257,1.16666666666667,11.3666666666667,6.26666666666667,54.9133329868317,4,8.5,15,130.399993896484,NA
172,"1991_2020","04",1,6.5,11,17.6000003814697,2.6,13.5333333333333,8.06666666666667,61.536666170756,5,10.5,16,116.5,NA
172,"1991_2020","05",4,9.5,15,23.7000007629395,5.76666666666667,17.4666666666667,11.6166666666667,68.2566669464111,8,14,20,154.800003051758,NA
172,"1991_2020","06",7,12.5,18,15.5,9.3,22.1666666666667,15.7333333333333,42.4766665776571,11,18,25,112.800003051758,NA
172,"1991_2020","07",10,17,23,10.3999996185303,11.6333333333333,25.2333333333333,18.4333333333333,31.5933334032695,14,20.5,27,82,NA
172,"1991_2020","08",10,16.5,23,4.40000009536743,11.7333333333333,24.9666666666667,18.35,27.4500000953674,13,19.5,26,77.0999984741211,NA
172,"1991_2020","09",8,13,18,17.2999992370605,9.46666666666667,21.0333333333333,15.25,44.6966667175293,11,17,23,97.5999984741211,NA
172,"1991_2020","10",4,7.5,11,16.7000007629395,6.3,15.2,10.75,80.2933329264323,8,13,18,160.800003051758,NA
172,"1991_2020","11",0,4,8,25.5,2.56666666666667,10.0666666666667,6.31666666666667,83.3133336385091,5,8.5,12,178.800003051758,NA
172,"1991_2020","12",-4,0,4,13.3000001907349,-0.266666666666667,6.76666666666667,3.25,83.970000743866,2,5,9,175.300003051758,NA
172,"1991_2020","annual",4,8.875,13.75,570.700000762939,4.85555555555556,15.125,9.99027777777778,717.113334226608,5.58333333333333,10.8333333333333,16.1666666666667,961.90000295639,35.8731050262737
173,"1991_2020","01",-4,0,4,7.69999980926514,-1.03333333333333,6.13333333333333,2.55,82.4033336321513,1,4.5,8,178.899993896484,NA
173,"1991_2020","02",-4,0.5,5,10,-0.966666666666667,7.56666666666667,3.3,56.2100003878276,1,6,11,126.800003051758,NA
173,"1991_2020","03",0,4.5,9,3.59999990463257,1.16666666666667,11.3666666666667,6.26666666666667,54.9133329868317,4,8.5,15,130.399993896484,NA
173,"1991_2020","04",1,6.5,11,17.6000003814697,2.6,13.5333333333333,8.06666666666667,61.536666170756,5,10.5,16,116.5,NA
173,"1991_2020","05",4,9.5,15,23.7000007629395,5.76666666666667,17.4666666666667,11.6166666666667,68.2566669464111,8,14,20,154.800003051758,NA
173,"1991_2020","06",7,12.5,18,15.5,9.3,22.1666666666667,15.7333333333333,42.4766665776571,11,18,25,112.800003051758,NA
173,"1991_2020","07",10,17,23,10.3999996185303,11.6333333333333,25.2333333333333,18.4333333333333,31.5933334032695,14,20.5,27,82,NA
173,"1991_2020","08",10,16.5,23,4.40000009536743,11.7333333333333,24.9666666666667,18.35,27.4500000953674,13,19.5,26,77.0999984741211,NA
173,"1991_2020","09",8,13,18,17.2999992370605,9.46666666666667,21.0333333333333,15.25,44.6966667175293,11,17,23,97.5999984741211,NA
173,"1991_2020","10",4,7.5,11,16.7000007629395,6.3,15.2,10.75,80.2933329264323,8,13,18,160.800003051758,NA
173,"1991_2020","11",0,4,8,25.5,2.56666666666667,10.0666666666667,6.31666666666667,83.3133336385091,5,8.5,12,178.800003051758,NA
173,"1991_2020","12",-4,0,4,13.3000001907349,-0.266666666666667,6.76666666666667,3.25,83.970000743866,2,5,9,175.300003051758,NA
173,"1991_2020","annual",4,8.875,13.75,570.700000762939,4.85555555555556,15.125,9.99027777777778,717.113334226608,5.58333333333333,10.8333333333333,16.1666666666667,961.90000295639,35.8731050262737
174,"1991_2020","01",-3,1,5,7.09999990463257,-0.6,6.7,3.05,77.4100002765656,1,5,9,167.600006103516,NA
174,"1991_2020","02",-4,1,6,9.60000038146973,-0.566666666666667,8.43333333333333,3.93333333333333,53.6033333778381,2,6.5,12,120.599998474121,NA
174,"1991_2020","03",0,5,10,3.40000009536743,1.63333333333333,12.1333333333333,6.88333333333333,51.2699999332428,4,9,15,122,NA
174,"1991_2020","04",1,6.5,12,16.8999996185303,2.9,14.2,8.55,58.7199997584025,5,11,17,110.599998474121,NA
174,"1991_2020","05",4,9.5,15,22.1000003814697,6.23333333333333,18,12.1166666666667,64.9300002415975,8,14,20,147.699996948242,NA
174,"1991_2020","06",8,13,18,14.8999996185303,9.66666666666667,22.7333333333333,16.2,40.8033335367839,12,18.5,25,108.900001525879,NA
174,"1991_2020","07",11,17.5,24,9.69999980926514,12.0333333333333,25.7,18.8666666666667,30.0066666285197,14,21,28,77.3000030517578,NA
174,"1991_2020","08",11,17,23,4.19999980926514,11.9,25.5333333333333,18.7166666666667,26.5033332188924,13,20,27,74.6999969482422,NA
174,"1991_2020","09",8,13.5,19,17.1000003814697,9.6,21.6666666666667,15.6333333333333,43.766666730245,11,17.5,24,94.5999984741211,NA
