"ID","IDmuni","Tronco_Corteza_mean_IFN2P","Ramas_7_mean_IFN2P","Ramas_7_2_mean_IFN2P","Ramas_2_mean_IFN2P","Raiz_mean_IFN2P","Tronco_Corteza_mean_IFN3P","Ramas_7_mean_IFN3P","Ramas_7_2_mean_IFN3P","Ramas_2_mean_IFN3P","Raiz_mean_IFN3P","Tronco_Corteza_mean_IFN4P","Ramas_7_mean_IFN4P","Ramas_7_2_mean_IFN4P","Ramas_2_mean_IFN4P","Raiz_mean_IFN4P"
"44",34151,3.6780706353603,0.227123125455256,0.77480034554404,1.40848938532809,2.38810302598857,7.18417832986934,0.276305922000134,1.33624505525947,1.8139181625455,4.04622874873062,12.6761502114355,0.242451130597155,2.12638634618743,2.3714638399707,6.56715747574483
"45",34154,3.73575917222713,0.00247761702360654,0.65600498873836,0.988715743983252,2.36484624670457,5.79348219921901,0.484295767899331,1.11700469486083,1.50488155988444,3.03570287508054,9.50576895312431,0.437968383185735,1.68330305156653,1.89328971920444,4.74194477325531
"46",34157,2.02793520880127,0.159051772128545,0.446827093964522,0.723079459362294,1.28499472420389,5.65628556488906,0.379817845200185,1.04133261580764,1.37084251247092,2.82709010697996,9.40456648963034,0.43221238235208,1.61948798702653,1.72797763935313,4.28894986853078
"47",34158,NA,NA,NA,NA,NA,6.12081554099427,0.557520342809815,1.14887909412915,1.04512152217062,3.38537433660034,8.75402564795439,0.215725519553025,1.67180642036383,1.35798942327152,4.37034784454934
"48",34161,NA,NA,NA,NA,NA,0.829557533742337,4.94710973676653e-05,0.155231440530637,0.153339462337161,0.504216006304832,2.22355278899589,0.128959445442595,0.388203462456065,0.417534578876793,0.997304361519439
"49",34168,NA,NA,NA,NA,NA,2.89605324809489,0.0895027101530471,0.537232007987035,0.542133873673429,1.53861733070511,3.71202909319803,0.159807241829065,0.690375220895786,0.69887028569578,1.92065569465141
"50",34169,2.27246698841674,0.35006961991083,0.436274680876638,0.867944986043071,1.02925012650459,4.64949175910714,0.704431182527033,0.878499522378111,1.42119995761261,1.86934420341384,7.79577962398407,0.960867596029755,1.22017574014479,1.77567275444493,2.64700083376997
"51",34170,NA,NA,NA,NA,NA,0.762154236546805,0.115808844726189,0.148581793005194,0.264136349156937,0.333668551064704,3.49517050227425,0.492739183859928,0.528230209907215,0.843443603199639,1.09482440396286
"52",34171,1.99702688292526,0.105748720397721,0.464330502919733,0.710483263611586,1.35239681503427,8.3679720267398,0.837448151941552,1.49869173513271,1.7431730254792,4.76759331382324,10.5605887407468,0.10296087096855,1.81635480362904,1.82398500580492,5.60478014049158
"53",34176,1.46635911499293,0.00133803453449883,0.223321145277169,0.304119544843985,0.835602825699822,3.42283638371064,0.282587267373877,0.65188600131543,0.871756954856702,1.74160729073215,5.80037180161597,0.409305057174231,0.98843275894548,1.18631263629376,2.58389020224768
"54",34179,3.18283475178999,0.187929180734841,0.672859246855311,1.1844205535978,2.05778096723518,4.50405839782314,0.230714080016975,0.818693270810876,1.24475667887164,2.61086920776605,10.4079803378473,0.375227995491054,1.79469974611558,1.90932387792384,5.02169750247634
"55",34190,1.14368738049201,0,0.226273588809426,0.22771068396967,0.721389512511288,3.80764627680142,0.0742904013342905,0.747000051735606,0.732977870317273,2.23449258304093,6.7782249828007,0.145641956427952,1.30636071789777,1.11909115030242,3.61395361811665
"56",34199,2.44316684007992,0.179419142429734,0.574465954946228,1.05659171717041,1.980341344136,5.83999181957944,0.4785723681838,1.05336242971873,1.67574540841137,3.94917801458055,10.2647842222043,0.267102229539945,1.60581055231696,2.02851607930315,5.71378072496422
"57",34202,NA,NA,NA,NA,NA,5.05075803668919,8.58766011330176e-06,0.941604165279664,0.797304135586325,2.78869828990327,9.72115373237388,0,1.8524441273372,1.26820365762423,4.86143770295062
"58",34208,8.74358301428813,0.668499524398206,1.82447281897259,3.73067417170825,5.69629936345402,16.7638601480903,0.872898504782859,2.93968892729223,5.24662234615842,9.91992659449988,21.3130020456481,1.57670754792329,3.24473086844851,4.99515126630257,9.40302070459956
"59",34211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.362601386096317,0.0541959680237102,0.0540271711880031,0.0856612349491821,0.104280778026176
"60",34214,4.02512858466878,0.285652325192705,0.855629613522387,1.74581630009815,2.69734967827326,7.17190540655907,0.411048706990875,1.28438748153901,2.13572402273301,4.06245449304064,9.95743939989157,0.0773320732657809,1.48742391708131,2.18653716239975,5.66084999613172
"61",34218,NA,NA,NA,NA,NA,0.0171619390810201,1.20373576660741e-05,0.00291490306022205,0.000443262872653257,0.00431051516109835,0.0258716725017823,0.00444236590497814,0.00465923499540867,0.00630208976703646,0.00724015914270433
"62",34222,3.81097877371209,0.218021689564369,0.768853255369253,1.1655840532521,2.26218921869142,5.5230031485235,0.550193223723884,1.07019896173538,1.50715316517635,2.72470279700551,9.43918262717084,0.647813058184846,1.67676210346289,1.92044006108886,4.32618359844992
"63",34228,4.79842779212236,0.593416388308677,0.944772314218472,1.74130375500196,2.41587450235539,10.5568179720497,1.71843785027097,2.03334239536993,2.98369671439102,4.06586852815407,15.9353047818122,1.67047999888276,2.54368380841074,3.51189985085288,5.93557196257386
"64",34229,1.61662531421343,0,0.320231280677095,0.321169033366843,1.0166348168909,2.83272487863742,0.20115199036746,0.551733819876025,0.704186891766061,1.56550699044514,5.14445437077384,0.189215627716353,0.919685134768903,0.990453767704778,2.6627086615215
"65",34231,0.744979523533142,0.135982815029908,0.134708234564393,0.261025315775655,0.273904281205971,1.79438204901349,0.262154562420935,0.345072522045215,0.538740970577365,0.739288170553195,3.39862831567974,0.397198946889686,0.539491306165053,0.769362323759218,1.20773403676586
"66",34233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407800756878607,0.0580048044731482,0.06212467558155,0.0952046402211886,0.123017483597212
"67",34234,4.53270679933464,0.70441726692337,0.866629592523264,1.72287434901487,2.03083000636687,14.7913070497121,2.21221769393569,2.80245894397477,3.95954417197215,5.91366134509822,18.9043769437473,1.99896227101725,3.05600445524111,4.0747272476047,6.88362612355756
"68",34245,6.3005514828962,0.552272105534847,1.3427549271589,2.77340541858201,4.08940456917212,11.1675664330835,1.23193222026003,2.08327316100687,3.40179356982448,5.29838481087927,17.3962599271374,1.50292966917817,2.81354118191059,3.86782536627177,7.18906179840439
"69",34901,0.263427010826568,0.0770763453641517,0.0819543048074293,0.113034723178529,0.108543900677528,0.969532717647666,0.164916142274248,0.187777107806463,0.286483603848816,0.344299103171641,1.52386520759723,0.19689652483109,0.23412979111768,0.351844404032563,0.497221213173941
"70",34903,0.813764782658411,0.19816911408807,0.234210348738533,0.312733973867111,0.352540787843396,3.87931412487895,0.613276657642863,0.748049809830171,1.13879080925013,1.46905454855755,6.52921947447259,0.830103307687557,1.03492300397458,1.51046777579402,2.21420509448441
