"ID","Estadillo","CoorX","CoorY","Fecha2","FRACCION2","FRACCION3","Fecha3","FRACCION4","Fecha4","IFN2Num_arb","IFN3Num_arb","IFN4Num_arb","IFN2_muert","IFN3_muert","IFN4_muert","N_IFN2","N_IFN3","N_IFN4","Ho_IFN2","Ho_IFN3","Ho_IFN4","HartIFN2","HartIFN3","HartIFN4","H_shannon2","H_shannon3","H_shannon4","SDIR_IFN2","SDIR_IFN3","SDIR_IFN4","max_abIFN2","n_especies_10IFN2","especie_dominanteIFN2","ComposicionIFN2","max_abIFN3","n_especies_10IFN3","especie_dominanteIFN3","ComposicionIFN3","max_abIFN4","n_especies_10IFN4","especie_dominanteIFN4","ComposicionIFN4","nCD_IFN2","FormaIFN2","nCD_IFN3","FormaIFN3","nCD_IFN4","FormaIFN4"
"51",280,356902,4728782,91,90,75,"03/27/03 00:00:00",80,"2019-07-02T22:00:00Z",28,27,32,0,0,0,1177.73,647.23,452.707776069513,7.95492965855137,11.8585289394739,15.8170579905828,37.9227624351214,34.3161881831939,30.7627031043355,0.66326570603587,0,0,0.452321302216407,0.449843955789187,0.477895034913555,75.7862327144118,2,21,"mixta",100,1,21,"pura",100,1,21,"pura",3,"Irregular",2,"Regular",3,"Irregular"
"52",281,357857,4728757,91,60,70,"2005-12-03 00:00",70,"2019-07-08T22:00:00Z",32,30,30,0,0,0,1782.53,760.407,459.781335070599,7,11.3391237868397,14.4019408157828,35.0302078531602,33.1098054302526,33.5245137750562,0.562333603808796,0,0,0.621475382007869,0.497467016666915,0.462838653973897,79.582860849647,2,21,"mixta",100,1,21,"pura",100,1,21,"pura",3,"Irregular",3,"Irregular",4,"Irregular"
"53",283,355888,4727755,91,90,75,"03/24/03 00:00:00",65,"2019-07-21T22:00:00Z",47,28,23,0,0,1,1754.22,608.3255,346.604391053221,14,18.2683882565766,21.6228795866388,17.6558696311105,22.97687355111,25.7174922780284,0,0,0,0.850983776110233,0.453063128603933,0.365873634060922,100,1,21,"pura",100,1,21,"pura",100,1,21,"pura",4,"Irregular",4,"Irregular",5,"Irregular"
"54",290,367892,4727794,91,65,70,"2006-05-03 00:00",65,"2019-03-26T23:00:00Z",9,10,15,0,0,0,763.94,491.6121,597.715735591779,6.40985931710274,8.26040695032794,8.43953056920155,58.4360773381031,56.525765552547,50.1757118813327,0,0,0,0.327023687912138,0.302635592596938,0.419254730699216,100,1,43,"pura",100,1,43,"pura",100,1,43,"pura",3,"Irregular",4,"Irregular",5,"Irregular"
"55",293,356886,4726774,91,70,90,"03/25/03 00:00:00",90,"2019-07-22T22:00:00Z",15,28,43,0,0,0,859.41,916.0255,1064.57062966347,6.29577471545948,9.8408450569081,14.7893270832502,56.0931459277837,34.7594585179882,21.4547532452022,1.01326188414422,0.975330699972335,0.864361348644808,0.301967931142152,0.5415437431799,0.941457885757868,51.2948203683742,3,25,"mixta",60.5368619716281,2,25,"mixta",74.7306625971854,2,25,"mixta",2,"Regular",4,"Irregular",6,"Irregular"
"56",295,358886,4726778,91,85,70,"2006-12-03 00:00",70,"2019-08-29T22:00:00Z",45,37,23,0,0,0,1386.39,611.8629,325.383714049963,11.9147106052613,15.7926446973694,20.1333023024188,23.33635223082,26.5019147733523,28.5066548573875,0,0,0,0.759497030812792,0.533988735986262,0.396693763985824,100,1,21,"pura",100,1,21,"pura",100,1,21,"pura",4,"Irregular",4,"Irregular",4,"Irregular"
"57",297,361863,4726789,91,65,70,"2005-06-03 00:00",70,"2019-07-22T22:00:00Z",16,34,45,0,0,0,986.76,887.7311,831.143182627622,6.8408450569081,12.1366197723676,17.7341155346253,48.1774329963889,28.6299582393256,20.2493795673953,0,0.154544784362316,0.162496445924744,0.367669537411166,0.663252308433291,0.910823147602901,100,1,25,"pura",97.8880523573785,1,25,"pura",98.5210719537643,1,25,"pura",2,"Regular",4,"Irregular",5,"Irregular"
"58",298,362873,4726785,91,65,70,"2005-06-03 00:00",55,"2019-10-02T22:00:00Z",17,27,19,0,0,0,523.42,594.1792,268.795242041273,8.73474176151351,14.0561816657874,16.9102660215588,51.8064640979515,30.2157302242562,37.3420322719106,0,0,0,0.252979981364534,0.429994130838422,0.286809673622964,100,1,21,"pura",100,1,21,"pura",100,1,21,"pura",3,"Irregular",4,"Irregular",3,"Irregular"
"59",301,355872,4725777,91,90,90,"03/24/03 00:00:00",70,"2019-08-18T22:00:00Z",31,44,33,0,0,0,1464.21,1556.1822,555.274381585262,7.8408450569081,11.8408450569081,14.9926447764691,34.5060003185147,22.1639038878048,29.3040136718652,0.595401252137199,0.557286134917413,0.356127535620301,0.451828055140202,0.704463396542468,0.484743595268552,86.6867859619193,2,21,"mixta",85.5980613778847,2,21,"mixta",91.9739638659021,1,21,"pura",3,"Irregular",4,"Irregular",5,"Irregular"
"60",303,357880,4725784,91,70,60,"05/22/03 00:00:00",55,"2019-07-21T22:00:00Z",18,24,21,0,0,0,615.37,587.1051,332.032859510984,9.02566518881444,11.9244131815784,15.9312000881877,46.2393583590504,35.8314378278493,35.6631871906138,0.368268454776222,0.193159078454457,0.0792961029117335,0.349422223032096,0.469418811289769,0.475382686158949,66.6889947775419,2,25,"mixta",88.5317478261696,2,25,"mixta",95.4287115069519,1,25,"pura",5,"Irregular",5,"Irregular",6,"Irregular"
"61",308,363877,4725797,91,90,90,"2005-07-03 00:00",80,"2019-07-24T22:00:00Z",19,28,18,0,0,0,1628.46,1479.92936,422.432943544865,9.32709874669496,12.1778467778399,14.9721114463162,27.5057857430752,22.0987739558465,33.6431953437488,0.621278090574115,0.555378307648818,0.690020615678999,1.86149389119774,1.81544049791629,0.736615027177643,71.3481758931379,2,43,"mixta",66.1762203706757,2,43,"mixta",56.3156499008195,2,43,"mixta",4,"Irregular",5,"Irregular",5,"Irregular"
"62",309,365914,4725803,91,60,75,"05/30/03 00:00:00",70,"2019-07-24T22:00:00Z",4,8,16,0,0,1,205.12,427.9501,1092.86486566781,7.29577471545948,9.52081390065589,11.0606262157605,99.0794892514743,52.5640156297526,28.3136741793085,0,0,0,0.135212561067522,0.262190240926812,0.669364901489601,100,1,43,"pura",100,1,43,"pura",100,1,43,"pura",3,"Irregular",4,"Irregular",5,"Irregular"
"63",310,369891,4725818,91,50,60,"03/13/03 00:00:00",60,"2019-03-10T23:00:00Z",12,17,22,0,1,0,337.53,620.49226,611.438440053887,10.260813708751,11.4344163547751,15.5969266999759,54.9188185228838,36.3477047793866,26.8437866039211,0,0,0,0.319910885477436,0.618532684966007,0.757114989578333,100,1,43,"pura",100,1,43,"pura",100,1,43,"pura",4,"Irregular",6,"Irregular",7,"Irregular"
"64",312,371910,4725776,91,60,60,"03/13/03 00:00:00",60,"2019-03-10T23:00:00Z",24,24,18,0,0,0,937.22,640.1568,343.067611552678,10.0159626124973,12.9757435592073,13.7467290298586,33.7633638944297,31.53433976735,40.6602408210835,0.424328806107069,0.578419164522849,0.609988266940672,0.419720936725504,0.413403419464042,0.292784418212067,83.5488283544386,2,21,"mixta",70.4812103412794,2,21,"mixta",66.0393000324512,2,21,"mixta",4,"Irregular",4,"Irregular",5,"Irregular"
"65",314,379922,4741791,91,55,65,"06/16/03 00:00:00",70,"2019-06-19T22:00:00Z",1,2,4,0,0,0,127.32,254.648,509.296248078203,3,4,4.19999980926514,305.836706665439,162.191859151284,109.225657843236,0,0,0,0.0283018863369793,0.0736682848440318,0.151515444744974,100,1,44,"pura",100,1,44,"pura",100,1,44,"pura",1,"Regular",1,"Regular",1,"Regular"
"66",317,395892,4739813,91,80,90,"03/13/03 00:00:00",80,"2019-03-13T23:00:00Z",34,43,38,0,0,0,1506.66,1170.6736,616.955816074733,6.80062600361802,11.8536776513153,15.4923202826987,39.2195545923677,25.5263166881997,26.9039272483402,0,0,0,0.762059259697963,1.05809942481764,0.790434651315263,100,1,25,"pura",100,1,25,"pura",100,1,25,"pura",4,"Irregular",6,"Irregular",6,"Irregular"
"67",323,392897,4737784,91,80,80,"03/14/03 00:00:00",70,"2019-04-11T22:00:00Z",49,30,29,0,0,0,1304.01,350.70692,274.454089242143,16.7841564337378,16.4810016057888,19.7901334403706,17.0812322824112,33.5431163631302,31.5773443119343,0.937157712057225,0.690538021049565,0.815830440512787,1.4110482868391,0.693245629334202,0.537449771937751,75.0362080274967,2,26,"mixta",79.6278861257458,2,26,"mixta",64.1727691493477,2,26,"mixta",12,"Irregular",11,"Irregular",10,"Irregular"
"68",324,393919,4737785,91,85,85,"03/14/03 00:00:00",75,"2019-04-21T22:00:00Z",43,34,33,0,0,0,1241.36,551.31292,428.940617825864,10.5048512881585,14.0149546603151,16.3067918358021,27.9717988095684,31.4607010456558,30.6543466593547,1.05614100289547,0.843401827073425,1.05808159278437,0.763568937524638,0.586725020513133,0.541849096435595,62.2487957406611,2,26,"mixta",56.4897801930408,2,26,"mixta",52.3043927091134,2,26,"mixta",6,"Irregular",8,"Irregular",9,"Irregular"
"69",328,391892,4735793,91,95,90,"06/19/03 00:00:00",90,"2019-06-24T22:00:00Z",19,31,39,0,1,4,1750.67,2482.814,1543.59204521702,8.45492965855137,10.8859153983567,13.3062235551171,29.2648993314646,19.0863169067272,19.8033241636534,1.17680627818209,1.04049180711412,0.885798781406779,0.435117921747453,0.830401330035918,0.793916958954896,40.3895839742782,3,42,"mixta",45.9541361633808,2,43,"mixta",60.5829839992239,2,42,"mixta",2,"Regular",3,"Irregular",6,"Irregular"
"70",329,393907,4735792,91,60,70,"03/17/03 00:00:00",70,"2019-04-11T22:00:00Z",1,3,7,0,0,0,127.32,381.972,795.775387622192,4,4.5,6.44112684116708,229.377529999079,117.714754178964,56.977327529272,0,0,0,0.0263996565300599,0.112274618956522,0.264108480081239,100,1,44,"pura",100,1,44,"pura",100,1,44,"pura",1,"Regular",1,"Regular",2,"Regular"
"71",331,377904,4734780,91,75,70,"2004-02-03 00:00",95,"2019-06-06T22:00:00Z",16,28,41,0,0,0,569.4,484.5388,802.848946623278,7.48231611743423,11.868231515791,17.8201253386616,57.9848307876858,39.6286145077128,20.5036652522737,0,0,0.624725992408103,0.334196325653109,0.506735792116631,0.815648435074692,100,1,25,"pura",100,1,25,"pura",93.6900034252186,1,25,"pura",4,"Irregular",5,"Irregular",6,"Irregular"
"72",338,385903,4733807,91,40,50,"03/17/03 00:00:00",50,"2019-03-24T23:00:00Z",2,11,24,0,0,0,254.64,636.62,657.840987101012,3.5,7.02253517072431,9.8844756368921,185.365036473337,58.4285509875069,40.8361770765111,0,0,0,0.0558357156610697,0.272426591457288,0.463084350163482,100,1,25,"pura",100,1,25,"pura",100,1,25,"pura",1,"Regular",3,"Irregular",4,"Irregular"
"73",345,399933,4732794,91,70,85,"03/21/03 00:00:00",90,"2019-04-04T22:00:00Z",5,33,51,0,0,1,636.62,1188.3574,1280.31417919659,5,9.21220659078919,14.2521440005582,82.0633108568452,32.600328168907,20.3011527433165,0,0,0,0.152695827319808,0.689451783360505,1.08240071256369,100,1,25,"pura",100,1,25,"pura",100,1,25,"pura",1,"Regular",4,"Irregular",6,"Irregular"
"74",352,395886,4729801,91,65,85,"03/18/03 00:00:00",55,"2019-05-28T22:00:00Z",3,11,17,0,0,0,68.75,609.88196,450.72717954921,8.55555555555556,10.2796057424588,17.8531931307834,145.940090470467,40.7811835907689,27.3140689446431,0.263956795124353,0.692185841086317,0.649349014894485,0.0577636707248001,0.520186417703289,0.424061256250454,68.147014287664,2,43,"mixta",56.7314371723806,2,43,"mixta",75.7357605719959,2,21,"mixta",2,"Regular",4,"Irregular",6,"Irregular"
"75",354,397911,4729768,91,75,75,"03/20/03 00:00:00",85,"2019-05-29T22:00:00Z",34,31,42,0,0,3,2132.65,703.8187,657.840987101011,8.43239448782706,12.5852893947387,17.0474494857206,26.5857225991283,31.0074156445295,23.6776884280953,0.492008628585262,0.59427739142892,0.540701581767019,0.869886491116131,0.547956064045601,0.740205423656577,73.9218791965178,2,25,"mixta",71.2448286235453,2,25,"mixta",80.6280869822092,2,25,"mixta",3,"Irregular",4,"Irregular",4,"Irregular"
"76",363,389904,4726785,91,85,80,"06/18/03 00:00:00",99,"2019-05-05T22:00:00Z",44,37,51,0,0,0,1782.52,983.2241,933.709788143371,7,13.1269171960505,16.8240066353218,35.0303061133725,25.1518639288462,20.138345680741,0.300877451341719,0,0,0.812975275893077,0.769937094121142,0.926675193360095,94.7426332248886,1,25,"pura",100,1,25,"pura",100,1,25,"pura",3,"Irregular",4,"Irregular",5,"Irregular"
"77",365,391912,4726792,91,65,80,"2006-04-03 00:00",80,"2019-04-22T22:00:00Z",17,21,27,0,0,0,452.69,367.8247,327.647252930311,7.63661977236758,9.78779340921081,12.511964962555,63.7173286996761,55.1510695638093,45.7120178924915,0,0,0,0.274490694814101,0.344379667544329,0.520330204527983,100,1,26,"pura",100,1,26,"pura",100,1,26,"pura",3,"Irregular",5,"Irregular",5,"Irregular"
"78",368,376882,4725806,91,75,80,"03/18/03 00:00:00",90,"2019-06-09T22:00:00Z",58,29,32,0,0,0,3614.57,604.7888,452.707776069513,7.06588424210452,9.19765272631355,11.4073552468131,24.3704944147217,45.7699354750051,42.6545372192466,0,0,0,1.41303520600166,0.544079425072461,0.605275352743679,100,1,26,"pura",100,1,26,"pura",100,1,26,"pura",4,"Irregular",3,"Irregular",4,"Irregular"
"79",371,409896,4741812,91,80,90,"05/28/03 00:00:00",80,"2019-05-06T22:00:00Z",6,44,45,0,0,1,763.94,2136.2138,1715.33805776339,4,9.63661977236758,16.2611897505492,93.6417586951441,23.2440658123856,15.3720574499686,0.450554186265836,0.621412321629504,0.621795719118675,0.157989390419901,1.05451107138834,1.01097620124259,84.8487206663944,2,25,"mixta",86.4568391852628,2,25,"mixta",71.66429563643,2,25,"mixta",1,"Regular",4,"Irregular",6,"Irregular"
"80",382,345937,4724840,91,70,90,"2006-02-03 00:00",70,"2019-05-20T22:00:00Z",21,29,37,0,0,0,954.91,1092.8644,1556.18298023895,10.7957747154595,14.2732395447352,17.041063839683,31.0330273554212,21.9408518038673,15.4004050726952,0.853232564730753,0.809292479250662,0.400305594574289,0.416526671358754,0.604901408767202,0.928592867186425,56.1143927384197,2,21,"mixta",39.6940491007735,3,21,"mixta",64.3918818189076,3,43,"mixta",3,"Irregular",5,"Irregular",6,"Irregular"
"81",384,345955,4723788,91,70,70,"2006-02-03 00:00",70,"2019-05-21T22:00:00Z",16,18,23,0,0,0,1177.73,537.5902,396.119304060825,7.15915494309189,11.3183098861838,14.8882000903847,42.1380609900669,39.450446794535,34.9384776274284,0.66326570603587,0.686118926179174,0.661563238157982,0.336052534900711,0.315979152737609,0.391473243572752,59.9587012359429,2,21,"mixta",55.3272020536169,2,21,"mixta",63.8419499144301,2,21,"mixta",2,"Regular",3,"Irregular",4,"Irregular"
"82",386,345918,4722804,91,80,70,"2006-04-03 00:00",70,"2019-04-21T22:00:00Z",2,35,26,0,0,0,159.15,1382.8801,763.944372117305,4.8408450569081,9.04820035953875,13.1463223486847,169.525359662401,30.7683853224041,28.4920720034939,0,0.109562564044969,0.0922160573371918,0.0407743205484968,0.505733951356873,0.484558717450541,100,1,21,"pura",97.8689108971485,1,21,"pura",95.9974561638649,1,21,"pura",2,"Regular",4,"Irregular",5,"Irregular"
"83",398,347903,4719775,91,85,90,"2006-06-03 00:00",80,"2019-05-23T22:00:00Z",20,49,30,0,0,0,1496.05,1584.4765,583.568617589607,6.1591549430919,11.1414710605261,15.2561816099699,43.457525563463,23.3439175362583,28.0910106078858,0.65438955857297,0.690264544287864,0.692247002247875,0.413364091814705,0.804557480464661,0.48392331584878,74.6894084976402,2,21,"mixta",61.7379776411805,2,21,"mixta",63.1225067244334,2,21,"mixta",2,"Regular",4,"Irregular",4,"Irregular"
"84",402,344928,4717802,91,70,85,"04/14/03 00:00:00",95,"2019-05-28T22:00:00Z",9,33,35,0,0,0,954.92,1223.7251,707.355900108614,5.1591549430919,9.13661977236758,13.7063849063804,64.9377313825952,32.3915471645325,28.3999296544986,0,0.691124366039245,0.653418194793702,0.20731916100108,0.558018434086001,0.585779691441635,100,1,21,"pura",63.6796377378025,2,21,"mixta",66.1292226487667,2,21,"mixta",2,"Regular",4,"Irregular",5,"Irregular"
"85",404,344906,4716775,91,75,70,"04/15/03 00:00:00",70,"2019-05-28T22:00:00Z",25,44,31,0,1,0,969.06,1099.9377,456.244555570056,7.32629119243246,10.7732395447352,15.3170579905828,45.3941269766187,28.9753584834164,31.6435335476994,0,0,0,0.559074401298809,0.990155590950264,0.64821655636639,100,1,25,"pura",100,1,25,"pura",100,1,25,"pura",4,"Irregular",5,"Irregular",5,"Irregular"
"86",407,344905,4714759,91,70,70,"04/28/03 00:00:00",70,"2019-03-11T23:00:00Z",23,45,30,0,0,0,1209.56,1114.0856,477.465232573314,6.97746482927569,12.0048512881586,16.3102661797584,42.6626485911224,25.8370611552336,29.0487368828886,0.691761544697554,0.656284722469061,0.688503499833388,0.463159991742291,0.74499447284947,0.535022090323853,60.7023014469,2,21,"mixta",66.5434240545177,2,21,"mixta",53.5926216751158,2,21,"mixta",3,"Irregular",4,"Irregular",5,"Irregular"
"87",411,345899,4710808,91,60,50,"05/21/03 00:00:00",60,"2019-03-17T23:00:00Z",9,9,9,0,0,0,215.72,127.3239,109.21575097677,6.93724577598561,10.4805948473658,13.3383951609883,101.607763264702,87.5423658041147,74.2699207223661,0.693012527818772,0.686961576597323,0.668118198220058,0.153774879084912,0.170368977518002,0.206330226580551,59.5724249917776,2,25,"mixta",62.2620173141805,2,25,"mixta",66.5486816346004,2,25,"mixta",4,"Irregular",4,"Irregular",4,"Irregular"
"88",412,346899,4710829,91,60,70,"2006-02-03 00:00",70,"2019-03-17T23:00:00Z",2,20,32,0,0,0,159.15,792.2382,611.862853593952,4.6591549430919,8.3938967046054,11.9970893601716,176.136232721573,43.8195252486034,34.8864067876878,0.500402423538188,0.279640778720701,0.321255964556256,0.0398015835771911,0.477837012907904,0.585315226045455,66.5361174442799,2,25,"mixta",90.4450739286251,1,25,"pura",91.8780979106815,1,25,"pura",2,"Regular",4,"Irregular",5,"Irregular"
"89",418,356864,4724825,91,40,70,"2006-12-03 00:00",60,"2019-08-18T22:00:00Z",10,44,29,0,0,0,1177.73,1520.8145,534.053704582004,5.31830988618379,10.1816901138162,14.4810015518219,56.7234542712617,26.0736109449408,30.9362815834974,0.522072335200825,0.497161512342517,0.207198284095683,0.276029838350066,0.818508329721366,0.535556684386041,77.1461531929667,2,25,"mixta",85.3157030287586,2,25,"mixta",91.6631847990482,1,25,"pura",2,"Regular",4,"Irregular",5,"Irregular"
"90",424,371876,4724791,91,50,70,"04/25/03 00:00:00",70,"2019-03-12T23:00:00Z",8,12,22,0,0,0,350.13,406.7295,435.023878566798,7.43239448782706,9.76525823848649,12.1517371937201,74.4416110842559,52.5681398045269,40.8473852688522,0,0,0.261764482909016,0.157863053063758,0.29476849150239,0.428555264732721,100,1,25,"pura",100,1,25,"pura",96.3597430490907,1,25,"pura",3,"Irregular",4,"Irregular",4,"Irregular"
"91",431,370880,4723808,91,60,70,"2006-12-03 00:00",70,"2019-03-12T23:00:00Z",12,25,33,0,0,0,364.27,512.8334,519.906586579832,9.58841941282883,11.4292644697369,14.912206669889,56.5718593224845,39.9993325656615,30.4477078899689,0,0,0,0.210616372819848,0.478420990662456,0.610387733154156,100,1,25,"pura",100,1,25,"pura",100,1,25,"pura",3,"Irregular",4,"Irregular",5,"Irregular"
"92",436,355869,4722843,91,40,80,"05/29/03 00:00:00",80,"2019-03-25T23:00:00Z",39,32,32,0,0,0,1492.51,806.3851,541.127263583091,11.0402190532901,13.6414710605261,16.1488264189743,24.2729668530137,26.7255545104395,27.5593204062309,0,0,0,0.677284416046487,0.529936678769583,0.507861060576034,100,1,21,"pura",100,1,21,"pura",100,1,21,"pura",4,"Irregular",4,"Irregular",5,"Irregular"
"93",439,364896,4722817,91,80,80,"2006-11-03 00:00",50,"2019-07-11T22:00:00Z",50,62,27,0,2,0,1552.61,1623.3812,399.231670021302,12.5561816657874,14.061032953946,18.6259507620581,20.9252376040698,18.273919017233,27.8181493764681,0.559937687710085,0.54315970714623,0.278111123842897,0.794631889247004,1.07871949616524,0.463555592301286,95.0164283075127,1,21,"pura",96.1154240308313,1,21,"pura",98.4720954573864,1,21,"pura",6,"Irregular",7,"Irregular",7,"Irregular"
"94",452,360862,4720787,91,70,65,"05/20/03 00:00:00",65,"2019-04-09T22:00:00Z",32,25,24,0,0,0,771,406.73,330.476676530745,10.5,13.2974959855279,17.7298319436924,35.5093473372915,38.6043466632385,32.1206371801284,0.157286715722739,0,0,0.507330647285022,0.375351885334514,0.461802275438684,94.4824012204928,1,21,"pura",100,1,21,"pura",100,1,21,"pura",3,"Irregular",4,"Irregular",5,"Irregular"
"95",453,366901,4720793,91,70,80,"06/17/03 00:00:00",70,"2019-06-27T22:00:00Z",32,33,27,0,0,0,990.27,679.0619,408.285825542692,11.7219091671063,14.561032953946,18.8101070733674,28.0662258201118,27.2842682827149,27.2386612723042,0.383661172274819,0.311128977326059,0,0.637924437395424,0.633780089074606,0.549719562489813,91.6345570501126,1,25,"pura",95.8659293178243,1,25,"pura",100,1,25,"pura",5,"Irregular",5,"Irregular",5,"Irregular"
"96",454,370877,4720814,91,50,60,"2005-12-03 00:00",60,"2019-03-27T23:00:00Z",12,12,13,0,0,0,300.61,282.9424,219.280329033671,8.22676045526484,8.01455386447565,7.89183132800703,72.5819471016876,76.7946224427361,88.5893563924465,0,0,0,0.409381577225582,0.417808953941125,0.342871275630184,100,1,43,"pura",100,1,43,"pura",100,1,43,"pura",5,"Irregular",4,"Irregular",5,"Irregular"
"97",458,362936,4719770,91,80,90,"04/21/03 00:00:00",90,"2019-04-25T22:00:00Z",2,9,24,0,0,3,254.64,1145.92,2100.84702332259,5.5,7,7.48985907191147,117.959568664851,43.6901955402705,30.1570125778726,0,0,0,0.050357034865008,0.248056640265466,0.588157799453408,100,1,43,"pura",100,1,43,"pura",100,1,43,"pura",1,"Regular",1,"Regular",2,"Regular"
"98",461,371894,4719803,91,40,60,"03/24/03 00:00:00",65,"2019-03-27T23:00:00Z",11,12,18,0,0,0,445.62,187.4491,272.332021541816,8,9.44381833421258,12.4091391868929,61.3037235343583,80.0700084139169,50.5554717562903,0,0,0.360668471879643,0.19333694343768,0.16109694017972,0.271093181091941,100,1,21,"pura",100,1,21,"pura",96.964204982249,1,21,"pura",3,"Irregular",3,"Irregular",4,"Irregular"
"99",465,353868,4718832,91,80,70,"06/13/03 00:00:00",75,"2019-04-08T22:00:00Z",37,26,28,0,0,0,1340.39,587.1054,657.840987101011,10.6366197723676,13.3633802276324,15.38585299818,26.5852013429829,31.9731050907733,26.234762379722,0.806676342875208,0.626323213452738,0.692221932740144,0.799910356151703,0.487078312133451,0.628819926197676,75.2738908728332,2,21,"mixta",83.1969586455363,2,21,"mixta",79.28126339316,2,21,"mixta",5,"Irregular",5,"Irregular",6,"Irregular"
"100",472,354883,4717798,91,80,80,"06/16/03 00:00:00",80,"2019-06-12T22:00:00Z",26,26,31,0,2,0,756.85,594.1787,1206.04180968519,8.9469483523027,11.4244131815784,14.5189984481781,42.0609754350054,37.1763490295413,20.5324766425876,0.776329118395798,1.16204326677951,0.834111310224025,0.41735498911925,0.413007076275826,0.734797185144841,55.7384346596,2,25,"mixta",51.8896081285968,2,25,"mixta",45.0748457865591,3,25,"mixta",3,"Irregular",5,"Irregular",6,"Irregular"
"101",475,354882,4716797,91,80,70,"06/13/03 00:00:00",75,"2019-04-14T22:00:00Z",27,24,22,0,0,0,629.51,401.21256,293.12828500501,12.0097025763171,14.3856088388936,15.8696826877232,34.3578207284256,35.9288793034244,38.1032544907227,0.246865310813258,0.0680426866533024,0.150881147948234,0.437052473094692,0.369413002212143,0.37079965111312,88.1021206890962,2,21,"mixta",95.5332874152712,1,21,"pura",90.2228691725027,1,21,"pura",4,"Irregular",5,"Irregular",6,"Irregular"
"102",478,370892,4716793,91,80,70,"05/23/03 00:00:00",70,"2019-03-28T23:00:00Z",28,20,18,0,0,0,1202.48,565.8844,378.435406558109,9.57073553026306,11.9372457759856,13.7643505122476,31.1942775365388,36.4578607334396,38.6640704479822,0.18974407983486,0.266384330079622,0,0.460414203421063,0.308781594784661,0.276756948524958,83.2089507483688,2,21,"mixta",72.5603509028019,2,21,"mixta",100,1,21,"pura",5,"Irregular",5,"Irregular",4,"Irregular"
"103",479,371880,4716791,91,80,70,"05/23/03 00:00:00",70,"2019-03-31T22:00:00Z",34,22,21,0,0,0,1351.03,541.1271,367.825068056479,9.54507034144863,11.8342724986811,13.8755867393218,29.508528188258,37.60693771284,38.9033642508476,0.111587230002403,0.223718045926249,0.515987896741837,0.57121980223309,0.358943118751272,0.336480318684083,98.3416953873618,1,21,"pura",97.110644600803,1,21,"pura",90.8483902481888,1,21,"pura",4,"Irregular",4,"Irregular",5,"Irregular"
"104",486,371893,4714777,91,80,70,"05/29/03 00:00:00",70,"2019-04-24T22:00:00Z",42,34,37,0,0,0,1149.41,551.7371,478.172588473423,11.4951487118415,14.9341157578955,18.5290227408162,26.5648335125215,29.5130144780416,25.5513779294196,0.94983094327576,0.429323235838632,0.510089748381348,0.804047540617952,0.653164448724043,0.789188130672156,66.2955868652005,2,25,"mixta",87.7181090210848,2,25,"mixta",84.6984465593114,2,25,"mixta",5,"Irregular",4,"Irregular",6,"Irregular"
"105",490,361938,4713829,91,70,75,"2004-10-03 00:00",75,"2019-04-25T22:00:00Z",6,16,26,0,0,0,286.47,778.0911,1365.19688720963,8.63661977236758,10.4629109648,11.0059781902832,70.8232421308965,35.4724695500951,25.4585043308933,0,0,0,0.138947507964926,0.438672730797189,0.83515466169813,100,1,43,"pura",100,1,43,"pura",100,1,43,"pura",2,"Regular",4,"Irregular",5,"Irregular"
"106",495,357928,4712810,91,90,90,"05/27/03 00:00:00",85,"2019-06-24T22:00:00Z",27,22,23,0,0,0,820.48,346.6044,334.013456031288,10.2780908328937,10.9951487118415,13.6874691761771,35.1651704705761,50.5755989477616,41.3860561280023,1.32376945475957,1.00525282919357,1.0324132205457,0.526964040345588,0.362090843111405,0.451020372220608,44.0349163663969,3,21,"mixta",54.5548650217805,3,21,"mixta",49.5399483641141,3,21,"mixta",5,"Irregular",5,"Irregular",6,"Irregular"
"107",499,365895,4711778,91,70,80,"2006-05-03 00:00",80,"2019-03-14T23:00:00Z",4,33,22,0,0,0,509.29,1206.0412,523.443366080375,2.3,9.61893588980181,11.1337091325392,199.456763524926,30.9921050808194,40.6428783077337,0,0.495485089202856,0.614260261417379,0.106445347132018,0.552387087889471,0.356270446929166,100,1,21,"pura",80.9049292641942,2,21,"mixta",78.150975146449,2,21,"mixta",1,"Regular",4,"Irregular",3,"Irregular"
"108",504,347892,4709783,91,70,80,"2006-03-03 00:00",80,"2019-03-06T23:00:00Z",22,39,33,0,1,0,795.76,714.429,484.5387915744,7.3408450569081,12.5,15.0926446182696,49.9944814458153,30.9862933160884,31.1623037322057,0,0,0,0.430926469530078,0.64574475995654,0.605616333093384,100,1,25,"pura",100,1,25,"pura",100,1,25,"pura",3,"Irregular",3,"Irregular",4,"Irregular"
"109",508,368879,4708799,91,80,80,"03/18/03 00:00:00",90,"2019-06-05T22:00:00Z",3,11,30,0,0,0,286.47,732.113,1471.30027222592,5.1591549430919,8.36338022763242,12.7356496226697,118.56077595613,45.7497027943873,21.1927550265359,0.686961576597323,0.837897227781477,0.52910348770695,0.08408540620698,0.285778479045466,0.680362164922681,66.2494765000759,2,25,"mixta",61.3226631002887,2,25,"mixta",53.1443302817468,2,25,"mixta",2,"Regular",3,"Irregular",6,"Irregular"
