"ID","Estadillo","CoorX","CoorY","Calidad","VCC_m3_ha_IFN2","VCC_total_IFN2","Porc_VCC_IFN2","VCC_m3_ha_IFN3","VCC_total_IFN3","Porc_VCC_IFN3","VCC_m3_ha_IFN4","VCC_total_IFN4","Porc_VCC_IFN4"
"26",111,348850,4744750,3,NA,NA,NA,NA,NA,NA,20.153610908373,325.344668634293,6.19454162042128
"27",111,348850,4744750,5,NA,NA,NA,NA,NA,NA,5.69752702561975,325.344668634293,1.75122802827426
"28",113,363902,4743810,2,5.82256205416786,20.3213123326779,28.6524903453447,39.2808035238967,46.9953810240402,83.5843920571743,81.8719515235414,93.5107533630905,87.5535150547263
"29",113,363902,4743810,3,14.49875027851,20.3213123326779,71.3475096546553,7.71457750014352,46.9953810240402,16.4156079428257,11.6388018395491,93.5107533630905,12.4464849452737
"30",123,381873,4757828,2,127.979673865781,152.26737258153,84.0493085918688,213.623865557427,230.909161898425,92.5142440434646,317.034491055347,364.498465281423,86.9782787180107
"31",123,381873,4757828,3,15.9335184441566,152.26737258153,10.4641711313599,17.2852963409974,230.909161898425,7.48575595653546,25.704215325334,364.498465281423,7.05194061804575
"32",123,381873,4757828,4,8.35418027159257,152.26737258153,5.4865202767713,NA,NA,NA,NA,NA,NA
"33",123,381873,4757828,5,NA,NA,NA,NA,NA,NA,21.7597589007416,364.498465281423,5.96978066394361
"34",125,378901,4756814,2,15.1731055856435,24.439777216905,62.0836493351842,47.5249487960813,50.1273994959381,94.8083269309277,91.1886412016387,95.5887541820576,95.3968298697162
"35",125,378901,4756814,3,9.26667163126148,24.439777216905,37.9163506648159,2.60245069985688,50.1273994959381,5.19167306907226,4.40011298041889,95.5887541820576,4.60317013028381
"36",131,385851,4755778,2,29.3153991731082,63.1885648919044,46.3935194971709,57.8856018611319,86.0889644343867,67.2392823417568,57.1733164724922,112.296106053005,50.9129999979747
"37",131,385851,4755778,3,30.1294366562264,63.1885648919044,47.6817865823798,28.2033625732548,86.0889644343867,32.7607176582432,51.2917985994807,112.296106053005,45.6754916998371
"38",131,385851,4755778,4,3.74372906256984,63.1885648919044,5.92469392044932,NA,NA,NA,2.13111675140227,112.296106053005,1.89776549366401
"39",131,385851,4755778,5,NA,NA,NA,NA,NA,NA,1.69987422963008,112.296106053005,1.5137428085242
"40",133,377862,4754828,2,116.392051371339,128.368803967512,90.6700442584132,183.867046051011,201.674240098296,91.1703180145336,229.410638000627,281.436365495555,81.5142128476111
"41",133,377862,4754828,3,8.60275217066028,128.368803967512,6.70159096663196,17.8071940472855,201.674240098296,8.82968198546639,30.4016036305867,281.436365495555,10.8023011088334
"42",133,377862,4754828,4,3.37400042551285,128.368803967512,2.62836477495478,NA,NA,NA,21.6241238643407,281.436365495555,7.68348604355548
"43",151,376861,4751808,2,119.29726990918,143.464323234442,83.1546597924773,161.363277345141,175.369449644315,92.0133339486541,204.392518030573,236.915080190229,86.2724812056953
"44",151,376861,4751808,3,16.2338921645545,143.464323234442,11.3156301152488,14.0061722991747,175.369449644315,7.98666605134589,29.1013658693166,236.915080190229,12.2834586324982
"45",151,376861,4751808,4,7.93316116070739,143.464323234442,5.52971009227389,NA,NA,NA,1.9980990780264,236.915080190229,0.84338197316188
"46",151,376861,4751808,5,NA,NA,NA,NA,NA,NA,1.42309721231264,236.915080190229,0.600678188644631
"47",154,380891,4751806,2,NA,NA,NA,16.4630840796311,22.5783301087582,72.9154193438113,26.8576732026606,56.7305023296111,47.3425619371644
"48",154,380891,4751806,3,2.1805940729369,2.1805940729369,100,6.11524602912715,22.5783301087582,27.0845806561887,29.8728291269505,56.7305023296111,52.6574380628356
"49",160,377887,4750782,2,101.429521055648,107.522721431194,94.3331043946415,154.462880652787,163.569083510535,94.4328092679191,148.1428056216,173.130474154755,85.5671460179683
"50",160,377887,4750782,3,6.09320037554625,107.522721431194,5.66689560535853,6.09359713714801,163.569083510535,3.72539663753484,14.1690453104475,173.130474154755,8.18402732368325
"51",160,377887,4750782,4,NA,NA,NA,3.01260572060014,163.569083510535,1.84179409454606,NA,NA,NA
