"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","Quality","VCC_m3_ha_IFN2","VCC_total_IFN2","Porc_VCC_IFN2","VCC_m3_ha_IFN3","VCC_total_IFN3","Porc_VCC_IFN3","VCC_m3_ha_IFN4","VCC_total_IFN4","Porc_VCC_IFN4"
560,42.513014,-4.474148,"A","4C","A","1",4,NA,NA,NA,NA,NA,NA,4.19916594822791,66.9864705093386,6.26867771402063
562,42.515217,-4.291605,"A","4","A","1",2,NA,NA,NA,3.37322535685548,3.37322535685548,100,21.9446128343571,21.9446128343571,100
562,42.515217,-4.291605,"A","4","A","1",3,3.3297069586813,3.3297069586813,100,NA,NA,NA,NA,NA,NA
563,42.503536,-4.510437,NA,NA,NA,NA,2,68.9664142365576,84.8783964545194,81.2532011882577,NA,NA,NA,NA,NA,NA
563,42.503536,-4.510437,NA,NA,NA,NA,3,15.9119822179617,84.8783964545194,18.7467988117423,NA,NA,NA,NA,NA,NA
564,42.503695,-4.49827,NA,NA,NA,NA,2,30.2569632353143,63.4153382751109,47.7123737857431,NA,NA,NA,NA,NA,NA
564,42.503695,-4.49827,NA,NA,NA,NA,3,33.1583750397965,63.4153382751109,52.2876262142569,NA,NA,NA,NA,NA,NA
566,42.480141,-4.874855,"A","4",NA,NA,2,NA,NA,NA,55.9518019623405,55.9518019623405,100,NA,NA,NA
567,42.480339,-4.862695,"A","1",NA,NA,2,2.68528981641218,2.68528981641218,100,52.3620558547051,52.3620558547051,100,NA,NA,NA
568,42.47114,-4.874586,"A","1",NA,NA,2,1.2333235232049,1.2333235232049,100,62.6943862719673,62.6943862719673,100,NA,NA,NA
569,42.462139,-4.874317,"A","4","A","1",2,NA,NA,NA,49.7035030374083,49.7035030374083,100,49.6587188645604,109.578641784088,45.3178813462639
569,42.462139,-4.874317,"A","4","A","1",3,NA,NA,NA,NA,NA,NA,59.9199229195274,109.578641784088,54.6821186537361
570,42.462337,-4.862161,NA,NA,NA,NA,2,17.6552752873996,25.9313135669935,68.084770336787,NA,NA,NA,NA,NA,NA
570,42.462337,-4.862161,NA,NA,NA,NA,3,8.27603827959387,25.9313135669935,31.915229663213,NA,NA,NA,NA,NA,NA
571,42.452939,-4.886203,"A","4","A","1",2,15.3435756876117,17.4978082510927,87.6885577178136,79.8753247167794,91.3582725149998,87.4308615059079,66.9078147413416,146.626345645195,45.631509430948
571,42.452939,-4.886203,"A","4","A","1",3,2.15423256348092,17.4978082510927,12.3114422821864,11.4829477982204,91.3582725149998,12.5691384940921,76.6149908258288,146.626345645195,52.251858619747
571,42.452939,-4.886203,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,3.10354007802462,146.626345645195,2.11663194930503
572,42.453138,-4.874049,"A","4",NA,NA,2,2.24860230428919,2.24860230428919,100,27.5520602268705,27.5520602268705,100,NA,NA,NA
573,42.453336,-4.861894,"A","1","A","1",2,NA,NA,NA,2.51846781948615,2.51846781948615,100,NA,NA,NA
573,42.453336,-4.861894,"A","1","A","1",4,NA,NA,NA,NA,NA,NA,4.98417621876212,9.75997157852243,51.067528001108
573,42.453336,-4.861894,"A","1","A","1",5,NA,NA,NA,NA,NA,NA,4.77579535976031,9.75997157852243,48.932471998892
574,42.44449007,-4.86148878,NA,NA,"A","1",3,NA,NA,NA,NA,NA,NA,1.13678292421189,1.13678292421189,100
575,42.435136,-4.873512,"A","1","A","1",2,NA,NA,NA,15.45012207249,15.45012207249,100,4.5746490278345,59.7504463260173,7.65625917315124
575,42.435136,-4.873512,"A","1","A","1",3,NA,NA,NA,NA,NA,NA,32.0729619907534,59.7504463260173,53.6781965037604
575,42.435136,-4.873512,"A","1","A","1",4,NA,NA,NA,NA,NA,NA,23.1028353074293,59.7504463260173,38.6655443230883
577,42.408133,-4.872708,"A","1","A","1",2,NA,NA,NA,15.6630293694419,15.6630293694419,100,4.76344039175205,73.7147081198198,6.46199450998205
577,42.408133,-4.872708,"A","1","A","1",3,NA,NA,NA,NA,NA,NA,68.9512677280677,73.7147081198198,93.538005490018
579,42.398732,-4.896729,"A","4",NA,NA,2,8.55495471358754,15.2443195031272,56.1189675395651,NA,NA,NA,NA,NA,NA
579,42.398732,-4.896729,"A","4",NA,NA,3,6.68936478953965,15.2443195031272,43.8810324604349,8.90840827757241,8.90840827757241,100,NA,NA,NA
580,42.381129,-4.871905,"A","1","A","4",2,1.08049087653718,1.08049087653718,100,3.67852910108981,3.67852910108981,100,1.65605058283136,1.65605058283136,100
582,42.489538,-4.8508,"A","4",NA,NA,2,47.7913202523055,68.0279532376019,70.2524741342493,174.556123604674,179.476876135189,97.2582804891207,NA,NA,NA
582,42.489538,-4.8508,"A","4",NA,NA,3,16.5368567629658,68.0279532376019,24.3089141682793,4.92075253051522,179.476876135189,2.74171951087934,NA,NA,NA
582,42.489538,-4.8508,"A","4",NA,NA,5,3.6997762223306,68.0279532376019,5.43861169747141,NA,NA,NA,NA,NA,NA
584,42.493881,-4.55888,NA,NA,NA,NA,2,11.4698075509012,26.1870747711336,43.7994989938492,NA,NA,NA,NA,NA,NA
584,42.493881,-4.55888,NA,NA,NA,NA,3,13.0562714402616,26.1870747711336,49.8576933634974,NA,NA,NA,NA,NA,NA
584,42.493881,-4.55888,NA,NA,NA,NA,5,1.66099577997083,26.1870747711336,6.34280764265341,NA,NA,NA,NA,NA,NA
585,42.480536,-4.850534,"A","1",NA,NA,2,18.7940960240447,36.6565610593756,51.2707561235829,170.225251991227,177.976291888833,95.6449031411177,NA,NA,NA
585,42.480536,-4.850534,"A","1",NA,NA,3,17.8624650353309,36.6565610593756,48.7292438764171,7.75103989760587,177.976291888833,4.35509685888236,NA,NA,NA
586,42.484713,-4.570819,"A","1","A","1",2,NA,NA,NA,24.6784547039889,24.6784547039889,100,44.7229636457139,83.2363507598463,53.7300869601416
586,42.484713,-4.570819,"A","1","A","1",3,NA,NA,NA,NA,NA,NA,33.4849815082783,83.2363507598463,40.2287957155753
586,42.484713,-4.570819,"A","1","A","1",4,NA,NA,NA,NA,NA,NA,5.02840560585417,83.2363507598463,6.04111732428316
587,42.484879,-4.558656,"A","1",NA,NA,2,8.99436009239203,8.99436009239203,100,47.40525345634,47.40525345634,100,NA,NA,NA
588,42.471535,-4.850269,"A","4",NA,NA,2,NA,NA,NA,75.053233820933,75.053233820933,100,NA,NA,NA
591,42.462924,-4.82569,"A","1",NA,NA,2,27.2618040258169,33.8555478252652,80.5238898112657,85.93106278342,85.93106278342,100,NA,NA,NA
591,42.462924,-4.82569,"A","1",NA,NA,3,6.59374379944829,33.8555478252652,19.4761101887343,NA,NA,NA,NA,NA,NA
592,42.453533,-4.849739,"A","4","A","1",2,23.4163733298162,40.9387099882937,57.1986106462858,139.36393141575,139.36393141575,100,82.6759638868482,199.364496145493,41.4697528824352
592,42.453533,-4.849739,"A","4","A","1",3,17.5223366584775,40.9387099882937,42.8013893537142,NA,NA,NA,99.0989929205142,199.364496145493,49.707442817799
592,42.453533,-4.849739,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,17.589539338131,199.364496145493,8.82280429976578
594,42.444532,-4.849474,"A","4",NA,NA,2,51.9072861942235,67.7353794601105,76.6324579679839,73.9778104307103,83.1668226663821,88.9511082171157,NA,NA,NA
594,42.444532,-4.849474,"A","4",NA,NA,3,15.8280932658869,67.7353794601105,23.3675420320161,9.18901223567183,83.1668226663821,11.0488917828843,NA,NA,NA
598,42.399526,-4.848151,"A","4",NA,NA,2,54.8225573168998,54.8225573168998,100,2.38628518290993,2.38628518290993,100,NA,NA,NA
604,42.363521,-4.847095,"A","4",NA,NA,2,15.5299091256312,16.9554642544549,91.592355671127,147.707070213711,147.707070213711,100,NA,NA,NA
604,42.363521,-4.847095,"A","4",NA,NA,3,1.42555512882377,16.9554642544549,8.40764432887299,NA,NA,NA,NA,NA,NA
605,42.363716,-4.834958,"A","4",NA,NA,2,26.0391890739,26.0391890739,100,73.7190145195331,73.7190145195331,100,NA,NA,NA
608,42.354714,-4.834696,"A","1",NA,NA,2,5.62652510019144,5.62652510019144,100,50.2618348469467,50.2618348469467,100,NA,NA,NA
611,42.345906,-4.822299,"A","1","A","1",2,29.3932938955928,29.3932938955928,100,39.7635396356231,39.7635396356231,100,16.4345983460103,16.4345983460103,100
613,42.495924,-4.400731,NA,NA,NA,NA,2,2.93575147925727,4.91498776340599,59.7305958951736,NA,NA,NA,NA,NA,NA
613,42.495924,-4.400731,NA,NA,NA,NA,3,1.97923628414873,4.91498776340599,40.2694041048264,NA,NA,NA,NA,NA,NA
616,42.486005,-4.473514,"A","1","A","4",2,16.9090515051586,16.9090515051586,100,43.6319099553369,49.7359635722461,87.7270828219856,29.8025157313614,46.7705095037418,63.7207420820957
616,42.486005,-4.473514,"A","1","A","4",3,NA,NA,NA,6.10405361690915,49.7359635722461,12.2729171780144,15.1594959060192,46.7705095037418,32.4125096494968
616,42.486005,-4.473514,"A","1","A","4",4,NA,NA,NA,NA,NA,NA,1.8084978663613,46.7705095037418,3.8667482684075
621,42.468765,-4.412289,"A","1",NA,NA,2,45.2492468167585,73.3357079558803,61.7015204161949,111.819334565413,111.819334565413,100,NA,NA,NA
621,42.468765,-4.412289,"A","1",NA,NA,3,28.0864611391217,73.3357079558803,38.2984795838051,NA,NA,NA,NA,NA,NA
624,42.460779,-4.326973,"A","1",NA,NA,2,32.8438540248359,32.8438540248359,100,84.7159374282831,84.7159374282831,100,NA,NA,NA
625,42.460919,-4.314813,"A","4","A","1",2,167.338528900606,172.554110122212,96.9774227818088,95.0211272592031,110.600373151734,85.9139300812687,156.416577211662,182.059155383804,85.9152492946131
625,42.460919,-4.314813,"A","4","A","1",3,5.21558122160654,172.554110122212,3.0225772181912,15.579245892531,110.600373151734,14.0860699187313,25.6425781721417,182.059155383804,14.0847507053869
628,42.451634,-4.33894,"A","4","A","1",2,104.630379773902,104.630379773902,100,136.599338328416,136.599338328416,100,113.190557689462,222.302755623805,50.9172985156381
628,42.451634,-4.33894,"A","4","A","1",3,NA,NA,NA,NA,NA,NA,96.0466088557865,222.302755623805,43.2053163651839
628,42.451634,-4.33894,"A","4","A","1",4,NA,NA,NA,NA,NA,NA,13.0655890785563,222.302755623805,5.87738511917806
629,42.451776,-4.326783,"A","1","A","1",2,11.5060331258082,11.5060331258082,100,96.080211944439,96.080211944439,100,27.7891595495236,98.9430371560904,28.0860183275798
629,42.451776,-4.326783,"A","1","A","1",3,NA,NA,NA,NA,NA,NA,62.7291802566228,98.9430371560904,63.3992871652632
629,42.451776,-4.326783,"A","1","A","1",4,NA,NA,NA,NA,NA,NA,8.42469734994402,98.9430371560904,8.51469450715708
630,42.442772,-4.326593,"A","4C",NA,NA,2,NA,NA,NA,21.8460053761513,21.8460053761513,100,NA,NA,NA
1014,42.91377468,-4.79002978,NA,NA,"A","4",3,NA,NA,NA,NA,NA,NA,1.69291103383782,1.69291103383782,100
1015,42.916811,-4.581752,"N","N","A","4",2,NA,NA,NA,NA,NA,NA,27.1176325618788,45.967997228484,58.992416891888
1015,42.916811,-4.581752,"N","N","A","4",3,NA,NA,NA,15.4439588857381,18.4472632377864,83.7195126814453,17.3589861863992,45.967997228484,37.7631988187703
1015,42.916811,-4.581752,"N","N","A","4",4,NA,NA,NA,1.34844662154381,18.4472632377864,7.30973805795606,1.49137848020596,45.967997228484,3.2443842893417
1015,42.916811,-4.581752,"N","N","A","4",5,NA,NA,NA,1.6548577305044,18.4472632377864,8.9707492605986,NA,NA,NA
1016,42.904163,-4.826411,"N","N","A","1",2,NA,NA,NA,7.88480326107689,7.88480326107689,100,8.5212908945665,10.0071639634138,85.1519064314356
1016,42.904163,-4.826411,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,1.48587306884734,10.0071639634138,14.8480935685644
1017,42.908476,-4.532539,"N","N",NA,NA,2,NA,NA,NA,161.960921132978,167.849167013252,96.4919421495792,NA,NA,NA
1017,42.908476,-4.532539,"N","N",NA,NA,3,NA,NA,NA,5.88824588027427,167.849167013252,3.50805785042077,NA,NA,NA
1018,42.895743,-4.789421,"N","N","A","1",2,NA,NA,NA,13.0962745768415,13.0962745768415,100,173.12279509708,177.927157954454,97.2998147598108
1018,42.895743,-4.789421,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,4.8043628573743,177.927157954454,2.7001852401892
1019,42.898467,-4.605779,"N","N",NA,NA,2,NA,NA,NA,46.0245608408218,53.1569202746256,86.5824442105453,NA,NA,NA
1019,42.898467,-4.605779,"N","N",NA,NA,3,NA,NA,NA,7.13235943380384,53.1569202746256,13.4175557894547,NA,NA,NA
1021,42.877741,-4.7889,"N","N","A","1",2,NA,NA,NA,69.7607624713733,74.2191476105145,93.9929448360983,111.575497500961,118.597693032766,94.0789779697774
1021,42.877741,-4.7889,"N","N","A","1",3,NA,NA,NA,4.45838513914123,74.2191476105145,6.00705516390169,5.32517836425544,118.597693032766,4.49011968789662
1021,42.877741,-4.7889,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,1.69701716755038,118.597693032766,1.43090234232594
1022,42.880635,-4.593072,"N","N","A","1",2,NA,NA,NA,8.40222553036523,8.40222553036523,100,181.988620768129,189.771950564532,95.8985878717852
1022,42.880635,-4.593072,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,7.78332979640356,189.771950564532,4.10141212821482
1024,42.86877037,-4.78872838,NA,NA,"A","4C",2,NA,NA,NA,NA,NA,NA,7.59165236419453,7.59165236419453,100
1025,42.850354,-4.812586,"N","N","A","1",2,NA,NA,NA,42.6954019509319,42.6954019509319,100,109.958759494042,112.652620359954,97.6087011049503
1025,42.850354,-4.812586,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,2.69386086591207,112.652620359954,2.39129889504967
1026,42.850739,-4.78812,"N","N",NA,NA,2,NA,NA,NA,47.6048350282168,47.6048350282168,100,NA,NA,NA
1027,42.841929,-4.775629,"N","N","A","1",3,NA,NA,NA,2.43747846675615,2.43747846675615,100,5.41072875538814,5.41072875538814,100
1031,42.836296,-4.542989,"N","N","A","1",2,NA,NA,NA,99.8205128986614,105.488020422164,94.6273448863473,82.4572506603903,126.39616304684,65.2371469771859
1031,42.836296,-4.542989,"N","N","A","1",3,NA,NA,NA,5.66750752350239,105.488020422164,5.3726551136527,32.5589823621813,126.39616304684,25.7594705229428
1031,42.836296,-4.542989,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,11.379930024268,126.39616304684,9.00338249987137
1036,42.95491,-4.423357,"N","N",NA,NA,2,NA,NA,NA,51.461801012064,82.9162382307066,62.0648043256333,NA,NA,NA
1036,42.95491,-4.423357,"N","N",NA,NA,3,NA,NA,NA,31.4544372186426,82.9162382307066,37.9351956743667,NA,NA,NA
1037,42.945445,-4.459911,"N","N","A","1",2,NA,NA,NA,100.234995872824,116.965497180796,85.6962081030515,129.193571460559,175.946134259038,73.4279113347005
1037,42.945445,-4.459911,"N","N","A","1",3,NA,NA,NA,6.07287516355745,116.965497180796,5.19202269894213,22.5579239297912,175.946134259038,12.8209261458283
1037,42.945445,-4.459911,"N","N","A","1",4,NA,NA,NA,10.6576261444148,116.965497180796,9.11176919800637,24.1946388686873,175.946134259038,13.7511625194712
1038,42.936286,-4.471951,"N","N",NA,NA,3,NA,NA,NA,32.8533658782758,32.8533658782758,100,NA,NA,NA
1039,42.926805,-4.508486,"N","N","A","1",2,NA,NA,NA,118.330016329526,120.018421092613,98.5932119855301,130.017162213612,164.763663356749,78.9113082124767
1039,42.926805,-4.508486,"N","N","A","1",3,NA,NA,NA,1.68840476308696,120.018421092613,1.40678801446995,34.7465011431373,164.763663356749,21.0886917875233
1040,42.927126,-4.483986,"N","N","A","1",2,NA,NA,NA,12.5466240681968,12.5466240681968,100,65.2685455202127,71.6305305688093,91.1183332050218
1040,42.927126,-4.483986,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,4.55214098723428,71.6305305688093,6.35502899543851
1040,42.927126,-4.483986,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,1.80984406136237,71.6305305688093,2.52663779953969
1041,42.928205,-4.398234,"N","N","A","1",2,NA,NA,NA,126.685825770817,167.670849673541,75.5562615788476,112.657272922743,188.901063049898,59.6382418943747
1041,42.928205,-4.398234,"N","N","A","1",3,NA,NA,NA,27.7177596212224,167.670849673541,16.5310545483544,64.4140123669733,188.901063049898,34.0993382075136
1041,42.928205,-4.398234,"N","N","A","1",4,NA,NA,NA,13.2672642815017,167.670849673541,7.91268387279802,11.8297777601813,188.901063049898,6.26241989811169
1042,42.917641,-4.520514,"N","N","A","1",2,NA,NA,NA,90.9088152774607,124.291705001013,73.1414982815784,114.426265915113,163.441026532274,70.0107361920651
1042,42.917641,-4.520514,"N","N","A","1",3,NA,NA,NA,26.3155030670968,124.291705001013,21.172372739502,39.2999126207809,163.441026532274,24.0453168060717
1042,42.917641,-4.520514,"N","N","A","1",4,NA,NA,NA,5.95924490038756,124.291705001013,4.79456364392054,9.71484799637961,163.441026532274,5.94394700186324
1042,42.917641,-4.520514,"N","N","A","1",5,NA,NA,NA,1.10814175606822,124.291705001013,0.89156533499897,NA,NA,NA
1048,42.902352,-4.299658,"N","N","A","1",2,NA,NA,NA,13.1648162446334,13.1648162446334,100,91.2759741043205,103.284473409339,88.3733741300827
1048,42.902352,-4.299658,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,10.4387784247764,103.284473409339,10.1068225263688
1048,42.902352,-4.299658,"N","N","A","1",4,NA,NA,NA,NA,NA,NA,1.56972088024161,103.284473409339,1.51980334354853
1050,42.882115,-4.482907,"N","N",NA,NA,3,NA,NA,NA,1.97579897841397,1.97579897841397,100,NA,NA,NA
1051,42.874921,-4.335813,"N","N","A","4",2,NA,NA,NA,8.22815918381623,12.5027299129829,65.8109008279229,92.301527893497,152.406797964092,60.5626055572952
1051,42.874921,-4.335813,"N","N","A","4",3,NA,NA,NA,4.27457072916668,12.5027299129829,34.1890991720771,36.0073614955001,152.406797964092,23.6258237667218
1051,42.874921,-4.335813,"N","N","A","4",4,NA,NA,NA,NA,NA,NA,19.4621686464926,152.406797964092,12.7698822535974
1051,42.874921,-4.335813,"N","N","A","4",5,NA,NA,NA,NA,NA,NA,4.63573992860245,152.406797964092,3.04168842238563
1053,42.865188,-4.396811,"N","N","A","1",2,NA,NA,NA,52.8135543781765,61.9335474812271,85.2745507500358,6.79715115678201,74.9055772992243,9.07429246507176
1053,42.865188,-4.396811,"N","N","A","1",3,NA,NA,NA,6.44082653752456,61.9335474812271,10.3995763192426,59.5888435322904,74.9055772992243,79.5519448361658
1053,42.865188,-4.396811,"N","N","A","1",4,NA,NA,NA,1.62361915195197,61.9335474812271,2.62155038421481,8.51958261015188,74.9055772992243,11.3737626987625
1053,42.865188,-4.396811,"N","N","A","1",5,NA,NA,NA,1.05554741357407,61.9335474812271,1.70432254650683,NA,NA,NA
1054,42.857058,-4.323188,"N","N",NA,NA,2,NA,NA,NA,86.3485785434424,88.8632393766898,97.1701900010782,NA,NA,NA
1054,42.857058,-4.323188,"N","N",NA,NA,3,NA,NA,NA,2.51466083324739,88.8632393766898,2.82980999892181,NA,NA,NA
1055,42.846106,-4.482045,"N","N","A","1",1,NA,NA,NA,NA,NA,NA,8.76533579306832,264.494656119386,3.31399353078493
1055,42.846106,-4.482045,"N","N","A","1",2,NA,NA,NA,267.283819009039,278.271706514831,96.0513817076814,228.620130713861,264.494656119386,86.4365783672648
1055,42.846106,-4.482045,"N","N","A","1",3,NA,NA,NA,10.9878875057918,278.271706514831,3.94861829231862,27.1091896124572,264.494656119386,10.2494281019503
1057,42.836785,-4.506294,"N","N","A","1",2,NA,NA,NA,14.098823394366,14.098823394366,100,20.3442484897109,21.6202681672938,94.0980395446101
1057,42.836785,-4.506294,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,1.27601967758293,21.6202681672938,5.90196045538991
1058,42.839332,-4.298336,"N","N",NA,NA,2,NA,NA,NA,71.5542469867319,75.8979641724743,94.2768989483414,NA,NA,NA
1058,42.839332,-4.298336,"N","N",NA,NA,3,NA,NA,NA,4.34371718574238,75.8979641724743,5.72310105165865,NA,NA,NA
1059,42.840654,-4.175996,"N","N","A","1",2,NA,NA,NA,48.8039596527306,48.8039596527306,100,99.1675603145357,104.896209022656,94.5387457168416
1059,42.840654,-4.175996,"N","N","A","1",3,NA,NA,NA,NA,NA,NA,5.72864870812058,104.896209022656,5.46125428315837
1060,42.841025,-4.139293,"N","N","A","1",2,NA,NA,NA,96.229185498247,96.229185498247,100,238.584275975611,238.584275975611,100
1061,42.822567,-4.860706,"N","N",NA,NA,2,NA,NA,NA,16.5419835511194,16.5419835511194,100,NA,NA,NA
1062,42.804566,-4.860166,"N","N",NA,NA,2,NA,NA,NA,60.1416035857176,60.1416035857176,100,NA,NA,NA
1064,42.74935,-4.931824,"N","N",NA,NA,2,NA,NA,NA,118.314558564833,148.10040192035,79.8880739219495,NA,NA,NA
1064,42.74935,-4.931824,"N","N",NA,NA,3,NA,NA,NA,29.7858433555164,148.10040192035,20.1119260780505,NA,NA,NA
1065,42.832737,-4.787601,"N","N","A","4",2,NA,NA,NA,2.87185290864831,5.58629775886009,51.4088763724316,55.1118181304864,61.9076343570652,89.0226523801854
1065,42.832737,-4.787601,"N","N","A","4",3,NA,NA,NA,2.71444485021179,5.58629775886009,48.5911236275683,3.93462744947124,61.9076343570652,6.35564174004365
1065,42.832737,-4.787601,"N","N","A","4",4,NA,NA,NA,NA,NA,NA,2.86118877710758,61.9076343570652,4.62170587977094
1066,42.82449,-4.73843,"N","N",NA,NA,2,NA,NA,NA,70.773866091046,76.5276228613087,92.4814641365637,NA,NA,NA
1066,42.82449,-4.73843,"N","N",NA,NA,3,NA,NA,NA,5.75375677026275,76.5276228613087,7.51853586343628,NA,NA,NA
1067,42.825041,-4.701745,"N","N",NA,NA,2,NA,NA,NA,67.7824392248263,74.4594952002504,91.0326333028892,NA,NA,NA
1067,42.825041,-4.701745,"N","N",NA,NA,3,NA,NA,NA,6.67705597542404,74.4594952002504,8.96736669711076,NA,NA,NA
1068,42.813962,-4.835985,"N","N","A","4",2,NA,NA,NA,7.47766581805465,14.8047309528987,50.5086235058568,1.31275725447343,21.2457260858009,6.17892393591002
1068,42.813962,-4.835985,"N","N","A","4",3,NA,NA,NA,4.50189300762438,14.8047309528987,30.4084756551616,9.91810554676381,21.2457260858009,46.6828269681606
1068,42.813962,-4.835985,"N","N","A","4",4,NA,NA,NA,2.82517212721968,14.8047309528987,19.0829008389816,4.81411447417997,21.2457260858009,22.6592136919122
1068,42.813962,-4.835985,"N","N","A","4",5,NA,NA,NA,NA,NA,NA,5.2007488103837,21.2457260858009,24.4790354040171
1070,42.814926,-4.774856,"N","N","A","1",2,NA,NA,NA,20.0312761516334,36.0142935369791,55.6203501008996,34.0299892698007,73.3208436362124,46.4124355123945
1070,42.814926,-4.774856,"N","N","A","1",3,NA,NA,NA,11.1648624973452,36.0142935369791,31.0011981378484,30.0507740398489,73.3208436362124,40.985308610125
1070,42.814926,-4.774856,"N","N","A","1",4,NA,NA,NA,2.35294667867058,36.0142935369791,6.53336896989135,6.93706114840615,73.3208436362124,9.46124022089129
1070,42.814926,-4.774856,"N","N","A","1",5,NA,NA,NA,2.46520820932988,36.0142935369791,6.84508279136068,2.30301917815669,73.3208436362124,3.14101565658916
1072,42.805156,-4.823495,"N","N","A","1",2,NA,NA,NA,175.539328730415,206.769468180403,84.896155256955,234.867551553223,257.403896817915,91.2447536562998
1072,42.805156,-4.823495,"N","N","A","1",3,NA,NA,NA,25.0756910118981,206.769468180403,12.1273664011265,21.1122607602887,257.403896817915,8.20199733620323
1072,42.805156,-4.823495,"N","N","A","1",4,NA,NA,NA,2.56652306300332,206.769468180403,1.24124856807392,1.42408450440361,257.403896817915,0.553249007496957
1072,42.805156,-4.823495,"N","N","A","1",5,NA,NA,NA,3.58792537508645,206.769468180403,1.73522977384458,NA,NA,NA
1073,42.806301,-4.75015,"N","N","A","1",2,NA,NA,NA,143.318903881784,155.730586203312,92.0300291521903,196.033434697051,221.424374533972,88.5329066005668
1073,42.806301,-4.75015,"N","N","A","1",3,NA,NA,NA,12.4116823215271,155.730586203312,7.96997084780974,25.3909398369213,221.424374533972,11.4670933994332
1074,42.807577,-4.664576,"N","N",NA,NA,2,NA,NA,NA,28.6360578951296,39.8481932302918,71.8628765164717,NA,NA,NA
1074,42.807577,-4.664576,"N","N",NA,NA,3,NA,NA,NA,6.40211963095143,39.8481932302918,16.0662733036655,NA,NA,NA
1074,42.807577,-4.664576,"N","N",NA,NA,4,NA,NA,NA,3.04364093450306,39.8481932302918,7.63809018118631,NA,NA,NA
1074,42.807577,-4.664576,"N","N",NA,NA,5,NA,NA,NA,1.76637476970768,39.8481932302918,4.43275999867647,NA,NA,NA
1076,42.789036,-4.700758,"N","N","A","1",2,NA,NA,NA,4.51056426407274,20.2414872223784,22.283759165117,34.7191950588644,48.0486505825284,72.2584185777093
1076,42.789036,-4.700758,"N","N","A","1",3,NA,NA,NA,13.2003046138441,20.2414872223784,65.2141044223777,10.9940962341107,48.0486505825284,22.8811758516033
1076,42.789036,-4.700758,"N","N","A","1",5,NA,NA,NA,2.53061834446156,20.2414872223784,12.5021364125052,2.33535928955331,48.0486505825284,4.86040557068735
1077,42.790102,-4.627428,"N","N",NA,NA,2,NA,NA,NA,17.9842953017604,19.6091526791697,91.7137807839333,NA,NA,NA
1077,42.790102,-4.627428,"N","N",NA,NA,3,NA,NA,NA,1.62485737740923,19.6091526791697,8.28621921606676,NA,NA,NA
1079,42.778922,-4.773827,"N","N",NA,NA,2,NA,NA,NA,8.38826127565834,36.4415729222438,23.0183842326361,NA,NA,NA
1079,42.778922,-4.773827,"N","N",NA,NA,3,NA,NA,NA,14.5405338888372,36.4415729222438,39.9009502687019,NA,NA,NA
1079,42.778922,-4.773827,"N","N",NA,NA,4,NA,NA,NA,13.5127777577482,36.4415729222438,37.080665498662,NA,NA,NA
1081,42.770297,-4.749136,"N","N",NA,NA,2,NA,NA,NA,16.9524384197755,19.3040131828366,87.8182078473095,NA,NA,NA
1081,42.770297,-4.749136,"N","N",NA,NA,3,NA,NA,NA,2.35157476306113,19.3040131828366,12.1817921526905,NA,NA,NA
1083,42.763611,-4.59007,"N","N","A","1",1,NA,NA,NA,NA,NA,NA,7.28623303194747,196.399344573115,3.70990699983471
1083,42.763611,-4.59007,"N","N","A","1",2,NA,NA,NA,235.49376716409,250.074326399048,94.1695097433983,134.829411320877,196.399344573115,68.6506421973745
1083,42.763611,-4.59007,"N","N","A","1",3,NA,NA,NA,14.5805592349589,250.074326399048,5.83049025660173,54.2837002202897,196.399344573115,27.6394508027908
1084,42.753211,-4.687559,"N","N","A","1",2,NA,NA,NA,20.3391263749572,70.5725066523515,28.8201841478441,60.5696701757387,116.373381625571,52.0477013984355
1084,42.753211,-4.687559,"N","N","A","1",3,NA,NA,NA,41.9504017649795,70.5725066523515,59.4429810629118,43.1822243252514,116.373381625571,37.1066164118093
1084,42.753211,-4.687559,"N","N","A","1",4,NA,NA,NA,8.2829785124148,70.5725066523515,11.7368347892441,12.6214871245804,116.373381625571,10.8456821897552
1085,42.74176,-4.846069,"N","N",NA,NA,2,NA,NA,NA,127.88438005475,169.187824544763,75.5872240800136,NA,NA,NA
1085,42.74176,-4.846069,"N","N",NA,NA,3,NA,NA,NA,28.7265879854459,169.187824544763,16.9791106793536,NA,NA,NA
1085,42.74176,-4.846069,"N","N",NA,NA,4,NA,NA,NA,12.5768565045668,169.187824544763,7.43366524063275,NA,NA,NA
1086,42.745093,-4.62625,"N","N","A","1",2,NA,NA,NA,9.59025351856899,26.0787310876802,36.774233709168,27.1551528337211,42.2676848029292,64.2456594448704
