"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","Quality","VCC_m3_ha_IFN2","VCC_total_IFN2","Porc_VCC_IFN2","VCC_m3_ha_IFN3","VCC_total_IFN3","Porc_VCC_IFN3","VCC_m3_ha_IFN4","VCC_total_IFN4","Porc_VCC_IFN4"
214,42.69636,-4.86914,"A","1",NA,NA,2,59.8031999115647,64.7226993038045,92.3991127608137,150.954592167091,152.335840622406,99.0932872726001,NA,NA,NA
214,42.69636,-4.86914,"A","1",NA,NA,3,4.9194993922398,64.7226993038045,7.60088723918631,1.38124845531505,152.335840622406,0.906712727399939,NA,NA,NA
216,42.68716,-4.88107,"A","1",NA,NA,2,89.5156265656075,105.915943612162,84.5157239908954,227.709704030503,251.057461850292,90.7002334653921,NA,NA,NA
216,42.68716,-4.88107,"A","1",NA,NA,3,16.4003170465548,105.915943612162,15.4842760091046,23.3477578197895,251.057461850292,9.29976653460792,NA,NA,NA
218,42.687558,-4.856669,"A","1",NA,NA,2,60.8077436761756,65.3263885055041,93.0829716249387,156.062200735383,156.062200735383,100,NA,NA,NA
218,42.687558,-4.856669,"A","1",NA,NA,3,4.51864482932853,65.3263885055041,6.91702837506133,NA,NA,NA,NA,NA,NA
220,42.668957,-4.892724,"A","1",NA,NA,2,207.646062539201,207.646062539201,100,165.46363990302,168.936719071172,97.9441537711596,NA,NA,NA
220,42.668957,-4.892724,"A","1",NA,NA,3,NA,NA,NA,3.47307916815134,168.936719071172,2.05584622884037,NA,NA,NA
223,42.79596,-4.835453,NA,NA,NA,NA,2,2.47478484236842,5.40638421107593,45.77523064858,NA,NA,NA,NA,NA,NA
223,42.79596,-4.835453,NA,NA,NA,NA,3,2.93159936870751,5.40638421107593,54.22476935142,NA,NA,NA,NA,NA,NA
224,42.796734,-4.786564,"A","1",NA,NA,2,0.992535348730525,0.992535348730525,100,3.39180828801089,3.39180828801089,100,NA,NA,NA
231,42.772443,-4.602519,"A","4",NA,NA,2,101.397654938351,101.397654938351,100,136.374441783497,153.516193098221,88.8339132382234,NA,NA,NA
231,42.772443,-4.602519,"A","4",NA,NA,3,NA,NA,NA,17.141751314724,153.516193098221,11.1660867617766,NA,NA,NA
233,42.77362686,-4.54141932,NA,NA,"A","1",2,NA,NA,NA,NA,NA,NA,29.6904349886872,34.2060810202687,86.7987039237094
233,42.77362686,-4.54141932,NA,NA,"A","1",3,NA,NA,NA,NA,NA,NA,4.5156460315815,34.2060810202687,13.2012960762906
235,42.761666,-4.724451,"A","1",NA,NA,2,12.5437476418117,12.5437476418117,100,16.5424438272148,18.0136243746734,91.8329564508574,NA,NA,NA
235,42.761666,-4.724451,"A","1",NA,NA,3,NA,NA,NA,1.47118054745855,18.0136243746734,8.16704354914265,NA,NA,NA
238,42.763948,-4.565635,"A","4",NA,NA,2,NA,NA,NA,2.19997013046951,2.19997013046951,100,NA,NA,NA
239,42.764114,-4.553418,"A","4C","A","4",2,NA,NA,NA,1.24499145219567,2.91707328431912,42.6794711976619,152.913282025164,159.512724175537,95.8627487653518
239,42.764114,-4.553418,"A","4C","A","4",3,NA,NA,NA,1.67208183212345,2.91707328431912,57.3205288023381,6.59944215037338,159.512724175537,4.13725123464819
240,42.76428,-4.5412,"A","4C",NA,NA,2,NA,NA,NA,1.29827143418466,1.29827143418466,100,NA,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,2,91.0544121211259,95.305954508309,95.5390590135557,74.7768916077964,160.968435859344,46.4543816982462,NA,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,3,4.25154238718309,95.305954508309,4.46094098644427,86.1915442515478,160.968435859344,53.5456183017538,NA,NA,NA
244,42.754439,-4.602055,"A","3E",NA,NA,2,NA,NA,NA,162.622727705606,176.06245864964,92.3664982034708,NA,NA,NA
244,42.754439,-4.602055,"A","3E",NA,NA,3,NA,NA,NA,13.4397309440338,176.06245864964,7.63350179652922,NA,NA,NA
246,42.754778,-4.577624,"A","4","A","1",2,134.923863164361,144.28763214198,93.5103453853862,206.382030299617,222.387868028058,92.8027379054589,224.85555060419,254.09037246078,88.4943213025113
246,42.754778,-4.577624,"A","4","A","1",3,9.36376897761905,144.28763214198,6.48965461461384,16.0058377284415,222.387868028058,7.1972620945411,29.2348218565897,254.09037246078,11.5056786974887
247,42.754946,-4.565409,"A","4C","A","1",2,NA,NA,NA,15.0035778655582,15.0035778655582,100,101.144910433087,114.360404884168,88.443994698632
247,42.754946,-4.565409,"A","4C","A","1",3,NA,NA,NA,NA,NA,NA,13.2154944510803,114.360404884168,11.556005301368
248,42.755112,-4.553193,"A","4C","A","4",2,NA,NA,NA,5.62864952583662,5.62864952583662,100,137.953749949436,144.364362953366,95.5594214023578
248,42.755112,-4.553193,"A","4C","A","4",3,NA,NA,NA,NA,NA,NA,6.41061300392967,144.364362953366,4.44057859764221
249,42.755277,-4.540977,"A","4C","A","4",2,NA,NA,NA,16.1720049675905,16.1720049675905,100,110.888259026183,114.775496288915,96.613181917378
249,42.755277,-4.540977,"A","4C","A","4",3,NA,NA,NA,NA,NA,NA,3.88723726273212,114.775496288915,3.38681808262201
251,42.742728,-4.785012,"A","1",NA,NA,2,107.24440551462,116.369271196121,92.1586982648336,122.852616244073,122.852616244073,100,NA,NA,NA
251,42.742728,-4.785012,"A","1",NA,NA,3,6.15398777365629,116.369271196121,5.28832715922466,NA,NA,NA,NA,NA,NA
251,42.742728,-4.785012,"A","1",NA,NA,4,2.97087790784562,116.369271196121,2.55297457594169,NA,NA,NA,NA,NA,NA
253,42.744209,-4.687314,"A","1",NA,NA,2,6.01380293476676,12.4311782290981,48.3767734959349,12.4796255667331,18.6070399461893,67.0693759073104,NA,NA,NA
253,42.744209,-4.687314,"A","1",NA,NA,3,6.41737529433135,12.4311782290981,51.6232265040651,6.12741437945618,18.6070399461893,32.9306240926896,NA,NA,NA
254,42.745437,-4.601823,"A","4","A","1",2,141.143345297945,146.931177162744,96.0608551727666,78.2347980047063,96.1725510959419,81.3483651137206,161.476669097976,210.898791308568,76.565952842147
254,42.745437,-4.601823,"A","4","A","1",3,5.78783186479939,146.931177162744,3.9391448272334,17.9377530912356,96.1725510959419,18.6516348862794,49.4221222105917,210.898791308568,23.434047157853
256,42.745944,-4.565182,"A","4C",NA,NA,2,NA,NA,NA,6.54641077559808,6.54641077559808,100,NA,NA,NA
258,42.733536,-4.796964,"A","4","A","1",2,129.298557240549,129.298557240549,100,172.170005145409,179.810475152562,95.7508204120643,154.335837988589,203.782779739451,75.7354660614193
258,42.733536,-4.796964,"A","4","A","1",3,NA,NA,NA,7.64047000715282,179.810475152562,4.24917958793568,49.4469417508621,203.782779739451,24.2645339385807
261,42.736774,-4.577167,"A","4C","A","1",2,NA,NA,NA,16.339545466324,16.339545466324,100,100.329465320355,104.431879708943,96.0716838574371
261,42.736774,-4.577167,"A","4C","A","1",3,NA,NA,NA,NA,NA,NA,4.10241438858828,104.431879708943,3.92831614256289
262,42.736942,-4.564956,"A","4C","A","1",2,NA,NA,NA,6.40983800907161,13.156186863619,48.7210927871269,123.01229512169,128.039783118723,96.0734953820006
262,42.736942,-4.564956,"A","4C","A","1",3,NA,NA,NA,6.74634885454739,13.156186863619,51.2789072128731,5.02748799703305,128.039783118723,3.92650461799938
263,42.72484493,-4.78452548,NA,NA,"A","1",2,NA,NA,NA,NA,NA,NA,68.3319821361762,68.3319821361762,100
264,42.724915,-4.772288,"A","1",NA,NA,2,64.6665571857759,91.1651942591964,70.9333838547188,173.412187901904,173.412187901904,100,NA,NA,NA
264,42.724915,-4.772288,"A","1",NA,NA,3,16.609878263617,91.1651942591964,18.2195391548145,NA,NA,NA,NA,NA,NA
264,42.724915,-4.772288,"A","1",NA,NA,4,9.88875880980349,91.1651942591964,10.8470769904666,NA,NA,NA,NA,NA,NA
265,42.727772,-4.576939,"A","1",NA,NA,2,106.476868660159,108.145685944287,98.4568803928178,175.541960445818,184.503093572938,95.143098712555,NA,NA,NA
265,42.727772,-4.576939,"A","1",NA,NA,3,NA,NA,NA,8.9611331271199,184.503093572938,4.856901287445,NA,NA,NA
265,42.727772,-4.576939,"A","1",NA,NA,5,1.66881728412794,108.145685944287,1.54311960718217,NA,NA,NA,NA,NA,NA
268,42.716103,-4.759825,"A","1",NA,NA,2,7.43723463107219,10.0875447947676,73.7269056285118,42.3511933113753,52.2996476647423,80.9779706029,NA,NA,NA
268,42.716103,-4.759825,"A","1",NA,NA,3,2.65031016369545,10.0875447947676,26.2730943714882,9.94845435336698,52.2996476647423,19.0220293971,NA,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,2,NA,NA,NA,46.4512227049072,51.7579514372112,89.747027104151,NA,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,3,NA,NA,NA,5.30672873230396,51.7579514372112,10.252972895849,NA,NA,NA
270,42.718938,-4.564503,"A","1",NA,NA,2,10.7382095261307,10.7382095261307,100,128.175446151453,143.632895717523,89.2382246498257,NA,NA,NA
270,42.718938,-4.564503,"A","1",NA,NA,3,NA,NA,NA,15.4574495660699,143.632895717523,10.7617753501743,NA,NA,NA
271,42.705953,-4.832798,"A","3E","A","1",2,NA,NA,NA,52.0534126153515,60.2752582994141,86.3595015334136,48.3226239657039,104.057147815202,46.4385436082884
271,42.705953,-4.832798,"A","3E","A","1",3,2.60195933832533,2.60195933832533,100,4.12055012453893,60.2752582994141,6.83622142947993,39.0101202258753,104.057147815202,37.4891307756718
271,42.705953,-4.832798,"A","3E","A","1",4,NA,NA,NA,4.10129555952367,60.2752582994141,6.8042770371065,16.7244036236231,104.057147815202,16.0723256160398
272,42.706913,-4.771775,"A","1",NA,NA,2,66.4636752608296,72.9047856246694,91.1650376464996,97.7543489266588,106.538513428423,91.7549398625073,NA,NA,NA
272,42.706913,-4.771775,"A","1",NA,NA,3,6.44111036383974,72.9047856246694,8.83496235350044,8.7841645017642,106.538513428423,8.2450601374927,NA,NA,NA
274,42.707288,-4.747365,"A","3E","A","1",2,6.82572682218907,10.5298979618506,64.8223453533777,52.1805767782622,52.1805767782622,100,83.9583188154817,88.4946345884536,94.8739086905459
274,42.707288,-4.747365,"A","3E","A","1",3,3.70417113966153,10.5298979618506,35.1776546466224,NA,NA,NA,4.53631577297185,88.4946345884536,5.12609130945406
276,42.709258,-4.613103,"A","4C",NA,NA,3,NA,NA,NA,1.24499145219567,1.24499145219567,100,NA,NA,NA
279,42.6981,-4.759316,"A","1",NA,NA,2,28.2506004808059,30.8354374617305,91.6173169778031,101.451459190516,101.451459190516,100,NA,NA,NA
279,42.6981,-4.759316,"A","1",NA,NA,3,2.58483698092462,30.8354374617305,8.38268302219688,NA,NA,NA,NA,NA,NA
284,42.689286,-4.74686,"A","1",NA,NA,2,38.1284674265859,38.1284674265859,100,119.459098985651,119.459098985651,100,NA,NA,NA
285,42.689471,-4.734659,"A","1",NA,NA,2,119.452518449368,126.575270501044,94.3727143355243,207.795870079765,207.795870079765,100,NA,NA,NA
285,42.689471,-4.734659,"A","1",NA,NA,3,6.26756900083453,126.575270501044,4.95165364926699,NA,NA,NA,NA,NA,NA
285,42.689471,-4.734659,"A","1",NA,NA,5,0.855183050842085,126.575270501044,0.675632015208712,NA,NA,NA,NA,NA,NA
286,42.689655,-4.722457,"A","4","A","1",2,69.6036578358233,80.0634812003996,86.9355876015492,162.285952662925,176.879414058604,91.749485674549,223.385401925705,246.340049293755,90.681723319509
286,42.689655,-4.722457,"A","4","A","1",3,8.39208627823666,80.0634812003996,10.4817903898423,14.5934613956789,176.879414058604,8.25051432545099,22.95464736805,246.340049293755,9.31827668049099
286,42.689655,-4.722457,"A","4","A","1",4,2.06773708633971,80.0634812003996,2.58262200860858,NA,NA,NA,NA,NA,NA
288,42.690557,-4.661447,"A","1",NA,NA,3,9.05369343396545,9.05369343396545,100,8.48189106764635,11.487182027062,73.8378746646858,NA,NA,NA
288,42.690557,-4.661447,"A","1",NA,NA,4,NA,NA,NA,3.00529095941564,11.487182027062,26.1621253353142,NA,NA,NA
289,42.690908,-4.637042,"A","1",NA,NA,2,2.1840451823567,2.1840451823567,100,2.68286850950236,2.68286850950236,100,NA,NA,NA
291,42.69218251,-4.53947652,NA,NA,"A","1",2,NA,NA,NA,NA,NA,NA,4.358578227175,9.94791817672488,43.8139734338865
291,42.69218251,-4.53947652,NA,NA,"A","1",3,NA,NA,NA,NA,NA,NA,5.58933994954987,9.94791817672488,56.1860265661135
292,42.680098,-4.758808,"A","1",NA,NA,2,78.7810832086051,79.978270859812,98.5031088590233,98.5043174347858,99.659457645549,98.8409126057342,NA,NA,NA
292,42.680098,-4.758808,"A","1",NA,NA,3,1.19718765120689,79.978270859812,1.49689114097672,1.15514021076325,99.659457645549,1.15908739426583,NA,NA,NA
294,42.68047,-4.734408,"A","1",NA,NA,2,47.3946765058363,47.3946765058363,100,107.546200828543,107.546200828543,100,NA,NA,NA
296,42.680837,-4.710008,"A","1",NA,NA,2,76.7064472378987,76.7064472378987,100,130.093803635162,133.259089875769,97.6247126979796,NA,NA,NA
296,42.680837,-4.710008,"A","1",NA,NA,3,NA,NA,NA,3.16528624060706,133.259089875769,2.37528730202038,NA,NA,NA
299,42.670529,-4.795147,"A","1",NA,NA,2,125.012341921933,128.821761993095,97.0428753556669,197.425010019168,214.122499408845,92.2018987094887,NA,NA,NA
299,42.670529,-4.795147,"A","1",NA,NA,3,3.80942007116198,128.821761993095,2.95712464433313,16.6974893896761,214.122499408845,7.79810129051128,NA,NA,NA
300,42.670719,-4.78295,"A","1",NA,NA,2,44.5561901731762,44.5561901731762,100,161.767420906845,161.767420906845,100,NA,NA,NA
302,42.671283,-4.746356,"A","3E",NA,NA,2,60.0507377598172,60.0507377598172,100,94.7917214657015,100.799898376504,94.0395010237403,NA,NA,NA
302,42.671283,-4.746356,"A","3E",NA,NA,3,NA,NA,NA,6.00817691080234,100.799898376504,5.96049897625971,NA,NA,NA
304,42.671652,-4.72196,"A","1",NA,NA,2,20.3064778201286,20.3064778201286,100,126.491110096067,126.491110096067,100,NA,NA,NA
305,42.67186295,-4.70984871,NA,NA,"A","1",2,NA,NA,NA,NA,NA,NA,3.24909914193631,3.24909914193631,100
306,42.672197,-4.685364,"A","3E","A","1",2,5.17471688808027,5.17471688808027,100,43.7216333776661,44.8687661849326,97.4433600368275,111.491905591862,117.717302286448,94.7115703692924
306,42.672197,-4.685364,"A","3E","A","1",3,NA,NA,NA,1.14713280726641,44.8687661849326,2.5566399631725,6.22539669458612,117.717302286448,5.28842963070758
311,42.67376,-4.575573,"A","4",NA,NA,3,NA,NA,NA,4.00372721321061,4.00372721321061,100,NA,NA,NA
313,42.818619,-4.518085,"A","4C","A","1",2,NA,NA,NA,12.2371320024801,12.2371320024801,100,76.3878256200951,88.8889961422697,85.936200131942
313,42.818619,-4.518085,"A","4C","A","1",3,NA,NA,NA,NA,NA,NA,8.93234061247251,88.8889961422697,10.0488710640584
313,42.818619,-4.518085,"A","4C","A","1",4,NA,NA,NA,NA,NA,NA,3.56882990970207,88.8889961422697,4.01492880399959
319,42.794038,-4.321844,"A","1",NA,NA,2,9.04480386645004,13.2468496873895,68.2789046444782,81.1490887654714,81.1490887654714,100,NA,NA,NA
319,42.794038,-4.321844,"A","1",NA,NA,3,4.20204582093946,13.2468496873895,31.7210953555218,NA,NA,NA,NA,NA,NA
320,42.794317,-4.297395,"A","1",NA,NA,2,10.0245160855002,13.3631636749688,75.0160390856962,88.3794345218367,89.8629400280882,98.3491464826458,NA,NA,NA
320,42.794317,-4.297395,"A","1",NA,NA,3,3.33864758946866,13.3631636749688,24.9839609143038,1.48350550625159,89.8629400280882,1.6508535173542,NA,NA,NA
321,42.78261,-4.517205,"A","1",NA,NA,2,40.9958581940384,78.7558214233771,52.0543846195852,95.4802819135281,117.627001005355,81.1720787722722,NA,NA,NA
321,42.78261,-4.517205,"A","1",NA,NA,3,37.7599632293387,78.7558214233771,47.9456153804148,22.1467190918268,117.627001005355,18.8279212277278,NA,NA,NA
325,42.764606,-4.516765,"A","4C","A","1",2,NA,NA,NA,13.3057002002584,13.3057002002584,100,68.4492988189288,82.3853730500743,83.08428582016
325,42.764606,-4.516765,"A","4C","A","1",3,NA,NA,NA,NA,NA,NA,9.25748807091496,82.3853730500743,11.2368102834082
325,42.764606,-4.516765,"A","4C","A","1",4,NA,NA,NA,NA,NA,NA,4.67858616023052,82.3853730500743,5.67890389643177
326,42.764927,-4.49233,"A","3E",NA,NA,2,NA,NA,NA,7.40547313586817,19.2270312101026,38.5159469236054,NA,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,3,5.63412085261107,5.63412085261107,100,7.3229863119625,19.2270312101026,38.0869320486396,NA,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,5,NA,NA,NA,4.49857176227193,19.2270312101026,23.397121027755,NA,NA,NA
327,42.765243,-4.467894,"A","1","A","1",2,NA,NA,NA,62.754733582256,79.5160854843971,78.9208035078259,90.6899206593315,130.36086765042,69.5683622653762
327,42.765243,-4.467894,"A","1","A","1",3,8.59600702501711,8.59600702501711,100,16.7613519021412,79.5160854843971,21.0791964921741,35.2848233985788,130.36086765042,27.0670363235076
327,42.765243,-4.467894,"A","1","A","1",5,NA,NA,NA,NA,NA,NA,4.38612359250934,130.36086765042,3.3646014111162
330,42.755765,-4.50433,"A","1",NA,NA,2,NA,NA,NA,27.2296696079459,27.2296696079459,100,NA,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,2,48.8893901919629,53.2712993724131,91.7743527338862,91.8018330972651,107.05292873032,85.7536866913056,NA,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,3,4.38190918045019,53.2712993724131,8.22564726611379,15.2510956330547,107.05292873032,14.2463133086944,NA,NA,NA
333,42.757305,-4.382164,"A","4C","A","1",2,NA,NA,NA,3.49948615630915,3.49948615630915,100,NA,NA,NA
333,42.757305,-4.382164,"A","4C","A","1",3,NA,NA,NA,NA,NA,NA,22.8529136564557,22.8529136564557,100
335,42.746601,-4.516326,"A","1",NA,NA,2,NA,NA,NA,3.41091324737965,3.41091324737965,100,NA,NA,NA
335,42.746601,-4.516326,"A","1",NA,NA,3,1.656286779909,1.656286779909,100,NA,NA,NA,NA,NA,NA
336,42.746922,-4.491898,"A","4",NA,NA,2,26.5801065439158,46.9374884110148,56.6287363123552,139.160261613166,142.675103038385,97.5364717807332,NA,NA,NA
336,42.746922,-4.491898,"A","4",NA,NA,3,20.3573818670989,46.9374884110148,43.3712636876448,3.51484142521865,142.675103038385,2.46352821926685,NA,NA,NA
339,42.748302,-4.381964,"A","1",NA,NA,2,28.3056906465542,45.4622877943134,62.2619142587337,159.263250860091,164.096369495841,97.0547071512923,NA,NA,NA
339,42.748302,-4.381964,"A","1",NA,NA,3,15.3731525520387,45.4622877943134,33.8151758257129,4.83311863574996,164.096369495841,2.9452928487077,NA,NA,NA
339,42.748302,-4.381964,"A","1",NA,NA,6,1.78344459572052,45.4622877943134,3.92290991555334,NA,NA,NA,NA,NA,NA
341,42.749845,-4.247591,"A","1",NA,NA,2,18.8419390234813,18.8419390234813,100,48.718614406047,48.718614406047,100,NA,NA,NA
342,42.739002,-4.406191,"A","4C","A","1",2,NA,NA,NA,3.9824004508363,3.9824004508363,100,47.518195301392,47.518195301392,100
343,42.739151,-4.393978,"A","4",NA,NA,2,NA,NA,NA,22.9109206496757,30.7966756573123,74.394135602866,NA,NA,NA
343,42.739151,-4.393978,"A","4",NA,NA,3,NA,NA,NA,7.88575500763658,30.7966756573123,25.605864397134,NA,NA,NA
344,42.740299,-4.296268,"A","4","A","1",2,5.48128902081666,5.48128902081666,100,100.41129286432,104.323798830348,96.2496515561223,19.5493283748666,268.801389582634,7.27277801845472
344,42.740299,-4.296268,"A","4","A","1",3,NA,NA,NA,3.91250596602806,104.323798830348,3.75034844387771,249.252061207767,268.801389582634,92.7272219815453
346,42.741235,-4.210767,"A","4",NA,NA,2,NA,NA,NA,60.0448349045742,60.0448349045742,100,NA,NA,NA
351,42.711994,-4.405581,NA,NA,NA,NA,2,14.3776252272513,19.1251802589188,75.1764168107458,NA,NA,NA,NA,NA,NA
351,42.711994,-4.405581,NA,NA,NA,NA,3,4.74755503166754,19.1251802589188,24.8235831892542,NA,NA,NA,NA,NA,NA
353,42.713698,-4.259079,"A","1",NA,NA,2,21.1042042940355,48.0127664747368,43.9554015391719,12.4334324360501,12.4334324360501,100,NA,NA,NA
353,42.713698,-4.259079,"A","1",NA,NA,3,26.9085621807014,48.0127664747368,56.0445984608281,NA,NA,NA,NA,NA,NA
355,42.702991,-4.405378,"A","4C","A","1",2,NA,NA,NA,22.7024945193015,22.7024945193015,100,5.02171523627458,37.843475055319,13.2696990139883
355,42.702991,-4.405378,"A","4C","A","1",3,NA,NA,NA,NA,NA,NA,25.430094911974,37.843475055319,67.1980965669792
355,42.702991,-4.405378,"A","4C","A","1",4,NA,NA,NA,NA,NA,NA,7.39166490707045,37.843475055319,19.5322044190324
356,42.704489,-4.28330905,NA,NA,"A","4",2,NA,NA,NA,NA,NA,NA,39.9090013997646,68.2977582800836,58.4338379542429
356,42.704489,-4.28330905,NA,NA,"A","4",3,NA,NA,NA,NA,NA,NA,28.3887568803191,68.2977582800836,41.5661620457571
357,42.70456,-4.271104,"A","1",NA,NA,2,1.98036393830082,1.98036393830082,100,13.5749861198381,13.5749861198381,100,NA,NA,NA
358,42.704828,-4.246689,NA,NA,NA,NA,2,43.5514712620871,49.5775729396447,87.8451055179855,NA,NA,NA,NA,NA,NA
358,42.704828,-4.246689,NA,NA,NA,NA,3,6.02610167755757,49.5775729396447,12.1548944820145,NA,NA,NA,NA,NA,NA
359,42.695004,-4.319741,"A","1","A","4",2,NA,NA,NA,51.2720577621494,60.7579820324228,84.3873612108919,44.1025547075051,48.7704253054803,90.428890933927
359,42.695004,-4.319741,"A","1","A","4",3,NA,NA,NA,9.48592427027339,60.7579820324228,15.6126387891081,4.6678705979752,48.7704253054803,9.57110906607303
361,42.683746,-4.50259,"A","1",NA,NA,2,164.459730395969,168.360961300617,97.6828173975069,163.954128974216,171.476969331318,95.6129150250104,NA,NA,NA
361,42.683746,-4.50259,"A","1",NA,NA,3,3.90123090464812,168.360961300617,2.31718260249315,7.52284035710185,171.476969331318,4.38708497498964,NA,NA,NA
362,42.685574,-4.35616,NA,NA,NA,NA,2,9.54689579049296,13.5410119550001,70.5035622316815,NA,NA,NA,NA,NA,NA
362,42.685574,-4.35616,NA,NA,NA,NA,3,3.99411616450718,13.5410119550001,29.4964377683185,NA,NA,NA,NA,NA,NA
364,42.68586,-4.331754,"A","4","A","1",2,32.4564027562897,46.5658044507933,69.7000795735995,132.335295875573,169.803285197963,77.934473247259,NA,NA,NA
364,42.68586,-4.331754,"A","4","A","1",3,14.1094016945036,46.5658044507933,30.2999204264005,37.4679893223896,169.803285197963,22.065526752741,168.623579099895,168.623579099895,100
366,42.68628,-4.295144,"A","4",NA,NA,2,6.64652979950801,8.47668137992698,78.4095744738876,42.1382751211516,53.2047639481718,79.2001918516163,NA,NA,NA
366,42.68628,-4.295144,"A","4",NA,NA,3,1.83015158041897,8.47668137992698,21.5904255261124,11.0664888270201,53.2047639481718,20.7998081483837,NA,NA,NA
369,42.677277,-4.294957,"A","4","A","1",2,NA,NA,NA,73.6477279594893,89.5388857094918,82.2522274829717,49.4220059619877,185.909494546426,26.5839063693683
369,42.677277,-4.294957,"A","4","A","1",3,NA,NA,NA,15.8911577500025,89.5388857094918,17.7477725170283,132.384732141314,185.909494546426,71.2092367656105
369,42.677277,-4.294957,"A","4","A","1",5,NA,NA,NA,NA,NA,NA,4.10275644312398,185.909494546426,2.20685686502118
381,42.659957,-4.892451,"A","1",NA,NA,2,173.62557231602,173.62557231602,100,143.967572037022,143.967572037022,100,NA,NA,NA
383,42.650956,-4.892178,"A","4",NA,NA,2,50.213865448069,50.213865448069,100,64.0853396420345,64.0853396420345,100,NA,NA,NA
385,42.641955,-4.891905,"A","1","A","4",2,65.4402905275077,65.4402905275077,100,166.743714268367,166.743714268367,100,131.163244019344,188.949461633537,69.4171038569732
385,42.641955,-4.891905,"A","1","A","4",3,NA,NA,NA,NA,NA,NA,57.7862176141928,188.949461633537,30.5828961430268
387,42.642356,-4.867522,"A","1",NA,NA,2,4.42922022500276,4.42922022500276,100,75.3309488692409,78.86743536672,95.5159103614374,NA,NA,NA
387,42.642356,-4.867522,"A","1",NA,NA,3,NA,NA,NA,3.53648649747915,78.86743536672,4.4840896385626,NA,NA,NA
388,42.632955,-4.891632,"A","1","A","4",2,31.7325569010631,31.7325569010631,100,144.642696695288,144.642696695288,100,64.0327778817069,149.73079819412,42.7652685045403
388,42.632955,-4.891632,"A","1","A","4",3,NA,NA,NA,NA,NA,NA,80.7500946309155,149.73079819412,53.9301837730311
388,42.632955,-4.891632,"A","1","A","4",4,NA,NA,NA,NA,NA,NA,4.94792568149797,149.73079819412,3.3045477224286
389,42.633156,-4.879442,"A","1",NA,NA,2,5.18845691893712,5.18845691893712,100,66.8444394788237,66.8444394788237,100,NA,NA,NA
391,42.633553,-4.855063,NA,NA,"A","1",2,3.61838089575705,3.61838089575705,100,NA,NA,NA,33.9337191652438,76.0215590882801,44.6369682129753
391,42.633553,-4.855063,NA,NA,"A","1",3,NA,NA,NA,NA,NA,NA,40.4882005382055,76.0215590882801,53.2588400235104
391,42.633553,-4.855063,NA,NA,"A","1",4,NA,NA,NA,NA,NA,NA,1.59963938483073,76.0215590882801,2.10419176351428
392,42.6236709,-4.89115871,NA,NA,"A","1",2,NA,NA,NA,NA,NA,NA,56.3304576082765,91.1608481083184,61.7923799275583
392,42.6236709,-4.89115871,NA,NA,"A","1",3,NA,NA,NA,NA,NA,NA,34.830390500042,91.1608481083184,38.2076200724417
393,42.624155,-4.879171,"A","1",NA,NA,2,5.27597146659366,5.27597146659366,100,52.3414102754872,55.3934291261946,94.4902872076136,NA,NA,NA
393,42.624155,-4.879171,"A","1",NA,NA,3,NA,NA,NA,3.05201885070742,55.3934291261946,5.50971279238637,NA,NA,NA
394,42.624354,-4.866984,"A","1",NA,NA,2,35.7822503982332,35.7822503982332,100,185.634285562576,185.634285562576,100,NA,NA,NA
395,42.614953,-4.891087,"A","1",NA,NA,2,42.4622130935942,43.751435760757,97.053302035132,114.08440614116,118.522413081388,96.255554688057,NA,NA,NA
395,42.614953,-4.891087,"A","1",NA,NA,3,1.28922266716277,43.751435760757,2.94669796486803,4.43800694022775,118.522413081388,3.74444531194301,NA,NA,NA
397,42.615353,-4.866715,NA,NA,NA,NA,2,57.8795633648507,57.8795633648507,100,NA,NA,NA,NA,NA,NA
399,42.605953,-4.890814,"A","1",NA,NA,2,30.5715326556594,30.5715326556594,100,124.850804432526,124.850804432526,100,NA,NA,NA
400,42.606153,-4.87863,"A","4","A","1",2,42.7879997861594,42.7879997861594,100,102.127559291744,105.678910860908,96.6394888627892,24.347087273568,128.32619189977,18.9728121072776
400,42.606153,-4.87863,"A","4","A","1",3,NA,NA,NA,3.55135156916393,105.678910860908,3.36051113721084,103.979104626202,128.32619189977,81.0271878927224
401,42.60655,-4.854261,"A","1",NA,NA,2,70.3950491999183,72.7503919244262,96.7624329406299,153.745868889242,156.353224744445,98.332393937212,NA,NA,NA
401,42.60655,-4.854261,"A","1",NA,NA,3,2.35534272450784,72.7503919244262,3.23756705937006,2.60735585520298,156.353224744445,1.66760606278804,NA,NA,NA
406,42.578951,-4.889998,"A","1",NA,NA,2,24.9101486440572,24.9101486440572,100,68.6973386565044,68.6973386565044,100,NA,NA,NA
409,42.543148,-4.876739,"A","4","A","1",2,58.163697230336,58.163697230336,100,148.641626624836,152.479266105634,97.4831729068403,65.7549865694351,218.638765794329,30.0747154012433
