"ID","Estadillo","lng","lat","Municipio","IDmuni","DANOS1N","DANOS2N","DANOS3N"
"243",460,-4.57421,42.619747,"Buenavista de Valdavia",34037,"","","No se advierten daños"
"244",461,-4.562021,42.619914,"Buenavista de Valdavia",34037,"","","No se advierten daños"
"245",462,-4.549832,42.62008,"Buenavista de Valdavia",34037,"","","No se advierten daños"
"246",465,-4.781151,42.607711,"Pino del R�o",34129,"","","No se advierten daños"
"247",466,-4.573983,42.610745,"Buenavista de Valdavia",34037,"","","No se advierten daños"
"248",467,-4.549608,42.611077,"Buenavista de Valdavia",34037,"","","No se advierten daños"
"249",469,-4.841811,42.597746,"Villota del P�ramo",34245,"","","No se advierten daños"
"250",471,-4.780894,42.598709,"Pino del R�o",34129,"","","No se advierten daños"
"251",472,-4.768711,42.598898,"Pino del R�o",34129,"","","No se advierten daños"
"252",474,-4.537199,42.602239,"Villaeles de Valdavia",34208,"","","No se advierten daños"
"253",475,-4.768456,42.589897,"Pino del R�o",34129,"","","No se advierten daños"
"254",476,-4.744092,42.590271,"Salda�a",34157,"","","No se advierten daños"
"255",477,-4.719727,42.590639,"Salda�a",34157,"","","No se advierten daños"
"256",478,-4.57353,42.592741,"Buenavista de Valdavia",34037,"","","No se advierten daños"
"257",479,-4.561346,42.592907,"Buenavista de Valdavia",34037,"","","No se advierten daños"
"258",480,-4.549162,42.593073,"Villaeles de Valdavia",34208,"","","No se advierten daños"
"259",481,-4.536978,42.593237,"Villaeles de Valdavia",34208,"","","No se advierten daños"
"260",483,-4.548939,42.58407,"Villaeles de Valdavia",34208,"","","No se advierten daños"
"261",484,-4.536757,42.584234,"Villaeles de Valdavia",34208,"","","No se advierten daños"
"262",485,-4.573077,42.574736,"Villaeles de Valdavia",34208,"","","No se advierten daños"
"263",486,-4.560897,42.574903,"Villaeles de Valdavia",34208,"","","Se advierten daños en las hojas de pequeña importancia causados por insectos"
"264",488,-4.524355,42.575395,"Villasila de Valdavia",34234,"","","No se advierten daños"
"265",489,-4.718985,42.563634,"Salda�a",34157,"","","Se advierten daños en el tronco de pequeña importancia por causas desconocidas"
"266",490,-4.682453,42.564176,"Salda�a",34157,"","","No se advierten daños"
"267",491,-4.560672,42.5659,"Villaeles de Valdavia",34208,"","","No se advierten daños"
"268",492,-4.536315,42.56623,"Villasila de Valdavia",34234,"","","No se advierten daños"
"269",493,-4.524136,42.566392,"Villasila de Valdavia",34234,"","","No se advierten daños"
"270",495,-4.730913,42.554449,"Salda�a",34157,"","","No se advierten daños"
"271",496,-4.523917,42.55739,"Villasila de Valdavia",34234,"","","Se advierten daños en las hojas de pequeña importancia por causas desconocidas"
"272",497,-4.742838,42.545263,"Salda�a",34157,"","","No se advierten daños"
"273",498,-4.730665,42.545448,"Salda�a",34157,"","","No se advierten daños"
"274",499,-4.633272,42.546877,"Salda�a",34157,"","","No se advierten daños"
"275",500,-4.535873,42.548225,"Villasila de Valdavia",34234,"","","Se advierten daños en la guía terminal de pequeña importancia por causas desconocidas"
"276",501,-4.523698,42.548387,"Villasila de Valdavia",34234,"","","No se advierten daños"
"277",503,-4.535652,42.539222,"Villasila de Valdavia",34234,"","","Se advierten daños en las hojas de pequeña importancia causados por insectos"
"278",504,-4.851863,42.525542,"Villota del P�ramo",34245,"","","No se advierten daños"
"279",507,-4.851597,42.516541,"Santerv�s de la Vega",34169,"","Se advierten daños en el trinco de pequeña importancia por causas desconocidas","Se advierten daños en la guía terminal de pequeña importancia por causas desconocidas"
"280",508,-4.59606,42.520386,"Loma de Ucieza",34903,"","","Se advierten daños en las hojas de pequeña importancia por causas desconocidas"
"281",509,-4.851331,42.50754,"Santerv�s de la Vega",34169,"Se advierten daños en la guía terminal de pequeña importancia por causas desconocidas","Se advierten daños en el trinco de pequeña importancia por causas desconocidas","Se advierten daños en las hojas de pequeña importancia por causas desconocidas"
"282",511,-4.705337,42.509806,"Salda�a",34157,"","","Se advierten daños en las hojas de pequeña importancia por causas desconocidas"
"283",513,-4.607999,42.511213,"Salda�a",34157,"","","No se advierten daños"
"284",514,-4.595831,42.511383,"Loma de Ucieza",34903,"","","No se advierten daños"
"285",517,-4.57127,42.502717,"Loma de Ucieza",34903,"","Se advierten daños en las ramas de pequeña importancia por causas desconocidas","Se advierten daños en las hojas de pequeña importancia por causas desconocidas"
"286",518,-4.440955,42.657522,"La Vid de Ojeda",34093,"","","No se advierten daños"
"287",521,-4.501507,42.638734,"Revilla de Collazos",34154,"","","No se advierten daños"
"288",524,-4.476907,42.630048,"Dehesa de Romanos",34068,"","","No se advierten daños"
"289",526,-4.464505,42.621202,"Collazos de Boedo",34061,"","","No se advierten daños"
"290",527,-4.440125,42.621512,"Dehesa de Romanos",34068,"","","No se advierten daños"
"291",528,-4.512828,42.602564,"Collazos de Boedo",34061,"","","No se advierten daños"
"292",530,-4.51261,42.593561,"Villasila de Valdavia",34234,"","","No se advierten daños"
"293",531,-4.512392,42.584559,"Villasila de Valdavia",34234,"","","No se advierten daños"
"294",532,-4.50021,42.584719,"Villameriel",34222,"","","No se advierten daños"
"295",534,-4.512174,42.575556,"Villasila de Valdavia",34234,"","","No se advierten daños"
"296",535,-4.475632,42.576033,"Sotoba�ado y Priorato",34176,"","","Se advierten daños en la corteza de pequeña importancia causados por fuego"
"297",536,-4.439088,42.576498,"P�ramo de Boedo",34122,"","","No se advierten daños"
"298",537,-4.426907,42.57665,"P�ramo de Boedo",34122,"","","No se advierten daños"
"299",538,-4.414725,42.576801,"P�ramo de Boedo",34122,"","","No se advierten daños"
"300",539,-4.511957,42.566554,"Villasila de Valdavia",34234,"","","No se advierten daños"
"301",540,-4.475419,42.56703,"Villameriel",34222,"","","No se advierten daños"
"302",541,-4.46324,42.567186,"Sotoba�ado y Priorato",34176,"","","No se advierten daños"
"303",542,-4.451061,42.567341,"Villameriel",34222,"","","No se advierten daños"
"304",543,-4.426701,42.567647,"P�ramo de Boedo",34122,"","","No se advierten daños"
"305",544,-4.402342,42.567948,"Calahorra de Boedo",34041,"","","No se advierten daños"
"306",545,-4.390162,42.568096,"Calahorra de Boedo",34041,"","","No se advierten daños"
"307",548,-4.499562,42.557711,"Villanu�o de Valdavia",34228,"","","No se advierten daños"
"308",549,-4.414318,42.558795,"Calahorra de Boedo",34041,"","","No se advierten daños"
"309",550,-4.511522,42.548549,"Villanu�o de Valdavia",34228,"","","No se advierten daños"
"310",552,-4.462819,42.549181,"Villameriel",34222,"","","No se advierten daños"
"311",553,-4.499131,42.539706,"Villanu�o de Valdavia",34228,"","","No se advierten daños"
"312",554,-4.511088,42.530543,"Villanu�o de Valdavia",34228,"","","Se advierten daños en las hojas de pequeña importancia causados por insectos"
"313",555,-4.498916,42.530703,"Villanu�o de Valdavia",34228,"","","Se advierten daños en las hojas de pequeña importancia causados por insectos"
"314",557,-4.510871,42.521541,"Villanu�o de Valdavia",34228,"","","No se advierten daños"
"315",558,-4.498485,42.512698,"Villanu�o de Valdavia",34228,"","","No se advierten daños"
"316",559,-4.486317,42.512856,"B�rcena de Campos",34025,"","","No se advierten daños"
"317",562,-4.291605,42.515217,"Herrera de Pisuerga",34083,"","","No se advierten daños"
"318",563,-4.510437,42.503536,"Villanu�o de Valdavia",34228,"","","No se advierten daños"
"319",564,-4.49827,42.503695,"Villanu�o de Valdavia",34228,"","","No se advierten daños"
"320",567,-4.862695,42.480339,"Santerv�s de la Vega",34169,"","","Se advierten daños en las hojas de pequeña importancia causados por insectos"
"321",568,-4.874586,42.47114,"Santerv�s de la Vega",34169,"","","No se advierten daños"
"322",570,-4.862161,42.462337,"Villarrab�",34231,"","","No se advierten daños"
"323",571,-4.886203,42.452939,"Lagartos",34091,"","","No se advierten daños"
"324",572,-4.874049,42.453138,"Villarrab�",34231,"","","No se advierten daños"
"325",576,-4.872976,42.417134,"Lagartos",34091,"","","No se advierten daños"
"326",578,-4.860562,42.408331,"Lagartos",34091,"","","No se advierten daños"
"327",579,-4.896729,42.398732,"Lagartos",34091,"","","No se advierten daños"
"328",580,-4.871905,42.381129,"Lagartos",34091,"","","No se advierten daños"
"329",581,-4.851065,42.498539,"Santerv�s de la Vega",34169,"","","No se advierten daños"
"330",582,-4.8508,42.489538,"Santerv�s de la Vega",34169,"","","Se advierten daños en el tronco de importancia moderada por causas desconocidas"
"331",584,-4.55888,42.493881,"Villanu�o de Valdavia",34228,"","","Se advierten daños en las hojas de importancia moderada causados por insectos"
"332",585,-4.850534,42.480536,"Santerv�s de la Vega",34169,"","Se advierten daños en las hojas de importancia moderada por causa desconocida","Se advierten daños en la guía terminal de importancia moderada por causas desconocidas"
"333",587,-4.558656,42.484879,"Loma de Ucieza",34903,"","","Se advierten daños en las hojas de importancia moderada causados por insectos"
"334",591,-4.82569,42.462924,"Santerv�s de la Vega",34169,"","","No se advierten daños"
"335",592,-4.849739,42.453533,"Villarrab�",34231,"","","No se advierten daños"
"336",594,-4.849474,42.444532,"Villarrab�",34231,"","Se advierten daños en el tronco de pequeña importancia causados por nieve","Se advierten daños en la corteza de pequeña importancia causados por insectos"
"337",598,-4.848151,42.399526,"Ledigos",34094,"","","No se advierten daños"
"338",599,-4.847887,42.390525,"Ledigos",34094,"","","No se advierten daños"
"339",602,-4.847359,42.372522,"Ledigos",34094,"","","Se advierten daños en las hojas de pequeña importancia causados por insectos"
"340",604,-4.847095,42.363521,"Ledigos",34094,"","","No se advierten daños"
"341",605,-4.834958,42.363716,"Ledigos",34094,"","","No se advierten daños"
"342",608,-4.834696,42.354714,"Ledigos",34094,"","","No se advierten daños"
"343",613,-4.400731,42.495924,"Villaprovedo",34229,"","","No se advierten daños"
"344",616,-4.473514,42.486005,"B�rcena de Campos",34025,"","","No se advierten daños"
"345",621,-4.412289,42.468765,"Espinosa de Villagonzalo",34071,"","","No se advierten daños"
"346",623,-4.412087,42.459762,"Espinosa de Villagonzalo",34071,"","","Se advierten daños en la corteza de importancia moderada causados por fuego"
"347",624,-4.326973,42.460779,"Osorno la Mayor",34901,"","","No se advierten daños"
"348",625,-4.314813,42.460919,"Herrera de Pisuerga",34083,"","","Se advierten daños en la corteza de pequeña importancia causados por insectos"
"349",627,-4.411885,42.450759,"Espinosa de Villagonzalo",34071,"","","Se advierten daños en la corteza de importancia moderada causados por fuego"
"350",628,-4.33894,42.451634,"Osorno la Mayor",34901,"","","No se advierten daños"
"351",629,-4.326783,42.451776,"Osorno la Mayor",34901,"","","No se advierten daños"
