"ID","IDmuni","Especie","N_IFN2","AB_IFN2","VCC_IFN2","N_IFN3","AB_IFN3","VCC_IFN3","N_IFN4","AB_IFN4","VCC_IFN4","EspecieN"
98,34037,43,35.9997744885242,0.442895720052967,1.65941962021527,71.1404834793231,0.913521475997639,3.32932652217034,101.33721047165,1.43121301115718,5.71325220471246,"Q. pyrenaica"
99,34037,44,NA,NA,NA,NA,NA,NA,1.43923957718618,0.0178245734127797,0.0643769635091518,"Q. faginea"
110,34039,43,NA,NA,NA,20.3712675254159,0.223698228091854,0.737394363309956,49.1392316365472,0.709141309774518,2.69022859230643,"Q. pyrenaica"
111,34039,44,NA,NA,NA,NA,NA,NA,0.571215688276464,0.00690767019130746,0.0242065090674488,"Q. faginea"
113,34041,21,67.8871675364629,1.2153217120813,5.12713348090463,27.9369821437515,0.768779888853332,3.91465578677617,30.2897770418845,1.21735935040296,7.15585250904121,"P. sylvestris"
114,34041,25,54.3545676467692,0.729838829698777,2.37571782443721,112.631407279144,2.68578360283289,12.2513933538901,72.4741274828388,2.77697236561767,16.4518149810269,"P. nigra"
116,34041,26,21.5135760313473,0.529456184462822,2.12004305941915,9.96818335783718,0.601126020774567,3.12069478815905,6.73639243309667,0.686950449662008,4.32049995897911,"P. pinaster"
117,34041,43,3.38034443068506,0.0335538450568493,0.131813228935499,10.9692061491353,0.112587184750193,0.397154438895537,14.8116911221078,0.160895970488639,0.593527091261233,"Q. pyrenaica"
120,34042,25,NA,NA,NA,NA,NA,NA,0.972719292066114,0.0370236243876624,0.218065408397789,"P. nigra"
122,34042,43,NA,NA,NA,NA,NA,NA,0.331663556051743,0.00528223666705561,0.0267393649328938,"Q. pyrenaica"
123,34042,44,NA,NA,NA,NA,NA,NA,0.632970790463659,0.00746677366106006,0.0262986541935269,"Q. faginea"
137,34049,21,23.3571847907658,0.455187967053596,1.86481499132248,54.5958735697445,1.12438353462836,5.13913006115088,72.6017645874348,2.93433224016362,17.5102090711247,"P. sylvestris"
139,34049,25,73.5651128491937,0.921276727293895,2.7661225504879,46.8897560304545,1.0037662821823,4.37576616582708,30.4994694135701,1.10188940819119,6.35196724225765,"P. nigra"
141,34049,26,28.9147597726321,0.751966474815601,3.10803791309145,8.12484669952957,0.417449590622083,2.10322740143947,3.19499866674633,0.315370907087551,1.93347417807625,"P. pinaster"
143,34049,43,34.7055982788865,0.438484879306398,1.75587521541316,64.1676300371331,0.944521267902036,3.73439591023494,103.741819808776,1.62505345495593,6.92913451103916,"Q. pyrenaica"
144,34049,44,NA,NA,NA,11.4746062438735,0.112120073215609,0.429551752915792,3.95242845625226,0.0524436969758803,0.181862153795046,"Q. faginea"
150,34052,25,NA,NA,NA,0.18601359547755,0.0045368973040174,0.0205449332311711,0.241361899956774,0.00918671234176036,0.0541088078698896,"P. nigra"
152,34052,26,NA,NA,NA,0.0229128378013197,0.00137335093179036,0.00699414552639241,0.0231300039010126,0.00233592311334243,0.0146869445219945,"P. pinaster"
153,34052,43,NA,NA,NA,6.02965449026517,0.103814209870899,0.450949359493375,0.592017096567158,0.0138613378324294,0.0814831453052784,"Q. pyrenaica"
158,34055,21,NA,NA,NA,1.6355276086155,0.0243512058639986,0.0962034292041746,NA,NA,NA,"P. sylvestris"
162,34055,25,NA,NA,NA,0.554128671040044,0.00680023463803476,0.0209994932859636,3.75712196704152,0.141225796196247,0.829070131028403,"P. nigra"
165,34055,26,NA,NA,NA,NA,NA,NA,0.356753633936834,0.0357320378077599,0.222426219501946,"P. pinaster"
167,34055,43,NA,NA,NA,18.3192550407226,0.250817967911757,0.922170902250923,4.3446493207686,0.0741058966164426,0.366143512522195,"Q. pyrenaica"
168,34055,44,NA,NA,NA,3.19730192739599,0.0310751516631368,0.119339623915669,15.3565248476546,0.167559477500843,0.61413132790102,"Q. faginea"
174,34056,21,9.4960936555859,0.146862534638472,0.5149167792399,10.1667969627505,0.220519997252418,1.04378542207484,14.5947220217209,0.58960720724104,3.50740842044695,"P. sylvestris"
176,34056,25,NA,NA,NA,3.14165977432723,0.0587930201332175,0.231915120650027,3.74418979324782,0.14626758728396,0.859271616526375,"P. nigra"
179,34056,26,NA,NA,NA,NA,NA,NA,0.387549251750477,0.0403278707332176,0.251561600964569,"P. pinaster"
184,34056,42,49.3585830371338,1.56387820490345,7.19820355586285,41.0924458377969,1.78299112386704,9.68152322624814,39.7535481925737,1.75212158462423,10.3613411823498,"Q. petraea"
