"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","IdDamageNFI3","DamageNFI3","TreesDamNFI3","TotalTreesNFI3","PercentageDamageNFI3"
107,42.851306,-4.751421,"A","1",NA,NA,100,"No damage observed",49,51,96.08
107,42.851306,-4.751421,"A","1",NA,NA,314,"Wild fauna",2,51,3.92
108,42.852406,-4.678019,"A","1","A","1",100,"No damage observed",26,27,96.3
108,42.852406,-4.678019,"A","1","A","1",310,"Fungi",1,27,3.7
112,42.834223,-4.689762,"A","1",NA,NA,100,"No damage observed",9,10,90
112,42.834223,-4.689762,"A","1",NA,NA,310,"Fungi",1,10,10
128,42.94497,-4.496672,"A","4","A","1",100,"No damage observed",33,40,82.5
128,42.94497,-4.496672,"A","4","A","1",316,"Competition",7,40,17.5
129,42.94513,-4.484419,"A","1",NA,NA,100,"No damage observed",15,38,39.47
129,42.94513,-4.484419,"A","1",NA,NA,311,"Insects",2,38,5.26
129,42.94513,-4.484419,"A","1",NA,NA,316,"Competition",5,38,13.16
129,42.94513,-4.484419,"A","1",NA,NA,400,"Abiotic damage",16,38,42.11
144,42.918438,-4.459274,"A","1",NA,NA,100,"No damage observed",22,34,64.71
144,42.918438,-4.459274,"A","1",NA,NA,200,"Unknown causes",1,34,2.94
144,42.918438,-4.459274,"A","1",NA,NA,316,"Competition",5,34,14.71
144,42.918438,-4.459274,"A","1",NA,NA,322,"Human activity",3,34,8.82
144,42.918438,-4.459274,"A","1",NA,NA,400,"Abiotic damage",2,34,5.88
144,42.918438,-4.459274,"A","1",NA,NA,421,"Fire",1,34,2.94
145,42.918594,-4.447025,"A","1",NA,NA,100,"No damage observed",26,35,74.29
145,42.918594,-4.447025,"A","1",NA,NA,316,"Competition",4,35,11.43
145,42.918594,-4.447025,"A","1",NA,NA,400,"Abiotic damage",5,35,14.29
146,42.918901,-4.422528,"A","4","A","1",100,"No damage observed",1,9,11.11
146,42.918901,-4.422528,"A","4","A","1",400,"Abiotic damage",3,9,33.33
146,42.918901,-4.422528,"A","4","A","1",421,"Fire",5,9,55.56
147,42.919053,-4.410279,"A","4","A","1",100,"No damage observed",21,24,87.5
147,42.919053,-4.410279,"A","4","A","1",316,"Competition",1,24,4.17
147,42.919053,-4.410279,"A","4","A","1",400,"Abiotic damage",2,24,8.33
152,42.908962,-4.4958,"A","1",NA,NA,100,"No damage observed",18,21,85.71
152,42.908962,-4.4958,"A","1",NA,NA,316,"Competition",3,21,14.29
157,42.911631,-4.275352,"A","4","A","4",100,"No damage observed",9,18,50
157,42.911631,-4.275352,"A","4","A","4",200,"Unknown causes",6,18,33.33
157,42.911631,-4.275352,"A","4","A","4",316,"Competition",3,18,16.67
159,42.899799,-4.507827,"A","1",NA,NA,100,"No damage observed",20,23,86.96
159,42.899799,-4.507827,"A","1",NA,NA,321,"Logging operations",2,23,8.7
159,42.899799,-4.507827,"A","1",NA,NA,400,"Abiotic damage",1,23,4.35
163,42.890797,-4.507608,"A","4C",NA,NA,100,"No damage observed",8,8,100
166,42.893625,-4.27498,"A","1",NA,NA,100,"No damage observed",1,1,100
170,42.885025,-4.238067,"A","3E","A","1",100,"No damage observed",17,24,70.83
170,42.885025,-4.238067,"A","3E","A","1",316,"Competition",3,24,12.5
170,42.885025,-4.238067,"A","3E","A","1",400,"Abiotic damage",2,24,8.33
170,42.885025,-4.238067,"A","3E","A","1",421,"Fire",2,24,8.33
177,42.875619,-4.27461,"A","4",NA,NA,100,"No damage observed",3,3,100
179,42.876022,-4.237887,"A","1",NA,NA,100,"No damage observed",23,36,63.89
179,42.876022,-4.237887,"A","1",NA,NA,313,"Epiphytic plants",3,36,8.33
179,42.876022,-4.237887,"A","1",NA,NA,316,"Competition",9,36,25
179,42.876022,-4.237887,"A","1",NA,NA,400,"Abiotic damage",1,36,2.78
183,42.854627,-4.518967,"A","4",NA,NA,100,"No damage observed",29,36,80.56
183,42.854627,-4.518967,"A","4",NA,NA,316,"Competition",7,36,19.44
189,42.847769,-4.347466,"A","1",NA,NA,100,"No damage observed",29,30,96.67
189,42.847769,-4.347466,"A","1",NA,NA,316,"Competition",1,30,3.33
191,42.83818,-4.396202,"A","3E",NA,NA,421,"Fire",2,2,100
192,42.839607,-4.273869,"A","1",NA,NA,100,"No damage observed",44,44,100
196,42.813167,-4.884886,"A","3E","A","1",100,"No damage observed",56,57,98.25
196,42.813167,-4.884886,"A","3E","A","1",316,"Competition",1,57,1.75
197,42.795166,-4.884339,"A","4","A","1",100,"No damage observed",2,2,100
199,42.777565,-4.859357,"A","3E","A","6C",100,"No damage observed",10,10,100
201,42.759364,-4.871033,"A","4",NA,NA,100,"No damage observed",25,25,100
202,42.750164,-4.882975,"A","1",NA,NA,100,"No damage observed",8,10,80
202,42.750164,-4.882975,"A","1",NA,NA,411,"Wind",2,10,20
204,42.740962,-4.894913,"A","3E","A","1",100,"No damage observed",25,26,96.15
204,42.740962,-4.894913,"A","3E","A","1",314,"Wild fauna",1,26,3.85
206,42.741363,-4.870492,"A","1",NA,NA,100,"No damage observed",14,14,100
207,42.731961,-4.894639,"A","1",NA,NA,100,"No damage observed",48,49,97.96
207,42.731961,-4.894639,"A","1",NA,NA,321,"Logging operations",1,49,2.04
208,42.732163,-4.88243,"A","1",NA,NA,100,"No damage observed",40,40,100
209,42.723162,-4.882158,"A","1",NA,NA,100,"No damage observed",17,17,100
210,42.714161,-4.881886,"A","1",NA,NA,100,"No damage observed",34,34,100
214,42.69636,-4.86914,"A","1",NA,NA,100,"No damage observed",39,40,97.5
214,42.69636,-4.86914,"A","1",NA,NA,316,"Competition",1,40,2.5
216,42.68716,-4.88107,"A","1",NA,NA,100,"No damage observed",41,45,91.11
216,42.68716,-4.88107,"A","1",NA,NA,411,"Wind",4,45,8.89
218,42.687558,-4.856669,"A","1",NA,NA,100,"No damage observed",40,40,100
220,42.668957,-4.892724,"A","1",NA,NA,100,"No damage observed",30,31,96.77
220,42.668957,-4.892724,"A","1",NA,NA,321,"Logging operations",1,31,3.23
224,42.796734,-4.786564,"A","1",NA,NA,100,"No damage observed",2,2,100
231,42.772443,-4.602519,"A","4",NA,NA,100,"No damage observed",32,36,88.89
231,42.772443,-4.602519,"A","4",NA,NA,316,"Competition",4,36,11.11
235,42.761666,-4.724451,"A","1",NA,NA,100,"No damage observed",6,7,85.71
235,42.761666,-4.724451,"A","1",NA,NA,200,"Unknown causes",1,7,14.29
238,42.763948,-4.565635,"A","4",NA,NA,100,"No damage observed",2,2,100
239,42.764114,-4.553418,"A","4C","A","4",100,"No damage observed",1,2,50
239,42.764114,-4.553418,"A","4C","A","4",316,"Competition",1,2,50
240,42.76428,-4.5412,"A","4C",NA,NA,100,"No damage observed",1,1,100
243,42.754268,-4.61427,"A","1",NA,NA,100,"No damage observed",13,32,40.62
243,42.754268,-4.61427,"A","1",NA,NA,421,"Fire",19,32,59.38
244,42.754439,-4.602055,"A","3E",NA,NA,100,"No damage observed",33,36,91.67
244,42.754439,-4.602055,"A","3E",NA,NA,316,"Competition",3,36,8.33
246,42.754778,-4.577624,"A","4","A","1",100,"No damage observed",31,35,88.57
246,42.754778,-4.577624,"A","4","A","1",316,"Competition",4,35,11.43
247,42.754946,-4.565409,"A","4C","A","1",100,"No damage observed",9,9,100
248,42.755112,-4.553193,"A","4C","A","4",100,"No damage observed",3,3,100
249,42.755277,-4.540977,"A","4C","A","4",100,"No damage observed",10,10,100
251,42.742728,-4.785012,"A","1",NA,NA,100,"No damage observed",26,27,96.3
251,42.742728,-4.785012,"A","1",NA,NA,411,"Wind",1,27,3.7
253,42.744209,-4.687314,"A","1",NA,NA,100,"No damage observed",8,10,80
253,42.744209,-4.687314,"A","1",NA,NA,200,"Unknown causes",2,10,20
254,42.745437,-4.601823,"A","4","A","1",100,"No damage observed",17,21,80.95
254,42.745437,-4.601823,"A","4","A","1",316,"Competition",3,21,14.29
254,42.745437,-4.601823,"A","4","A","1",423,"Erosion",1,21,4.76
256,42.745944,-4.565182,"A","4C",NA,NA,100,"No damage observed",4,4,100
258,42.733536,-4.796964,"A","4","A","1",100,"No damage observed",39,41,95.12
258,42.733536,-4.796964,"A","4","A","1",321,"Logging operations",2,41,4.88
261,42.736774,-4.577167,"A","4C","A","1",100,"No damage observed",8,8,100
262,42.736942,-4.564956,"A","4C","A","1",100,"No damage observed",4,8,50
262,42.736942,-4.564956,"A","4C","A","1",316,"Competition",4,8,50
264,42.724915,-4.772288,"A","1",NA,NA,100,"No damage observed",36,36,100
265,42.727772,-4.576939,"A","1",NA,NA,100,"No damage observed",29,32,90.62
265,42.727772,-4.576939,"A","1",NA,NA,316,"Competition",3,32,9.38
268,42.716103,-4.759825,"A","1",NA,NA,100,"No damage observed",13,19,68.42
268,42.716103,-4.759825,"A","1",NA,NA,311,"Insects",6,19,31.58
269,42.71877,-4.576711,"A","4",NA,NA,100,"No damage observed",20,23,86.96
269,42.71877,-4.576711,"A","4",NA,NA,316,"Competition",3,23,13.04
270,42.718938,-4.564503,"A","1",NA,NA,100,"No damage observed",37,43,86.05
270,42.718938,-4.564503,"A","1",NA,NA,316,"Competition",6,43,13.95
271,42.705953,-4.832798,"A","3E","A","1",100,"No damage observed",15,19,78.95
271,42.705953,-4.832798,"A","3E","A","1",200,"Unknown causes",4,19,21.05
272,42.706913,-4.771775,"A","1",NA,NA,100,"No damage observed",26,28,92.86
272,42.706913,-4.771775,"A","1",NA,NA,322,"Human activity",2,28,7.14
274,42.707288,-4.747365,"A","3E","A","1",100,"No damage observed",19,19,100
276,42.709258,-4.613103,"A","4C",NA,NA,316,"Competition",1,1,100
279,42.6981,-4.759316,"A","1",NA,NA,100,"No damage observed",26,26,100
284,42.689286,-4.74686,"A","1",NA,NA,100,"No damage observed",33,33,100
285,42.689471,-4.734659,"A","1",NA,NA,100,"No damage observed",43,43,100
286,42.689655,-4.722457,"A","4","A","1",100,"No damage observed",36,39,92.31
286,42.689655,-4.722457,"A","4","A","1",321,"Logging operations",3,39,7.69
288,42.690557,-4.661447,"A","1",NA,NA,200,"Unknown causes",4,4,100
289,42.690908,-4.637042,"A","1",NA,NA,100,"No damage observed",1,1,100
292,42.680098,-4.758808,"A","1",NA,NA,100,"No damage observed",24,25,96
292,42.680098,-4.758808,"A","1",NA,NA,200,"Unknown causes",1,25,4
294,42.68047,-4.734408,"A","1",NA,NA,100,"No damage observed",28,28,100
296,42.680837,-4.710008,"A","1",NA,NA,100,"No damage observed",36,37,97.3
296,42.680837,-4.710008,"A","1",NA,NA,316,"Competition",1,37,2.7
299,42.670529,-4.795147,"A","1",NA,NA,100,"No damage observed",45,51,88.24
299,42.670529,-4.795147,"A","1",NA,NA,200,"Unknown causes",1,51,1.96
299,42.670529,-4.795147,"A","1",NA,NA,316,"Competition",5,51,9.8
300,42.670719,-4.78295,"A","1",NA,NA,100,"No damage observed",36,36,100
302,42.671283,-4.746356,"A","3E",NA,NA,100,"No damage observed",23,25,92
302,42.671283,-4.746356,"A","3E",NA,NA,321,"Logging operations",2,25,8
304,42.671652,-4.72196,"A","1",NA,NA,100,"No damage observed",43,43,100
306,42.672197,-4.685364,"A","3E","A","1",100,"No damage observed",14,15,93.33
306,42.672197,-4.685364,"A","3E","A","1",316,"Competition",1,15,6.67
311,42.67376,-4.575573,"A","4",NA,NA,311,"Insects",1,1,100
313,42.818619,-4.518085,"A","4C","A","1",100,"No damage observed",8,8,100
319,42.794038,-4.321844,"A","1",NA,NA,100,"No damage observed",33,33,100
320,42.794317,-4.297395,"A","1",NA,NA,100,"No damage observed",22,23,95.65
320,42.794317,-4.297395,"A","1",NA,NA,316,"Competition",1,23,4.35
321,42.78261,-4.517205,"A","1",NA,NA,100,"No damage observed",25,32,78.12
321,42.78261,-4.517205,"A","1",NA,NA,311,"Insects",4,32,12.5
321,42.78261,-4.517205,"A","1",NA,NA,316,"Competition",3,32,9.38
325,42.764606,-4.516765,"A","4C","A","1",100,"No damage observed",5,5,100
326,42.764927,-4.49233,"A","3E",NA,NA,100,"No damage observed",4,7,57.14
326,42.764927,-4.49233,"A","3E",NA,NA,316,"Competition",3,7,42.86
327,42.765243,-4.467894,"A","1","A","1",100,"No damage observed",21,26,80.77
327,42.765243,-4.467894,"A","1","A","1",316,"Competition",5,26,19.23
330,42.755765,-4.50433,"A","1",NA,NA,100,"No damage observed",16,16,100
332,42.756083,-4.479897,"A","1",NA,NA,100,"No damage observed",23,28,82.14
332,42.756083,-4.479897,"A","1",NA,NA,316,"Competition",5,28,17.86
333,42.757305,-4.382164,"A","4C","A","1",100,"No damage observed",2,2,100
335,42.746601,-4.516326,"A","1",NA,NA,100,"No damage observed",1,1,100
336,42.746922,-4.491898,"A","4",NA,NA,100,"No damage observed",29,30,96.67
336,42.746922,-4.491898,"A","4",NA,NA,316,"Competition",1,30,3.33
339,42.748302,-4.381964,"A","1",NA,NA,100,"No damage observed",43,46,93.48
339,42.748302,-4.381964,"A","1",NA,NA,316,"Competition",3,46,6.52
341,42.749845,-4.247591,"A","1",NA,NA,100,"No damage observed",10,10,100
342,42.739002,-4.406191,"A","4C","A","1",100,"No damage observed",3,3,100
343,42.739151,-4.393978,"A","4",NA,NA,100,"No damage observed",7,10,70
343,42.739151,-4.393978,"A","4",NA,NA,316,"Competition",3,10,30
344,42.740299,-4.296268,"A","4","A","1",100,"No damage observed",41,42,97.62
344,42.740299,-4.296268,"A","4","A","1",311,"Insects",1,42,2.38
346,42.741235,-4.210767,"A","4",NA,NA,100,"No damage observed",26,26,100
353,42.713698,-4.259079,"A","1",NA,NA,100,"No damage observed",7,7,100
355,42.702991,-4.405378,"A","4C","A","1",100,"No damage observed",10,10,100
357,42.70456,-4.271104,"A","1",NA,NA,100,"No damage observed",5,5,100
359,42.695004,-4.319741,"A","1","A","4",100,"No damage observed",19,23,82.61
359,42.695004,-4.319741,"A","1","A","4",316,"Competition",4,23,17.39
361,42.683746,-4.50259,"A","1",NA,NA,100,"No damage observed",33,35,94.29
361,42.683746,-4.50259,"A","1",NA,NA,316,"Competition",1,35,2.86
361,42.683746,-4.50259,"A","1",NA,NA,321,"Logging operations",1,35,2.86
364,42.68586,-4.331754,"A","4","A","1",100,"No damage observed",36,46,78.26
364,42.68586,-4.331754,"A","4","A","1",313,"Epiphytic plants",1,46,2.17
364,42.68586,-4.331754,"A","4","A","1",316,"Competition",9,46,19.57
366,42.68628,-4.295144,"A","4",NA,NA,100,"No damage observed",14,20,70
366,42.68628,-4.295144,"A","4",NA,NA,316,"Competition",6,20,30
369,42.677277,-4.294957,"A","4","A","1",100,"No damage observed",18,23,78.26
369,42.677277,-4.294957,"A","4","A","1",316,"Competition",5,23,21.74
381,42.659957,-4.892451,"A","1",NA,NA,100,"No damage observed",29,29,100
383,42.650956,-4.892178,"A","4",NA,NA,100,"No damage observed",17,17,100
385,42.641955,-4.891905,"A","1","A","4",100,"No damage observed",42,42,100
387,42.642356,-4.867522,"A","1",NA,NA,100,"No damage observed",24,25,96
387,42.642356,-4.867522,"A","1",NA,NA,311,"Insects",1,25,4
388,42.632955,-4.891632,"A","1","A","4",100,"No damage observed",41,41,100
389,42.633156,-4.879442,"A","1",NA,NA,100,"No damage observed",28,28,100
393,42.624155,-4.879171,"A","1",NA,NA,100,"No damage observed",23,24,95.83
393,42.624155,-4.879171,"A","1",NA,NA,321,"Logging operations",1,24,4.17
394,42.624354,-4.866984,"A","1",NA,NA,100,"No damage observed",50,50,100
395,42.614953,-4.891087,"A","1",NA,NA,100,"No damage observed",31,33,93.94
395,42.614953,-4.891087,"A","1",NA,NA,200,"Unknown causes",1,33,3.03
395,42.614953,-4.891087,"A","1",NA,NA,316,"Competition",1,33,3.03
399,42.605953,-4.890814,"A","1",NA,NA,100,"No damage observed",42,42,100
400,42.606153,-4.87863,"A","4","A","1",100,"No damage observed",24,25,96
400,42.606153,-4.87863,"A","4","A","1",200,"Unknown causes",1,25,4
401,42.60655,-4.854261,"A","1",NA,NA,100,"No damage observed",34,35,97.14
401,42.60655,-4.854261,"A","1",NA,NA,411,"Wind",1,35,2.86
406,42.578951,-4.889998,"A","1",NA,NA,100,"No damage observed",22,22,100
409,42.543148,-4.876739,"A","4","A","1",100,"No damage observed",32,33,96.97
409,42.543148,-4.876739,"A","4","A","1",200,"Unknown causes",1,33,3.03
410,42.543346,-4.864567,"A","4","A","1",100,"No damage observed",26,26,100
413,42.524946,-4.888369,"A","1",NA,NA,100,"No damage observed",36,36,100
414,42.525344,-4.864031,"A","1",NA,NA,100,"No damage observed",27,28,96.43
414,42.525344,-4.864031,"A","1",NA,NA,316,"Competition",1,28,3.57
415,42.515945,-4.888098,"A","1",NA,NA,100,"No damage observed",25,25,100
417,42.507342,-4.863496,"A","4","A","1",100,"No damage observed",35,36,97.22
417,42.507342,-4.863496,"A","4","A","1",200,"Unknown causes",1,36,2.78
419,42.663374,-4.672924,"A","1",NA,NA,100,"No damage observed",5,5,100
420,42.663552,-4.660727,"A","3E","A","1",100,"No damage observed",19,19,100
422,42.66459,-4.587543,"A","1",NA,NA,316,"Competition",3,3,100
423,42.664758,-4.575345,"A","1",NA,NA,100,"No damage observed",19,22,86.36
423,42.664758,-4.575345,"A","1",NA,NA,316,"Competition",1,22,4.55
423,42.664758,-4.575345,"A","1",NA,NA,321,"Logging operations",2,22,9.09
426,42.65328,-4.745852,"A","3E",NA,NA,100,"No damage observed",10,10,100
428,42.65455,-4.660488,"A","1",NA,NA,100,"No damage observed",33,33,100
429,42.655075,-4.623901,"A","4",NA,NA,100,"No damage observed",8,9,88.89
429,42.655075,-4.623901,"A","4",NA,NA,316,"Competition",1,9,11.11
430,42.655587,-4.587314,"A","1",NA,NA,100,"No damage observed",21,23,91.3
430,42.655587,-4.587314,"A","1",NA,NA,316,"Competition",1,23,4.35
430,42.655587,-4.587314,"A","1",NA,NA,321,"Logging operations",1,23,4.35
432,42.655923,-4.562922,"A","1",NA,NA,100,"No damage observed",30,33,90.91
432,42.655923,-4.562922,"A","1",NA,NA,316,"Competition",3,33,9.09
434,42.643716,-4.782178,"A","3E","A","1",100,"No damage observed",30,33,90.91
434,42.643716,-4.782178,"A","3E","A","1",200,"Unknown causes",1,33,3.03
434,42.643716,-4.782178,"A","3E","A","1",310,"Fungi",1,33,3.03
434,42.643716,-4.782178,"A","3E","A","1",411,"Wind",1,33,3.03
435,42.643905,-4.769986,"A","1",NA,NA,100,"No damage observed",39,42,92.86
435,42.643905,-4.769986,"A","1",NA,NA,321,"Logging operations",3,42,7.14
437,42.644279,-4.7456,"A","1",NA,NA,100,"No damage observed",39,39,100
438,42.644464,-4.733407,"A","1",NA,NA,100,"No damage observed",26,26,100
440,42.646585,-4.587085,"A","1",NA,NA,100,"No damage observed",22,28,78.57
440,42.646585,-4.587085,"A","1",NA,NA,316,"Competition",6,28,21.43
443,42.634714,-4.781921,"A","1",NA,NA,100,"No damage observed",47,47,100
444,42.635463,-4.733158,"A","4","A","1",100,"No damage observed",33,33,100
445,42.63619,-4.684392,"A","4","A","1",314,"Wild fauna",1,1,100
446,42.636722,-4.647817,"A","1",NA,NA,100,"No damage observed",19,25,76
446,42.636722,-4.647817,"A","1",NA,NA,316,"Competition",6,25,24
447,42.637919,-4.562471,"A","1",NA,NA,100,"No damage observed",12,22,54.55
447,42.637919,-4.562471,"A","1",NA,NA,300,"Biotic damage",5,22,22.73
447,42.637919,-4.562471,"A","1",NA,NA,316,"Competition",5,22,22.73
448,42.638084,-4.550278,"A","4","A","1",100,"No damage observed",11,16,68.75
448,42.638084,-4.550278,"A","4","A","1",316,"Competition",5,16,31.25
449,42.625523,-4.793853,"A","4","A","1",100,"No damage observed",36,36,100
450,42.626461,-4.732908,"A","1",NA,NA,100,"No damage observed",52,52,100
451,42.626645,-4.720718,"A","1",NA,NA,100,"No damage observed",54,56,96.43
451,42.626645,-4.720718,"A","1",NA,NA,316,"Competition",1,56,1.79
451,42.626645,-4.720718,"A","1",NA,NA,411,"Wind",1,56,1.79
455,42.628916,-4.562246,"A","4","A","1",100,"No damage observed",12,14,85.71
455,42.628916,-4.562246,"A","4","A","1",316,"Competition",2,14,14.29
456,42.629082,-4.550055,"A","4","A","1",100,"No damage observed",27,40,67.5
456,42.629082,-4.550055,"A","4","A","1",300,"Biotic damage",1,40,2.5
456,42.629082,-4.550055,"A","4","A","1",316,"Competition",12,40,30
459,42.618893,-4.635154,"A","4","A","1",300,"Biotic damage",1,1,100
460,42.619747,-4.57421,"A","1",NA,NA,100,"No damage observed",4,10,40
460,42.619747,-4.57421,"A","1",NA,NA,316,"Competition",6,10,60
462,42.62008,-4.549832,"A","1",NA,NA,100,"No damage observed",35,40,87.5
462,42.62008,-4.549832,"A","1",NA,NA,316,"Competition",5,40,12.5
464,42.606747,-4.842076,"A","4C","A","4",100,"No damage observed",15,15,100
466,42.610745,-4.573983,"A","4","A","1",100,"No damage observed",26,28,92.86
466,42.610745,-4.573983,"A","4","A","1",316,"Competition",2,28,7.14
467,42.611077,-4.549608,"A","1","A","4",100,"No damage observed",37,41,90.24
467,42.611077,-4.549608,"A","1","A","4",316,"Competition",4,41,9.76
469,42.597746,-4.841811,"A","1",NA,NA,100,"No damage observed",43,44,97.73
469,42.597746,-4.841811,"A","1",NA,NA,316,"Competition",1,44,2.27
471,42.598709,-4.780894,"A","1",NA,NA,100,"No damage observed",22,23,95.65
471,42.598709,-4.780894,"A","1",NA,NA,316,"Competition",1,23,4.35
474,42.602239,-4.537199,"A","4","A","1",100,"No damage observed",14,14,100
476,42.590271,-4.744092,"A","1","A","4",100,"No damage observed",44,45,97.78
476,42.590271,-4.744092,"A","1","A","4",316,"Competition",1,45,2.22
477,42.590639,-4.719727,"A","1",NA,NA,100,"No damage observed",51,51,100
480,42.593073,-4.549162,"A","1",NA,NA,100,"No damage observed",21,25,84
480,42.593073,-4.549162,"A","1",NA,NA,316,"Competition",4,25,16
481,42.593237,-4.536978,"A","1",NA,NA,100,"No damage observed",9,9,100
483,42.58407,-4.548939,"A","4",NA,NA,100,"No damage observed",33,34,97.06
483,42.58407,-4.548939,"A","4",NA,NA,316,"Competition",1,34,2.94
484,42.584234,-4.536757,"A","1",NA,NA,100,"No damage observed",30,36,83.33
484,42.584234,-4.536757,"A","1",NA,NA,316,"Competition",6,36,16.67
488,42.575395,-4.524355,"A","4","A","4",100,"No damage observed",30,31,96.77
488,42.575395,-4.524355,"A","4","A","4",316,"Competition",1,31,3.23
491,42.5659,-4.560672,"A","4",NA,NA,100,"No damage observed",23,25,92
491,42.5659,-4.560672,"A","4",NA,NA,316,"Competition",2,25,8
492,42.56623,-4.536315,"A","4","A","1",100,"No damage observed",14,15,93.33
492,42.56623,-4.536315,"A","4","A","1",316,"Competition",1,15,6.67
493,42.566392,-4.524136,"A","4",NA,NA,100,"No damage observed",23,28,82.14
493,42.566392,-4.524136,"A","4",NA,NA,316,"Competition",5,28,17.86
496,42.55739,-4.523917,"A","4","A","1",100,"No damage observed",17,17,100
497,42.545263,-4.742838,"A","4","A","1",100,"No damage observed",21,22,95.45
497,42.545263,-4.742838,"A","4","A","1",200,"Unknown causes",1,22,4.55
498,42.545448,-4.730665,"A","1",NA,NA,100,"No damage observed",31,33,93.94
498,42.545448,-4.730665,"A","1",NA,NA,200,"Unknown causes",2,33,6.06
500,42.548225,-4.535873,"A","4",NA,NA,100,"No damage observed",34,34,100
501,42.548387,-4.523698,"A","1",NA,NA,100,"No damage observed",19,19,100
503,42.539222,-4.535652,"A","4","A","4",100,"No damage observed",28,28,100
