"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","IdDamageNFI3","DamageNFI3","TreesDamNFI3","TotalTreesNFI3","PercentageDamageNFI3"
507,42.516541,-4.851597,"A","4",NA,NA,100,"No damage observed",33,34,97.06
507,42.516541,-4.851597,"A","4",NA,NA,200,"Unknown causes",1,34,2.94
509,42.50754,-4.851331,"A","4","A","1",100,"No damage observed",28,28,100
513,42.511213,-4.607999,"A","4","A","1",100,"No damage observed",41,41,100
517,42.502717,-4.57127,"A","1",NA,NA,100,"No damage observed",16,16,100
518,42.657522,-4.440955,"A","1",NA,NA,100,"No damage observed",21,21,100
520,42.657827,-4.416561,"A","4C","A","1",100,"No damage observed",1,1,100
521,42.638734,-4.501507,"A","1",NA,NA,100,"No damage observed",25,25,100
524,42.630048,-4.476907,"A","3E","A","1",100,"No damage observed",10,10,100
531,42.584559,-4.512392,"A","1",NA,NA,100,"No damage observed",6,7,85.71
531,42.584559,-4.512392,"A","1",NA,NA,316,"Competition",1,7,14.29
535,42.576033,-4.475632,"A","1",NA,NA,100,"No damage observed",16,20,80
535,42.576033,-4.475632,"A","1",NA,NA,316,"Competition",4,20,20
538,42.576801,-4.414725,"A","1",NA,NA,100,"No damage observed",26,27,96.3
538,42.576801,-4.414725,"A","1",NA,NA,316,"Competition",1,27,3.7
540,42.56703,-4.475419,"A","4","A","1",100,"No damage observed",34,36,94.44
540,42.56703,-4.475419,"A","4","A","1",316,"Competition",2,36,5.56
541,42.567186,-4.46324,"A","4","A","1",100,"No damage observed",24,29,82.76
541,42.567186,-4.46324,"A","4","A","1",316,"Competition",1,29,3.45
541,42.567186,-4.46324,"A","4","A","1",321,"Logging operations",1,29,3.45
541,42.567186,-4.46324,"A","4","A","1",421,"Fire",3,29,10.34
543,42.567647,-4.426701,"A","1",NA,NA,100,"No damage observed",31,36,86.11
543,42.567647,-4.426701,"A","1",NA,NA,316,"Competition",5,36,13.89
544,42.567948,-4.402342,"A","1",NA,NA,100,"No damage observed",19,27,70.37
544,42.567948,-4.402342,"A","1",NA,NA,316,"Competition",3,27,11.11
544,42.567948,-4.402342,"A","1",NA,NA,421,"Fire",5,27,18.52
545,42.568096,-4.390162,"A","4","A","1",100,"No damage observed",24,25,96
545,42.568096,-4.390162,"A","4","A","1",316,"Competition",1,25,4
547,42.557551,-4.51174,"A","4","A","1",100,"No damage observed",24,24,100
548,42.557711,-4.499562,"A","1",NA,NA,100,"No damage observed",28,30,93.33
548,42.557711,-4.499562,"A","1",NA,NA,200,"Unknown causes",2,30,6.67
550,42.548549,-4.511522,"A","1",NA,NA,100,"No damage observed",29,29,100
552,42.549181,-4.462819,"A","4",NA,NA,100,"No damage observed",3,3,100
554,42.530543,-4.511088,"A","1",NA,NA,100,"No damage observed",24,25,96
554,42.530543,-4.511088,"A","1",NA,NA,200,"Unknown causes",1,25,4
559,42.512856,-4.486317,"A","1","A","4",100,"No damage observed",18,22,81.82
559,42.512856,-4.486317,"A","1","A","4",200,"Unknown causes",1,22,4.55
559,42.512856,-4.486317,"A","1","A","4",310,"Fungi",3,22,13.64
560,42.513014,-4.474148,"A","4C","A","1",100,"No damage observed",14,15,93.33
560,42.513014,-4.474148,"A","4C","A","1",200,"Unknown causes",1,15,6.67
562,42.515217,-4.291605,"A","4","A","1",100,"No damage observed",1,1,100
566,42.480141,-4.874855,"A","4",NA,NA,100,"No damage observed",20,20,100
567,42.480339,-4.862695,"A","1",NA,NA,100,"No damage observed",20,20,100
568,42.47114,-4.874586,"A","1",NA,NA,100,"No damage observed",28,28,100
569,42.462139,-4.874317,"A","4","A","1",100,"No damage observed",22,22,100
571,42.452939,-4.886203,"A","4","A","1",100,"No damage observed",19,22,86.36
571,42.452939,-4.886203,"A","4","A","1",200,"Unknown causes",3,22,13.64
572,42.453138,-4.874049,"A","4",NA,NA,100,"No damage observed",16,16,100
573,42.453336,-4.861894,"A","1","A","1",100,"No damage observed",1,1,100
575,42.435136,-4.873512,"A","1","A","1",100,"No damage observed",8,8,100
577,42.408133,-4.872708,"A","1","A","1",100,"No damage observed",9,9,100
579,42.398732,-4.896729,"A","4",NA,NA,421,"Fire",4,4,100
580,42.381129,-4.871905,"A","1","A","4",100,"No damage observed",2,2,100
582,42.489538,-4.8508,"A","4",NA,NA,100,"No damage observed",45,46,97.83
582,42.489538,-4.8508,"A","4",NA,NA,316,"Competition",1,46,2.17
585,42.480536,-4.850534,"A","1",NA,NA,100,"No damage observed",42,45,93.33
585,42.480536,-4.850534,"A","1",NA,NA,316,"Competition",3,45,6.67
586,42.484713,-4.570819,"A","1","A","1",100,"No damage observed",13,13,100
587,42.484879,-4.558656,"A","1",NA,NA,100,"No damage observed",22,22,100
588,42.471535,-4.850269,"A","4",NA,NA,100,"No damage observed",29,29,100
591,42.462924,-4.82569,"A","1",NA,NA,100,"No damage observed",20,20,100
592,42.453533,-4.849739,"A","4","A","1",100,"No damage observed",41,41,100
594,42.444532,-4.849474,"A","4",NA,NA,100,"No damage observed",14,15,93.33
594,42.444532,-4.849474,"A","4",NA,NA,200,"Unknown causes",1,15,6.67
598,42.399526,-4.848151,"A","4",NA,NA,100,"No damage observed",2,2,100
604,42.363521,-4.847095,"A","4",NA,NA,100,"No damage observed",37,37,100
605,42.363716,-4.834958,"A","4",NA,NA,100,"No damage observed",22,22,100
608,42.354714,-4.834696,"A","1",NA,NA,100,"No damage observed",19,19,100
611,42.345906,-4.822299,"A","1","A","1",100,"No damage observed",16,16,100
616,42.486005,-4.473514,"A","1","A","4",100,"No damage observed",12,14,85.71
616,42.486005,-4.473514,"A","1","A","4",200,"Unknown causes",2,14,14.29
621,42.468765,-4.412289,"A","1",NA,NA,100,"No damage observed",21,21,100
624,42.460779,-4.326973,"A","1",NA,NA,100,"No damage observed",20,20,100
625,42.460919,-4.314813,"A","4","A","1",100,"No damage observed",19,22,86.36
625,42.460919,-4.314813,"A","4","A","1",200,"Unknown causes",3,22,13.64
628,42.451634,-4.33894,"A","4","A","1",100,"No damage observed",24,24,100
629,42.451776,-4.326783,"A","1","A","1",100,"No damage observed",40,40,100
630,42.442772,-4.326593,"A","4C",NA,NA,100,"No damage observed",13,13,100
1015,42.916811,-4.581752,"N","N","A","4",300,"Biotic damage",8,8,100
1016,42.904163,-4.826411,"N","N","A","1",100,"No damage observed",3,3,100
1017,42.908476,-4.532539,"N","N",NA,NA,100,"No damage observed",57,60,95
1017,42.908476,-4.532539,"N","N",NA,NA,300,"Biotic damage",1,60,1.67
1017,42.908476,-4.532539,"N","N",NA,NA,310,"Fungi",1,60,1.67
1017,42.908476,-4.532539,"N","N",NA,NA,316,"Competition",1,60,1.67
1018,42.895743,-4.789421,"N","N","A","1",100,"No damage observed",7,7,100
1019,42.898467,-4.605779,"N","N",NA,NA,100,"No damage observed",21,26,80.77
1019,42.898467,-4.605779,"N","N",NA,NA,310,"Fungi",3,26,11.54
1019,42.898467,-4.605779,"N","N",NA,NA,316,"Competition",2,26,7.69
1021,42.877741,-4.7889,"N","N","A","1",100,"No damage observed",20,22,90.91
1021,42.877741,-4.7889,"N","N","A","1",300,"Biotic damage",2,22,9.09
1022,42.880635,-4.593072,"N","N","A","1",100,"No damage observed",5,5,100
1025,42.850354,-4.812586,"N","N","A","1",100,"No damage observed",15,15,100
1026,42.850739,-4.78812,"N","N",NA,NA,100,"No damage observed",28,28,100
1027,42.841929,-4.775629,"N","N","A","1",300,"Biotic damage",2,2,100
1031,42.836296,-4.542989,"N","N","A","1",100,"No damage observed",35,36,97.22
1031,42.836296,-4.542989,"N","N","A","1",310,"Fungi",1,36,2.78
1036,42.95491,-4.423357,"N","N",NA,NA,100,"No damage observed",17,28,60.71
1036,42.95491,-4.423357,"N","N",NA,NA,316,"Competition",11,28,39.29
1037,42.945445,-4.459911,"N","N","A","1",100,"No damage observed",25,30,83.33
1037,42.945445,-4.459911,"N","N","A","1",316,"Competition",3,30,10
1037,42.945445,-4.459911,"N","N","A","1",400,"Abiotic damage",2,30,6.67
1038,42.936286,-4.471951,"N","N",NA,NA,316,"Competition",1,12,8.33
1038,42.936286,-4.471951,"N","N",NA,NA,421,"Fire",11,12,91.67
1039,42.926805,-4.508486,"N","N","A","1",100,"No damage observed",36,37,97.3
1039,42.926805,-4.508486,"N","N","A","1",400,"Abiotic damage",1,37,2.7
1040,42.927126,-4.483986,"N","N","A","1",100,"No damage observed",7,7,100
1041,42.928205,-4.398234,"N","N","A","1",100,"No damage observed",38,52,73.08
1041,42.928205,-4.398234,"N","N","A","1",316,"Competition",13,52,25
1041,42.928205,-4.398234,"N","N","A","1",400,"Abiotic damage",1,52,1.92
1042,42.917641,-4.520514,"N","N","A","1",100,"No damage observed",20,30,66.67
1042,42.917641,-4.520514,"N","N","A","1",300,"Biotic damage",3,30,10
1042,42.917641,-4.520514,"N","N","A","1",316,"Competition",5,30,16.67
1042,42.917641,-4.520514,"N","N","A","1",421,"Fire",2,30,6.67
1048,42.902352,-4.299658,"N","N","A","1",100,"No damage observed",9,9,100
1050,42.882115,-4.482907,"N","N",NA,NA,421,"Fire",1,1,100
1051,42.874921,-4.335813,"N","N","A","4",100,"No damage observed",3,4,75
1051,42.874921,-4.335813,"N","N","A","4",316,"Competition",1,4,25
1053,42.865188,-4.396811,"N","N","A","1",100,"No damage observed",19,23,82.61
1053,42.865188,-4.396811,"N","N","A","1",316,"Competition",3,23,13.04
1053,42.865188,-4.396811,"N","N","A","1",400,"Abiotic damage",1,23,4.35
1054,42.857058,-4.323188,"N","N",NA,NA,100,"No damage observed",21,23,91.3
1054,42.857058,-4.323188,"N","N",NA,NA,316,"Competition",2,23,8.7
1055,42.846106,-4.482045,"N","N","A","1",100,"No damage observed",32,34,94.12
1055,42.846106,-4.482045,"N","N","A","1",316,"Competition",2,34,5.88
1057,42.836785,-4.506294,"N","N","A","1",100,"No damage observed",6,6,100
1058,42.839332,-4.298336,"N","N",NA,NA,100,"No damage observed",21,23,91.3
1058,42.839332,-4.298336,"N","N",NA,NA,316,"Competition",2,23,8.7
1059,42.840654,-4.175996,"N","N","A","1",100,"No damage observed",17,17,100
1060,42.841025,-4.139293,"N","N","A","1",100,"No damage observed",34,34,100
1061,42.822567,-4.860706,"N","N",NA,NA,100,"No damage observed",5,5,100
1062,42.804566,-4.860166,"N","N",NA,NA,100,"No damage observed",24,24,100
1064,42.74935,-4.931824,"N","N",NA,NA,100,"No damage observed",22,30,73.33
1064,42.74935,-4.931824,"N","N",NA,NA,200,"Unknown causes",8,30,26.67
1065,42.832737,-4.787601,"N","N","A","4",100,"No damage observed",2,3,66.67
1065,42.832737,-4.787601,"N","N","A","4",300,"Biotic damage",1,3,33.33
1066,42.82449,-4.73843,"N","N",NA,NA,100,"No damage observed",26,28,92.86
1066,42.82449,-4.73843,"N","N",NA,NA,310,"Fungi",1,28,3.57
1066,42.82449,-4.73843,"N","N",NA,NA,316,"Competition",1,28,3.57
1067,42.825041,-4.701745,"N","N",NA,NA,100,"No damage observed",17,20,85
1067,42.825041,-4.701745,"N","N",NA,NA,316,"Competition",3,20,15
1068,42.813962,-4.835985,"N","N","A","4",100,"No damage observed",3,7,42.86
1068,42.813962,-4.835985,"N","N","A","4",200,"Unknown causes",2,7,28.57
1068,42.813962,-4.835985,"N","N","A","4",316,"Competition",2,7,28.57
1070,42.814926,-4.774856,"N","N","A","1",100,"No damage observed",7,14,50
1070,42.814926,-4.774856,"N","N","A","1",421,"Fire",7,14,50
1072,42.805156,-4.823495,"N","N","A","1",100,"No damage observed",42,51,82.35
1072,42.805156,-4.823495,"N","N","A","1",310,"Fungi",2,51,3.92
1072,42.805156,-4.823495,"N","N","A","1",316,"Competition",7,51,13.73
1073,42.806301,-4.75015,"N","N","A","1",100,"No damage observed",40,44,90.91
1073,42.806301,-4.75015,"N","N","A","1",310,"Fungi",2,44,4.55
1073,42.806301,-4.75015,"N","N","A","1",316,"Competition",2,44,4.55
1074,42.807577,-4.664576,"N","N",NA,NA,100,"No damage observed",10,15,66.67
1074,42.807577,-4.664576,"N","N",NA,NA,310,"Fungi",5,15,33.33
1076,42.789036,-4.700758,"N","N","A","1",100,"No damage observed",1,10,10
1076,42.789036,-4.700758,"N","N","A","1",300,"Biotic damage",9,10,90
1077,42.790102,-4.627428,"N","N",NA,NA,100,"No damage observed",8,9,88.89
1077,42.790102,-4.627428,"N","N",NA,NA,300,"Biotic damage",1,9,11.11
1079,42.778922,-4.773827,"N","N",NA,NA,100,"No damage observed",2,11,18.18
1079,42.778922,-4.773827,"N","N",NA,NA,200,"Unknown causes",9,11,81.82
1081,42.770297,-4.749136,"N","N",NA,NA,100,"No damage observed",7,9,77.78
1081,42.770297,-4.749136,"N","N",NA,NA,200,"Unknown causes",2,9,22.22
1083,42.763611,-4.59007,"N","N","A","1",100,"No damage observed",50,54,92.59
1083,42.763611,-4.59007,"N","N","A","1",316,"Competition",4,54,7.41
1084,42.753211,-4.687559,"N","N","A","1",100,"No damage observed",7,26,26.92
1084,42.753211,-4.687559,"N","N","A","1",200,"Unknown causes",19,26,73.08
1085,42.74176,-4.846069,"N","N",NA,NA,100,"No damage observed",20,25,80
1085,42.74176,-4.846069,"N","N",NA,NA,200,"Unknown causes",3,25,12
1085,42.74176,-4.846069,"N","N",NA,NA,316,"Competition",1,25,4
1085,42.74176,-4.846069,"N","N",NA,NA,411,"Wind",1,25,4
1086,42.745093,-4.62625,"N","N","A","1",100,"No damage observed",6,11,54.55
1086,42.745093,-4.62625,"N","N","A","1",316,"Competition",5,11,45.45
1087,42.735387,-4.674859,"N","N",NA,NA,100,"No damage observed",17,18,94.44
1087,42.735387,-4.674859,"N","N",NA,NA,200,"Unknown causes",1,18,5.56
1088,42.726026,-4.699035,"N","N",NA,NA,100,"No damage observed",7,7,100
1089,42.715148,-4.820857,"N","N",NA,NA,100,"No damage observed",4,6,66.67
1089,42.715148,-4.820857,"N","N",NA,NA,200,"Unknown causes",2,6,33.33
1090,42.717205,-4.686582,"N","N",NA,NA,100,"No damage observed",8,8,100
1091,42.70856,-4.661927,"N","N","A","1",100,"No damage observed",19,23,82.61
1091,42.70856,-4.661927,"N","N","A","1",200,"Unknown causes",4,23,17.39
1093,42.699735,-4.649483,"N","N",NA,NA,100,"No damage observed",5,5,100
1098,42.829326,-4.383768,"N","N",NA,NA,100,"No damage observed",17,18,94.44
1098,42.829326,-4.383768,"N","N",NA,NA,200,"Unknown causes",1,18,5.56
1100,42.810566,-4.444504,"N","N","A","1",100,"No damage observed",14,19,73.68
1100,42.810566,-4.444504,"N","N","A","1",200,"Unknown causes",1,19,5.26
1100,42.810566,-4.444504,"N","N","A","1",316,"Competition",4,19,21.05
1101,42.811321,-4.383367,"N","N","A","1",100,"No damage observed",2,3,66.67
1101,42.811321,-4.383367,"N","N","A","1",322,"Human activity",1,3,33.33
1105,42.784015,-4.40721,"N","N","A","1",100,"No damage observed",1,1,100
1110,42.738078,-4.479469,"N","N",NA,NA,100,"No damage observed",30,33,90.91
1110,42.738078,-4.479469,"N","N",NA,NA,316,"Competition",3,33,9.09
1113,42.723228,-4.210417,"N","N","A","1",100,"No damage observed",21,28,75
1113,42.723228,-4.210417,"N","N","A","1",316,"Competition",7,28,25
1117,42.692908,-4.490604,"N","N","A","1",100,"No damage observed",4,4,100
1120,42.813769,-4.163255,"N","N",NA,NA,100,"No damage observed",4,4,100
1121,42.805487,-4.089721,"N","N",NA,NA,100,"No damage observed",17,17,100
1122,42.787125,-4.126078,"N","N","A","1",100,"No damage observed",16,25,64
1122,42.787125,-4.126078,"N","N","A","1",313,"Epiphytic plants",7,25,28
1122,42.787125,-4.126078,"N","N","A","1",316,"Competition",2,25,8
1126,42.656416,-4.526333,"N","N","A","1",100,"No damage observed",1,1,100
1127,42.647251,-4.538308,"N","N","A","1",100,"No damage observed",1,2,50
1127,42.647251,-4.538308,"N","N","A","1",316,"Competition",1,2,50
1132,42.591182,-4.683179,"N","N",NA,NA,100,"No damage observed",3,3,100
1134,42.580707,-4.780382,"N","N","A","1",421,"Fire",8,8,100
1135,42.573534,-4.658336,"N","N",NA,NA,100,"No damage observed",1,5,20
1135,42.573534,-4.658336,"N","N",NA,NA,200,"Unknown causes",4,5,80
1137,42.563266,-4.743339,"N","N","A","1",100,"No damage observed",22,26,84.62
1137,42.563266,-4.743339,"N","N","A","1",200,"Unknown causes",1,26,3.85
1137,42.563266,-4.743339,"N","N","A","1",316,"Competition",3,26,11.54
1138,42.554815,-4.706563,"N","N",NA,NA,100,"No damage observed",3,3,100
1139,42.546528,-4.657621,"N","N",NA,NA,100,"No damage observed",8,8,100
1140,42.536811,-4.706072,"N","N","A","1",100,"No damage observed",3,7,42.86
1140,42.536811,-4.706072,"N","N","A","1",200,"Unknown causes",4,7,57.14
1141,42.53839,-4.596519,"N","N","A","1",100,"No damage observed",4,6,66.67
1141,42.53839,-4.596519,"N","N","A","1",200,"Unknown causes",2,6,33.33
1142,42.528347,-4.669316,"N","N","A","1",100,"No damage observed",8,10,80
1142,42.528347,-4.669316,"N","N","A","1",200,"Unknown causes",2,10,20
1143,42.529046,-4.620632,"N","N",NA,NA,100,"No damage observed",2,2,100
1146,42.666215,-4.465561,"N","N","A","1",100,"No damage observed",1,1,100
1148,42.650267,-4.294396,"N","N",NA,NA,100,"No damage observed",7,9,77.78
1148,42.650267,-4.294396,"N","N",NA,NA,316,"Competition",2,9,22.22
1154,42.540333,-4.450435,"N","N",NA,NA,100,"No damage observed",1,1,100
1156,42.531635,-4.425881,"N","N",NA,NA,100,"No damage observed",1,1,100
1157,42.533086,-4.30415,"N","N",NA,NA,100,"No damage observed",7,7,100
1158,42.523803,-4.328306,"N","N","A","1",100,"No damage observed",3,3,100
1160,42.51363,-4.425472,"N","N","A","1",100,"No damage observed",1,1,100
1161,42.504475,-4.437435,"N","N","A","1",100,"No damage observed",22,22,100
1162,42.505796,-4.327925,"N","N",NA,NA,100,"No damage observed",1,1,100
1164,42.479941,-4.887014,"N","N","A","1",100,"No damage observed",11,14,78.57
1164,42.479941,-4.887014,"N","N","A","1",200,"Unknown causes",3,14,21.43
1166,42.390328,-4.86003,"N","N","A","1",100,"No damage observed",23,24,95.83
1166,42.390328,-4.86003,"N","N","A","1",200,"Unknown causes",1,24,4.17
1167,42.466874,-4.558209,"N","N","A","1",100,"No damage observed",31,31,100
1176,42.49721,-4.291234,"N","N",NA,NA,100,"No damage observed",2,7,28.57
1176,42.49721,-4.291234,"N","N",NA,NA,200,"Unknown causes",5,7,71.43
1177,42.486921,-4.40053,"N","N","A","1",100,"No damage observed",4,5,80
1177,42.486921,-4.40053,"N","N","A","1",300,"Biotic damage",1,5,20
1178,42.479203,-4.290864,"N","N",NA,NA,100,"No damage observed",9,9,100
