"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","IdDamageNFI4","DamageNFI4","TreesDamNFI4","TotalTreesNFI4","PercentageDamageNFI4"
1031,42.836296,-4.542989,"N","N","A","1",200,"Unknown causes",11,48,22.92
1031,42.836296,-4.542989,"N","N","A","1",316,"Competition",5,48,10.42
1031,42.836296,-4.542989,"N","N","A","1",400,"Abiotic damage",1,48,2.08
1037,42.945445,-4.459911,"N","N","A","1",100,"No damage observed",27,42,64.29
1037,42.945445,-4.459911,"N","N","A","1",200,"Unknown causes",6,42,14.29
1037,42.945445,-4.459911,"N","N","A","1",316,"Competition",9,42,21.43
1039,42.926805,-4.508486,"N","N","A","1",100,"No damage observed",32,47,68.09
1039,42.926805,-4.508486,"N","N","A","1",200,"Unknown causes",2,47,4.26
1039,42.926805,-4.508486,"N","N","A","1",316,"Competition",13,47,27.66
1040,42.927126,-4.483986,"N","N","A","1",100,"No damage observed",20,24,83.33
1040,42.927126,-4.483986,"N","N","A","1",200,"Unknown causes",2,24,8.33
1040,42.927126,-4.483986,"N","N","A","1",316,"Competition",2,24,8.33
1041,42.928205,-4.398234,"N","N","A","1",100,"No damage observed",26,60,43.33
1041,42.928205,-4.398234,"N","N","A","1",200,"Unknown causes",6,60,10
1041,42.928205,-4.398234,"N","N","A","1",300,"Biotic damage",7,60,11.67
1041,42.928205,-4.398234,"N","N","A","1",312,"Mistletoe and related species",1,60,1.67
1041,42.928205,-4.398234,"N","N","A","1",316,"Competition",20,60,33.33
1042,42.917641,-4.520514,"N","N","A","1",100,"No damage observed",19,35,54.29
1042,42.917641,-4.520514,"N","N","A","1",200,"Unknown causes",2,35,5.71
1042,42.917641,-4.520514,"N","N","A","1",300,"Biotic damage",1,35,2.86
1042,42.917641,-4.520514,"N","N","A","1",316,"Competition",13,35,37.14
1048,42.902352,-4.299658,"N","N","A","1",100,"No damage observed",25,32,78.12
1048,42.902352,-4.299658,"N","N","A","1",200,"Unknown causes",1,32,3.12
1048,42.902352,-4.299658,"N","N","A","1",300,"Biotic damage",2,32,6.25
1048,42.902352,-4.299658,"N","N","A","1",316,"Competition",4,32,12.5
1051,42.874921,-4.335813,"N","N","A","4",100,"No damage observed",19,34,55.88
1051,42.874921,-4.335813,"N","N","A","4",200,"Unknown causes",7,34,20.59
1051,42.874921,-4.335813,"N","N","A","4",310,"Fungi",6,34,17.65
1051,42.874921,-4.335813,"N","N","A","4",316,"Competition",2,34,5.88
1053,42.865188,-4.396811,"N","N","A","1",100,"No damage observed",2,23,8.7
1053,42.865188,-4.396811,"N","N","A","1",200,"Unknown causes",20,23,86.96
1053,42.865188,-4.396811,"N","N","A","1",300,"Biotic damage",1,23,4.35
1055,42.846106,-4.482045,"N","N","A","1",100,"No damage observed",29,36,80.56
1055,42.846106,-4.482045,"N","N","A","1",200,"Unknown causes",1,36,2.78
1055,42.846106,-4.482045,"N","N","A","1",316,"Competition",6,36,16.67
1057,42.836785,-4.506294,"N","N","A","1",100,"No damage observed",6,7,85.71
1057,42.836785,-4.506294,"N","N","A","1",316,"Competition",1,7,14.29
1059,42.840654,-4.175996,"N","N","A","1",100,"No damage observed",26,29,89.66
1059,42.840654,-4.175996,"N","N","A","1",316,"Competition",3,29,10.34
1060,42.841025,-4.139293,"N","N","A","1",100,"No damage observed",51,56,91.07
1060,42.841025,-4.139293,"N","N","A","1",200,"Unknown causes",5,56,8.93
1065,42.832737,-4.787601,"N","N","A","4",100,"No damage observed",20,24,83.33
1065,42.832737,-4.787601,"N","N","A","4",200,"Unknown causes",3,24,12.5
1065,42.832737,-4.787601,"N","N","A","4",400,"Abiotic damage",1,24,4.17
1068,42.813962,-4.835985,"N","N","A","4",100,"No damage observed",1,12,8.33
1068,42.813962,-4.835985,"N","N","A","4",200,"Unknown causes",11,12,91.67
1070,42.814926,-4.774856,"N","N","A","1",100,"No damage observed",10,23,43.48
1070,42.814926,-4.774856,"N","N","A","1",316,"Competition",6,23,26.09
1070,42.814926,-4.774856,"N","N","A","1",421,"Fire",7,23,30.43
1072,42.805156,-4.823495,"N","N","A","1",100,"No damage observed",42,57,73.68
1072,42.805156,-4.823495,"N","N","A","1",200,"Unknown causes",6,57,10.53
1072,42.805156,-4.823495,"N","N","A","1",310,"Fungi",5,57,8.77
1072,42.805156,-4.823495,"N","N","A","1",316,"Competition",4,57,7.02
1073,42.806301,-4.75015,"N","N","A","1",100,"No damage observed",41,50,82
1073,42.806301,-4.75015,"N","N","A","1",200,"Unknown causes",2,50,4
1073,42.806301,-4.75015,"N","N","A","1",310,"Fungi",2,50,4
1073,42.806301,-4.75015,"N","N","A","1",316,"Competition",4,50,8
1073,42.806301,-4.75015,"N","N","A","1",322,"Human activity",1,50,2
1076,42.789036,-4.700758,"N","N","A","1",100,"No damage observed",16,23,69.57
1076,42.789036,-4.700758,"N","N","A","1",300,"Biotic damage",7,23,30.43
1083,42.763611,-4.59007,"N","N","A","1",100,"No damage observed",18,24,75
1083,42.763611,-4.59007,"N","N","A","1",321,"Logging operations",5,24,20.83
1083,42.763611,-4.59007,"N","N","A","1",322,"Human activity",1,24,4.17
1084,42.753211,-4.687559,"N","N","A","1",100,"No damage observed",17,35,48.57
1084,42.753211,-4.687559,"N","N","A","1",200,"Unknown causes",16,35,45.71
1084,42.753211,-4.687559,"N","N","A","1",316,"Competition",2,35,5.71
1086,42.745093,-4.62625,"N","N","A","1",100,"No damage observed",13,18,72.22
1086,42.745093,-4.62625,"N","N","A","1",200,"Unknown causes",5,18,27.78
1091,42.70856,-4.661927,"N","N","A","1",100,"No damage observed",20,23,86.96
1091,42.70856,-4.661927,"N","N","A","1",200,"Unknown causes",3,23,13.04
1099,42.82135558,-4.29804241,NA,NA,"A","4C",100,"No damage observed",1,4,25
1099,42.82135558,-4.29804241,NA,NA,"A","4C",200,"Unknown causes",3,4,75
1100,42.810566,-4.444504,"N","N","A","1",300,"Biotic damage",25,36,69.44
1100,42.810566,-4.444504,"N","N","A","1",316,"Competition",11,36,30.56
1101,42.811321,-4.383367,"N","N","A","1",200,"Unknown causes",2,3,66.67
1101,42.811321,-4.383367,"N","N","A","1",322,"Human activity",1,3,33.33
1105,42.784015,-4.40721,"N","N","A","1",100,"No damage observed",2,2,100
1112,42.7229867,-4.23492091,NA,NA,"A","1",311,"Insects",10,10,100
1113,42.723228,-4.210417,"N","N","A","1",100,"No damage observed",28,35,80
1113,42.723228,-4.210417,"N","N","A","1",316,"Competition",7,35,20
1117,42.692908,-4.490604,"N","N","A","1",100,"No damage observed",5,8,62.5
1117,42.692908,-4.490604,"N","N","A","1",200,"Unknown causes",1,8,12.5
1117,42.692908,-4.490604,"N","N","A","1",310,"Fungi",2,8,25
1122,42.787125,-4.126078,"N","N","A","1",100,"No damage observed",15,41,36.59
1122,42.787125,-4.126078,"N","N","A","1",200,"Unknown causes",6,41,14.63
1122,42.787125,-4.126078,"N","N","A","1",300,"Biotic damage",2,41,4.88
1122,42.787125,-4.126078,"N","N","A","1",313,"Epiphytic plants",4,41,9.76
1122,42.787125,-4.126078,"N","N","A","1",316,"Competition",14,41,34.15
1123,42.75063966,-4.17437398,NA,NA,"A","1",100,"No damage observed",5,22,22.73
1123,42.75063966,-4.17437398,NA,NA,"A","1",311,"Insects",17,22,77.27
1126,42.656416,-4.526333,"N","N","A","1",100,"No damage observed",4,4,100
1127,42.647251,-4.538308,"N","N","A","1",100,"No damage observed",2,3,66.67
1127,42.647251,-4.538308,"N","N","A","1",316,"Competition",1,3,33.33
1130,42.61142266,-4.52531823,NA,NA,"A","1",100,"No damage observed",5,5,100
1133,42.59190542,-4.63453351,NA,NA,"A","1",100,"No damage observed",5,5,100
1134,42.580707,-4.780382,"N","N","A","1",100,"No damage observed",1,12,8.33
1134,42.580707,-4.780382,"N","N","A","1",200,"Unknown causes",2,12,16.67
1134,42.580707,-4.780382,"N","N","A","1",413,"Lightning",1,12,8.33
1134,42.580707,-4.780382,"N","N","A","1",421,"Fire",8,12,66.67
1137,42.563266,-4.743339,"N","N","A","1",100,"No damage observed",9,27,33.33
1137,42.563266,-4.743339,"N","N","A","1",200,"Unknown causes",14,27,51.85
1137,42.563266,-4.743339,"N","N","A","1",316,"Competition",4,27,14.81
1140,42.536811,-4.706072,"N","N","A","1",100,"No damage observed",7,14,50
1140,42.536811,-4.706072,"N","N","A","1",200,"Unknown causes",6,14,42.86
1140,42.536811,-4.706072,"N","N","A","1",316,"Competition",1,14,7.14
1141,42.53839,-4.596519,"N","N","A","1",100,"No damage observed",2,9,22.22
1141,42.53839,-4.596519,"N","N","A","1",200,"Unknown causes",6,9,66.67
1141,42.53839,-4.596519,"N","N","A","1",316,"Competition",1,9,11.11
1142,42.528347,-4.669316,"N","N","A","1",100,"No damage observed",11,20,55
1142,42.528347,-4.669316,"N","N","A","1",200,"Unknown causes",7,20,35
1142,42.528347,-4.669316,"N","N","A","1",316,"Competition",2,20,10
1146,42.666215,-4.465561,"N","N","A","1",100,"No damage observed",3,4,75
1146,42.666215,-4.465561,"N","N","A","1",200,"Unknown causes",1,4,25
1158,42.523803,-4.328306,"N","N","A","1",300,"Biotic damage",3,3,100
1160,42.51363,-4.425472,"N","N","A","1",100,"No damage observed",1,1,100
1161,42.504475,-4.437435,"N","N","A","1",100,"No damage observed",36,39,92.31
1161,42.504475,-4.437435,"N","N","A","1",300,"Biotic damage",1,39,2.56
1161,42.504475,-4.437435,"N","N","A","1",316,"Competition",2,39,5.13
1164,42.479941,-4.887014,"N","N","A","1",100,"No damage observed",2,15,13.33
1164,42.479941,-4.887014,"N","N","A","1",200,"Unknown causes",13,15,86.67
1166,42.390328,-4.86003,"N","N","A","1",100,"No damage observed",7,31,22.58
1166,42.390328,-4.86003,"N","N","A","1",311,"Insects",24,31,77.42
1167,42.466874,-4.558209,"N","N","A","1",100,"No damage observed",28,41,68.29
1167,42.466874,-4.558209,"N","N","A","1",200,"Unknown causes",1,41,2.44
1167,42.466874,-4.558209,"N","N","A","1",311,"Insects",12,41,29.27
1177,42.486921,-4.40053,"N","N","A","1",100,"No damage observed",15,17,88.24
1177,42.486921,-4.40053,"N","N","A","1",300,"Biotic damage",1,17,5.88
1177,42.486921,-4.40053,"N","N","A","1",316,"Competition",1,17,5.88
1300,42.75858398,-4.91997952,NA,NA,"N","N",100,"No damage observed",27,35,77.14
1300,42.75858398,-4.91997952,NA,NA,"N","N",200,"Unknown causes",7,35,20
1300,42.75858398,-4.91997952,NA,NA,"N","N",316,"Competition",1,35,2.86
1301,42.71438943,-4.86976921,NA,NA,"N","N",100,"No damage observed",22,48,45.83
1301,42.71438943,-4.86976921,NA,NA,"N","N",311,"Insects",16,48,33.33
1301,42.71438943,-4.86976921,NA,NA,"N","N",316,"Competition",1,48,2.08
1301,42.71438943,-4.86976921,NA,NA,"N","N",322,"Human activity",9,48,18.75
1303,42.86819079,-4.82543789,NA,NA,"N","N",100,"No damage observed",18,31,58.06
1303,42.86819079,-4.82543789,NA,NA,"N","N",316,"Competition",2,31,6.45
1303,42.86819079,-4.82543789,NA,NA,"N","N",411,"Wind",11,31,35.48
1304,42.85018931,-4.82490751,NA,NA,"N","N",100,"No damage observed",8,16,50
1304,42.85018931,-4.82490751,NA,NA,"N","N",200,"Unknown causes",7,16,43.75
1304,42.85018931,-4.82490751,NA,NA,"N","N",314,"Wild fauna",1,16,6.25
1307,42.86896095,-4.77649164,NA,NA,"N","N",100,"No damage observed",7,15,46.67
1307,42.86896095,-4.77649164,NA,NA,"N","N",200,"Unknown causes",7,15,46.67
1307,42.86896095,-4.77649164,NA,NA,"N","N",316,"Competition",1,15,6.67
1310,42.72550467,-4.73574954,NA,NA,"N","N",100,"No damage observed",5,5,100
1312,42.8518917,-4.71480775,NA,NA,"N","N",100,"No damage observed",34,34,100
1315,42.8891492,-4.6301157,NA,NA,"N","N",100,"No damage observed",38,51,74.51
1315,42.8891492,-4.6301157,NA,NA,"N","N",200,"Unknown causes",2,51,3.92
1315,42.8891492,-4.6301157,NA,NA,"N","N",300,"Biotic damage",1,51,1.96
1315,42.8891492,-4.6301157,NA,NA,"N","N",316,"Competition",10,51,19.61
1318,42.91650037,-4.60633315,NA,NA,"N","N",100,"No damage observed",20,26,76.92
1318,42.91650037,-4.60633315,NA,NA,"N","N",316,"Competition",5,26,19.23
1318,42.91650037,-4.60633315,NA,NA,"N","N",322,"Human activity",1,26,3.85
1319,42.94384682,-4.58252977,NA,NA,"N","N",100,"No damage observed",8,24,33.33
1319,42.94384682,-4.58252977,NA,NA,"N","N",200,"Unknown causes",8,24,33.33
1319,42.94384682,-4.58252977,NA,NA,"N","N",310,"Fungi",4,24,16.67
1319,42.94384682,-4.58252977,NA,NA,"N","N",316,"Competition",3,24,12.5
1319,42.94384682,-4.58252977,NA,NA,"N","N",400,"Abiotic damage",1,24,4.17
1325,42.91750815,-4.53284757,NA,NA,"N","N",100,"No damage observed",4,6,66.67
1325,42.91750815,-4.53284757,NA,NA,"N","N",200,"Unknown causes",1,6,16.67
1325,42.91750815,-4.53284757,NA,NA,"N","N",316,"Competition",1,6,16.67
1326,42.80048097,-4.52995489,NA,NA,"N","N",100,"No damage observed",3,6,50
1326,42.80048097,-4.52995489,NA,NA,"N","N",200,"Unknown causes",3,6,50
1329,42.73761863,-4.51619173,NA,NA,"N","N",100,"No damage observed",13,13,100
1331,42.92699649,-4.49632126,NA,NA,"N","N",100,"No damage observed",1,1,100
1332,42.5578875,-4.48746939,NA,NA,"N","N",421,"Fire",1,1,100
1339,42.96379041,-4.43589464,NA,NA,"N","N",100,"No damage observed",24,29,82.76
1339,42.96379041,-4.43589464,NA,NA,"N","N",310,"Fungi",3,29,10.34
1339,42.96379041,-4.43589464,NA,NA,"N","N",316,"Competition",1,29,3.45
1339,42.96379041,-4.43589464,NA,NA,"N","N",322,"Human activity",1,29,3.45
1348,42.78462548,-4.35840368,NA,NA,"N","N",100,"No damage observed",2,4,50
1348,42.78462548,-4.35840368,NA,NA,"N","N",200,"Unknown causes",1,4,25
1348,42.78462548,-4.35840368,NA,NA,"N","N",316,"Competition",1,4,25
1354,42.83922226,-4.31065297,NA,NA,"N","N",300,"Biotic damage",26,26,100
1370,42.74099354,-4.23527826,NA,NA,"N","N",300,"Biotic damage",3,3,100
1372,42.72311773,-4.22270976,NA,NA,"N","N",100,"No damage observed",3,9,33.33
1372,42.72311773,-4.22270976,NA,NA,"N","N",300,"Biotic damage",6,9,66.67
