"Estadillo","lng","lat","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","Altitude_m","FuelModel","Aspect","Slope","Exposure","Stoniness","Texture","BioRigion","OrganicMatter","SoilpH","SoilType"
444,-4.733158,42.635463,"A","4","A","1",1058,7,184,1,"All exposures","Slightly stony","Sandy texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
445,-4.684392,42.63619,"A","4","A","1",1015,5,5,10,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
446,-4.647817,42.636722,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,-4.562471,42.637919,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,-4.550278,42.638084,"A","4","A","1",1021,5,260,5,"All exposures","Slightly stony","Clay texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
449,-4.793853,42.625523,"A","4","A","1",1039,11,280,25,"Sunny slope","Slightly stony","Sandy texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
450,-4.732908,42.626461,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,-4.720718,42.626645,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,-4.562246,42.628916,"A","4","A","1",995,5,102,9,"All exposures","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
456,-4.550055,42.629082,"A","4","A","1",1013,5,290,11,"Sunny slope","Slightly stony","Loam texture","Mediterranean","Highly humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
457,-4.757033,42.617089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,-4.635154,42.618893,"A","4","A","1",1027,4,138,21,"Shady slope","Stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
460,-4.57421,42.619747,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,-4.549832,42.62008,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,-4.842076,42.606747,"A","4C","A","4",1035,11,7,1,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
466,-4.573983,42.610745,"A","4","A","1",943,5,330,5,"All exposures","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
467,-4.549608,42.611077,"A","1","A","4",1013,11,30,2,"All exposures","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
469,-4.841811,42.597746,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,-4.780894,42.598709,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,-4.537199,42.602239,"A","4","A","1",1006,5,339,2,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
476,-4.744092,42.590271,"A","1","A","4",1010,11,110,18,"Shady slope","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
477,-4.719727,42.590639,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,-4.549162,42.593073,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,-4.536978,42.593237,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,-4.548939,42.58407,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,-4.536757,42.584234,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,-4.573077,42.574736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,-4.524355,42.575395,"A","4","A","4",981,11,125,23,"Sunny slope","Slightly stony","Clay texture","Mediterranean","Highly humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
489,-4.718985,42.563634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,-4.560672,42.5659,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,-4.536315,42.56623,"A","4","A","1",951,5,200,27,"Shady slope","Slightly stony","Loam texture","Mediterranean","Highly humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
493,-4.524136,42.566392,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,-4.523917,42.55739,"A","4","A","1",949,6,235,9,"All exposures","Slightly stony","Sandy texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
497,-4.742838,42.545263,"A","4","A","1",997,5,90,8,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
498,-4.730665,42.545448,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,-4.535873,42.548225,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,-4.523698,42.548387,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,-4.535652,42.539222,"A","4","A","4",936,6,195,4,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
507,-4.851597,42.516541,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,-4.851331,42.50754,"A","4","A","1",978,5,220,1,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
511,-4.705337,42.509806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
513,-4.607999,42.511213,"A","4","A","1",961,6,300,28,"Sunny slope","No stoniness","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
515,-4.58340482,42.51143902,NA,NA,"A","1",962,6,10,6,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
517,-4.57127,42.502717,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,-4.440955,42.657522,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,-4.416561,42.657827,"A","4C","A","1",930,4,310,9,"All exposures","Slightly stony","Sandy texture","Mediterranean","Highly humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
521,-4.501507,42.638734,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
523,-4.4647083,42.63931106,NA,NA,"A","1",981,6,10,12,"Shady slope","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
524,-4.476907,42.630048,"A","3E","A","1",952,4,148,10,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
526,-4.464505,42.621202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
531,-4.512392,42.584559,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,-4.475632,42.576033,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
538,-4.414725,42.576801,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,-4.475419,42.56703,"A","4","A","1",986,5,260,2,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
541,-4.46324,42.567186,"A","4","A","1",984,5,50,2,"All exposures","Slightly stony","Loam texture","Mediterranean","Highly humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
543,-4.426701,42.567647,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
544,-4.402342,42.567948,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
545,-4.390162,42.568096,"A","4","A","1",882,2,396,2,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
547,-4.51174,42.557551,"A","4","A","1",986,5,20,2,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
548,-4.499562,42.557711,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,-4.511522,42.548549,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,-4.462819,42.549181,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,-4.511088,42.530543,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,-4.498485,42.512698,NA,NA,"A","1",914,7,240,5,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
559,-4.486317,42.512856,"A","1","A","4",895,11,385,11,"All exposures","No stoniness","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
560,-4.474148,42.513014,"A","4C","A","1",918,5,120,21,"Shady slope","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
562,-4.291605,42.515217,"A","4","A","1",879,9,0,17,"Shady slope","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
563,-4.510437,42.503536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,-4.49827,42.503695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,-4.874855,42.480141,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,-4.862695,42.480339,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,-4.874586,42.47114,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,-4.874317,42.462139,"A","4","A","1",953,5,180,1,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
570,-4.862161,42.462337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,-4.886203,42.452939,"A","4","A","1",946,5,250,2,"All exposures","No stoniness","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
572,-4.874049,42.453138,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,-4.861894,42.453336,"A","1","A","1",944,6,280,2,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
574,-4.86148878,42.44449007,NA,NA,"A","1",940,5,340,2,"All exposures","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
575,-4.873512,42.435136,"A","1","A","1",940,12,100,2,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
577,-4.872708,42.408133,"A","1","A","1",924,9,325,2,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
579,-4.896729,42.398732,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,-4.871905,42.381129,"A","1","A","4",922,5,85,2,"All exposures","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
582,-4.8508,42.489538,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,-4.55888,42.493881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,-4.850534,42.480536,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,-4.570819,42.484713,"A","1","A","1",948,5,380,16,"Shady slope","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
587,-4.558656,42.484879,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,-4.850269,42.471535,"A","4",NA,NA,954,11,190,1,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
591,-4.82569,42.462924,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,-4.849739,42.453533,"A","4","A","1",945,9,240,2,"All exposures","No stoniness","Clay texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
594,-4.849474,42.444532,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,-4.848151,42.399526,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,-4.847095,42.363521,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,-4.834958,42.363716,"A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,-4.834696,42.354714,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,-4.822299,42.345906,"A","1","A","1",895,6,150,2,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
613,-4.400731,42.495924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,-4.473514,42.486005,"A","1","A","4",877,6,10,3,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
621,-4.412289,42.468765,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,-4.326973,42.460779,"A","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,-4.314813,42.460919,"A","4","A","1",876,2,200,1,"All exposures","No stoniness","Clay texture","Mediterranean","Moderately humic","Neutral (pH = 7)","Limestone soil"
628,-4.33894,42.451634,"A","4","A","1",872,8,390,3,"All exposures","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
629,-4.326783,42.451776,"A","1","A","1",865,5,340,22,"Sunny slope","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
630,-4.326593,42.442772,"A","4C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1014,-4.79002978,42.91377468,NA,NA,"A","4",1666,5,230,76,"Sunny slope","Very stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1015,-4.581752,42.916811,"N","N","A","4",1173,4,95,46,"Sunny slope","Slightly stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1016,-4.826411,42.904163,"N","N","A","1",1557,7,5,61,"Shady slope","Very stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1017,-4.532539,42.908476,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1018,-4.789421,42.895743,"N","N","A","1",1290,7,240,48,"Sunny slope","Slightly stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1019,-4.605779,42.898467,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1021,-4.7889,42.877741,"N","N","A","1",1506,5,348,51,"Shady slope","Stony","Loam texture","Atlantic","Highly humic","Moderately acidic (5 < pH < 6)","Limestone soil"
1022,-4.593072,42.880635,"N","N","A","1",1282,7,70,51,"Shady slope","Slightly stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1024,-4.78872838,42.86877037,NA,NA,"A","4C",1560,7,25,42,"Sunny slope","Slightly stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1025,-4.812586,42.850354,"N","N","A","1",1464,5,135,49,"Shady slope","Very stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1026,-4.78812,42.850739,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1027,-4.775629,42.841929,"N","N","A","1",1629,5,240,38,"Sunny slope","Very stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1031,-4.542989,42.836296,"N","N","A","1",1210,5,85,50,"Shady slope","Very stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Limestone soil"
1036,-4.423357,42.95491,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1037,-4.459911,42.945445,"N","N","A","1",1201,5,311,24,"Shady slope","No stoniness","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1038,-4.471951,42.936286,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1039,-4.508486,42.926805,"N","N","A","1",1196,5,270,30,"Shady slope","Slightly stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1040,-4.483986,42.927126,"N","N","A","1",1190,5,320,16,"Sunny slope","Slightly stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1041,-4.398234,42.928205,"N","N","A","1",1370,4,132,33,"Sunny slope","No stoniness","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1042,-4.520514,42.917641,"N","N","A","1",1085,5,275,38,"Sunny slope","Slightly stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1048,-4.299658,42.902352,"N","N","A","1",1213,4,70,22,"Shady slope","No stoniness","Sandy texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1050,-4.482907,42.882115,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1051,-4.335813,42.874921,"N","N","A","4",1179,5,95,50,"Sunny slope","Stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1053,-4.396811,42.865188,"N","N","A","1",1024,5,205,20,"Shady slope","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1054,-4.323188,42.857058,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,-4.482045,42.846106,"N","N","A","1",1038,5,146,21,"Shady slope","No stoniness","Clay texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1057,-4.506294,42.836785,"N","N","A","1",1150,5,43,5,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1058,-4.298336,42.839332,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1059,-4.175996,42.840654,"N","N","A","1",932,4,224,31,"Shady slope","No stoniness","Clay texture","Atlantic","Moderately humic","Neutral (pH = 7)","Limestone soil"
1060,-4.139293,42.841025,"N","N","A","1",1047,7,283,39,"Sunny slope","Slightly stony","Clay texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1061,-4.860706,42.822567,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1062,-4.860166,42.804566,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1064,-4.931824,42.74935,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1065,-4.787601,42.832737,"N","N","A","4",1725,7,230,33,"Sunny slope","Stony","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1066,-4.73843,42.82449,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1067,-4.701745,42.825041,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1068,-4.835985,42.813962,"N","N","A","4",1356,5,60,30,"Sunny slope","Very stony","Clay texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Limestone soil"
1070,-4.774856,42.814926,"N","N","A","1",1351,5,345,44,"Sunny slope","Very stony","Loam texture","Mediterranean","Highly humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1072,-4.823495,42.805156,"N","N","A","1",1218,2,117,35,"Shady slope","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1073,-4.75015,42.806301,"N","N","A","1",1225,5,95,28,"Shady slope","Slightly stony","Clay texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1074,-4.664576,42.807577,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,-4.700758,42.789036,"N","N","A","1",1094,5,130,45,"Shady slope","Slightly stony","Clay texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1077,-4.627428,42.790102,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,-4.773827,42.778922,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,-4.749136,42.770297,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,-4.59007,42.763611,"N","N","A","1",1092,5,320,8,"All exposures","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1084,-4.687559,42.753211,"N","N","A","1",1103,5,320,31,"Shady slope","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1085,-4.846069,42.74176,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,-4.62625,42.745093,"N","N","A","1",1099,4,130,27,"Sunny slope","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1087,-4.674859,42.735387,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,-4.699035,42.726026,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,-4.820857,42.715148,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,-4.686582,42.717205,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,-4.661927,42.70856,"N","N","A","1",1073,5,245,14,"Shady slope","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1093,-4.649483,42.699735,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,-4.383768,42.829326,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,-4.29804241,42.82135558,NA,NA,"A","4C",984,6,95,29,"Sunny slope","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Limestone soil"
1100,-4.444504,42.810566,"N","N","A","1",1119,5,289,24,"Sunny slope","No stoniness","Sandy texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1101,-4.383367,42.811321,"N","N","A","1",1027,5,185,30,"Sunny slope","Stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1105,-4.40721,42.784015,"N","N","A","1",1077,2,250,11,"All exposures","Stony","Loam texture","Mediterranean","Moderately humic","Neutral (pH = 7)","Limestone soil"
1110,-4.479469,42.738078,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1112,-4.23492091,42.7229867,NA,NA,"A","1",921,4,301,5,"All exposures","No stoniness","Sandy texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1113,-4.210417,42.723228,"N","N","A","1",1011,6,353,33,"Sunny slope","No stoniness","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Limestone soil"
1117,-4.490604,42.692908,"N","N","A","1",1006,5,320,6,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1120,-4.163255,42.813769,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,-4.089721,42.805487,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,-4.126078,42.787125,"N","N","A","1",1052,8,387,36,"Shady slope","No stoniness","Loam texture","Atlantic","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1123,-4.17437398,42.75063966,NA,NA,"A","1",915,4,114,6,"All exposures","No stoniness","Sandy texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1126,-4.526333,42.656416,"N","N","A","1",982,5,231,19,"Shady slope","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1127,-4.538308,42.647251,"N","N","A","1",1025,6,260,5,"All exposures","Slightly stony","Loam texture","Mediterranean","Highly humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1130,-4.52531823,42.61142266,NA,NA,"A","1",972,6,310,7,"All exposures","Slightly stony","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1132,-4.683179,42.591182,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,-4.63453351,42.59190542,NA,NA,"A","1",978,4,25,12,"Sunny slope","Stony","Loam texture","Mediterranean","Moderately humic","Very strongly acidic (pH = 2)","Siliceous soil"
1134,-4.780382,42.580707,"N","N","A","1",949,6,10,28,"Sunny slope","Stony","Clay texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1135,-4.658336,42.573534,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1137,-4.743339,42.563266,"N","N","A","1",991,6,275,11,"All exposures","Slightly stony","Loam texture","Mediterranean","Low humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1138,-4.706563,42.554815,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1139,-4.657621,42.546528,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1140,-4.706072,42.536811,"N","N","A","1",982,5,260,31,"Sunny slope","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1141,-4.596519,42.53839,"N","N","A","1",959,6,90,30,"Shady slope","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1142,-4.669316,42.528347,"N","N","A","1",963,5,95,9,"All exposures","No stoniness","Loam texture","Mediterranean","Moderately humic","Moderately acidic (5 < pH < 6)","Siliceous soil"
1143,-4.620632,42.529046,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
