"ID","Estadillo","CoorX","CoorY","Tronco_IFN2","Ramas7_IFN2","Ramas72_IFN2","Ramas2_IFN2","Raiz_IFN2","Total_IFN2","Tronco_IFN3","Ramas7_IFN3","Ramas72_IFN3","Ramas2_IFN3","Raiz_IFN3","Total_IFN3","Tronco_IFN4","Ramas7_IFN4","Ramas72_IFN4","Ramas2_IFN4","Raiz_IFN4","Total_IFN4"
"30",227,373885,4739823,3.77884840876322,0,0.510734623850355,0.224566917347362,1.72533627858601,6.23948622854695,1.97360426754091,0,0.279613117059033,0.0919500494979571,0.800980304408544,3.14614773850645,10.0948284400847,0,1.75352502607121,0.505441910508639,3.30750769935966,15.6613030760242
"31",229,361861,4737796,5.14022348077102,0,0.576636787726475,0.703682713899388,3.50059350335153,9.92113648574842,6.0498741608121,0,0.801086292183977,0.869741091067307,3.84740069661085,11.5681022406742,22.5573679724836,0,4.7446937935694,4.9970453945614,15.1946250896054,47.4937322502198
"32",234,357904,4735777,5.6723912486354,0,1.30784301723685,2.48106640785956,5.52487636491218,14.986177038644,10.2522891058764,0,2.28536831836496,2.39458479488228,7.02726583947307,21.9595080585967,38.894570183981,0,9.25133983742923,5.43720501478308,19.9036311993236,73.4867462355169
"33",236,359901,4735801,11.6819725563606,0,2.15998426476509,2.65242888876425,8.24817322295701,24.7425589328469,17.2670445555743,0,3.1755462246692,3.04787728541052,10.6574841207329,34.147952186387,36.4991924674326,0,7.12678177056238,4.51392633748483,18.2167016301412,66.3566022056211
"34",241,352865,4734813,19.1157676720085,0,4.7925551151115,9.38874339000718,16.5840774782462,49.8811436553734,37.3809548895806,0,5.08817732640525,8.40797825719363,22.0331978055833,72.9103082787627,62.7732074773009,0.125909776799366,6.43213237631343,8.52914154227837,29.3745732404218,107.234964413114
"35",242,353876,4734814,17.4908671538835,0,4.41885340475007,8.95557072955491,15.8292114188426,46.6945027070311,28.3417666769125,0,4.383931420213,7.21397638173629,18.2005833768555,58.1402578557173,42.9918466555112,0,4.94827542906503,7.03810598471034,22.1558529940109,77.1340810632975
"36",250,352892,4733753,8.42132851621268,0,2.73342549635331,6.74248412835459,9.50827802412771,27.4055161650483,20.7660859034381,0,3.95381618584515,7.1575527582015,15.4772031260415,47.3546579735262,29.6126847883347,0,4.66021786671714,7.01392664222244,18.1270523342267,59.413881631501
"37",252,359878,4733793,16.3761583368273,0,3.50104357390149,3.58447560327552,10.7896661427942,34.2513436567986,19.6896474939449,0,4.17735905027475,3.77492076185694,12.0281328479961,39.6700601540727,31.6212076198879,0,6.2920780979282,4.72047266168636,17.1204025270739,59.7541609065763
"38",255,369882,4733786,48.6460076908133,4.93489825744767,4.82746525499605,12.9909272460125,16.1689896551856,87.5682881044552,48.059914430314,3.97882049942589,3.89472660110677,10.6093448083402,15.3588900518048,81.9016963909916,69.4826293180814,6.04620805414105,5.97380512138918,12.9130680911967,19.1781467894326,113.593857374241
"39",259,353892,4732804,24.0452517054382,4.01323754557138,7.43445031055662,14.1921315187451,16.8784433707876,66.563514451099,57.9431070596106,5.97609393614144,10.2173491210863,16.4916587738206,27.4661633602939,118.094372250953,52.0670528963042,3.99652161993835,7.0735767456074,10.0257783620298,20.290598511966,93.4535281358457
"40",260,369881,4732783,24.6267241084309,0.226858685511229,3.65308157753188,9.01292377226688,16.2440336215866,53.7636217653275,38.8766421961446,1.03507187032747,4.9381343094014,10.3958877400764,21.0931466051882,76.338882721138,48.5087881760143,1.87756826494155,4.41618458101353,9.04345578214048,19.7823623551609,83.6283591592708
"41",267,354892,4730794,22.8190925875459,0.436537339957339,5.6401294860811,11.9171638080581,20.0895108676051,60.9024340892476,25.7534189776342,0.186569382039474,4.17008561191933,6.70653222476931,16.2055865146987,53.0221927110611,49.0185226529427,0.732126125363918,5.66196995776025,7.79256481887912,22.9135470527965,86.1187306077426
"42",277,370905,4729765,6.61291071644911,1.48651850031025,2.82868345538685,6.37876786077595,5.79513477203122,23.1020153049534,34.0872909812309,3.48065704826664,7.77431870424003,12.9927843277917,20.366374860066,78.7014259215952,35.2254162480583,2.54019211863522,5.45643315905168,7.68014097337246,15.2005341884374,66.102716687555
"43",280,356902,4728782,16.6742934151947,1.58589986413641,5.29530919168938,10.9967819478674,14.1090587307453,48.6613431496332,26.2638869541028,0,4.64045328637755,8.42562735674094,19.0024901996432,58.3324577968645,44.439342466879,0,5.62083364544351,8.09357223155768,24.0685716180857,82.2223199619659
"44",281,357857,4728757,15.7390198037555,0.0165189362339455,4.48731756805629,12.7375686841175,16.4841020649974,49.4645270571607,26.613964978618,0,5.03402657224441,9.43132367738101,20.1549524074404,61.2342676356838,36.5815119178815,0,5.72216108337828,8.66785990648303,22.3384946531034,73.3100275608462
"45",283,355888,4727755,41.349972136534,0,5.50581481670914,11.329723949478,28.3118348015579,86.4973457042791,36.7489291060773,0,3.31308760559491,5.3725663610853,18.3463506040219,63.7809336767793,44.0537839265418,5.15113823285724e-06,3.35835173847279,4.50719216016015,18.2047024394118,70.1240354157248
"46",290,367892,4727794,6.85102145774891,0,1.22727208820162,2.76114250206438,6.74122243404167,17.5806584820566,9.72868838599302,0,1.6392094570794,2.19347183414307,7.06812800902264,20.6294976862381,12.9651447783265,0,2.11041551647777,2.74406394127542,9.16125163030205,26.9808758663817
"47",293,356886,4726774,8.60860184713913,1.74919782525616,2.82699507627533,5.38163028661234,6.31392525029182,24.8803502855748,26.8118042280427,4.5331207295992,6.56755941657372,10.4678515548261,13.6025275935594,61.9828635226012,63.1471584539098,9.15927900337007,11.1700124279106,16.0406244686906,21.6049850074571,121.122059361338
"48",295,358886,4726778,34.9356117870588,0,7.20248509273844,14.7668028720635,28.923180238446,85.8280799903068,44.4367906293513,0,5.27118127095056,8.19029134400556,24.4721753792742,82.3704386235816,47.1275698204992,0.0172545781219638,4.34123304149357,5.60427460114728,20.6997865073036,77.7901185485656
"49",297,361863,4726789,12.4442573303729,3.84532970838726,3.84532970838726,5.31408328222424,4.30028277335309,29.7492828027248,44.1429846927816,8.64741300512083,8.74683543657568,12.1790883328241,12.4563859872771,86.1727074545793,93.4745248369028,13.015375377429,13.0855788507138,18.1287019104344,20.7203030088512,158.424483984331
"50",298,362873,4726785,10.4023458120807,0,2.9057507312447,6.35015248620999,10.2810289876322,29.9392780171676,27.8616440604433,0,3.92350547931389,6.82326303363128,17.6677328926421,56.2761454660305,28.5686665656137,0,3.23215602090142,4.54743804968977,14.4829779794116,50.8312386156165
"51",301,355872,4725777,14.1970203138259,0.807291935064207,4.2686218335986,10.0047944659921,13.8942006553171,43.1719292037979,36.6739128644066,1.48235800309077,6.17440969805001,11.6843251158171,23.6769501731608,79.6919558545253,37.9788308113787,0.69764096325334,5.33462806309641,8.22986951007735,20.9193204409774,73.1602897887832
"52",303,357880,4725784,13.9644771750941,3.06646265517333,4.48697759252355,6.51195645055589,7.60486198465742,35.6347358580043,29.5013617224223,5.59106747777059,6.12915627450988,8.49364262248739,9.61613302791502,59.3313611251051,44.07647004253,7.02624660822894,7.15604543693072,9.80031203684142,12.2200214152084,80.2790955397395
"53",308,363877,4725797,20.4152589019501,0,4.15753334000475,6.51216193539766,16.3983185618076,47.4832727391601,32.4714758070297,0,6.1111223469755,6.32047576399137,20.0176555499385,64.9207294679351,30.8684358587725,0,4.55139459613036,3.56450340505186,15.166521553964,54.1508554139187
"54",309,365914,4725803,3.75606944904728,0,0.677511974897009,0.850348238090385,2.61467878192025,7.89860844395493,7.9901106199485,0,1.5352602079217,1.62195138498719,5.08752186607684,16.2348440789342,22.401708607166,0,5.21657771037492,3.70858625412008,12.5213193518071,43.8481919234681
"55",310,369891,4725818,14.8183055253218,0,2.444820850144,1.96622010730326,8.06045698684362,27.2898034696127,24.6551563202324,0,4.15386518326572,3.25486971268967,13.0638698346533,45.127761050841,42.3054899703025,0,7.62912897505282,3.4765629462632,17.0995579716388,70.5107398632573
"56",312,371910,4725776,16.8546895654248,0.949007504003117,3.95331080303166,8.18895347987779,13.2319678527697,43.1779292051071,24.2157604732461,1.82687702396486,4.4159289646195,7.54079983463094,13.4784020322512,51.4777683287126,21.8379403621559,1.6162199223761,3.44806782091766,5.35209993999404,10.318374876004,42.5727029214477
"57",314,379922,4741791,0.667280972154235,0.373070725340777,0.472556252098317,0.278828120507305,0.732275872039388,2.52401194214002,1.85319060806544,1.03610202178204,1.25602442140012,0.748445596475799,2.03369618677312,6.92745883449653,3.83782760194037,2.14569452290302,2.53096842172048,1.51770948002884,4.21164197875274,14.2438420053455
"58",317,395892,4739813,22.4657333139584,7.7000618226316,7.7000618226316,10.6411602923124,9.39632618434905,57.9033434358831,60.0075674468074,12.2592534352114,12.2592534352114,16.9417705822499,17.6653743497194,119.1332192492,78.1128743592897,12.0212297009472,12.0212297009472,16.612831832403,19.3683617106182,138.136527304205
"59",323,392897,4737784,57.4489792481003,0.345104919171267,2.08407945604727,13.707512314435,26.1831396736156,99.7688156113694,53.1346537185593,0.277137091306156,1.35516812596308,10.0821036006357,23.9669633284039,88.8160258648682,67.3221629219934,0.319645152558501,2.26711655265259,10.8580159936688,29.6012852849176,110.368225905791
"60",324,393919,4737785,34.2717277524322,0.506672280465731,3.05730731586539,11.0284560284138,18.0795889667713,66.9437523439484,40.2934086168575,0.213942328590667,2.96904195602128,9.63653936897652,20.0945835108622,73.2075157813082,46.8395854695985,0.318083704474974,3.07444658973469,8.84027992657802,21.4567220162677,80.5291177066539
"61",328,391892,4735793,12.4148471374649,0.716710678795292,4.85500153005882,6.49151122006649,13.82385053433,38.3019211007155,30.3316336671197,1.10165714912527,9.02572777778797,10.1155306851659,25.1305657721102,75.705115051309,39.3573276758399,0.929940293304425,9.20824974264872,9.25029943759986,25.9189956244077,84.6648127738007
"62",329,393907,4735792,0.611864175899296,0.342087698343697,0.409551683452593,0.244745670359718,0.671461335889487,2.27971056394479,2.83544780696547,1.58527309207615,1.84285695454009,1.10886262450971,3.1116277881634,10.4840682662548,6.46386928196946,3.61389055310111,4.06876610101791,2.46698086487613,7.09346693930415,23.7069737402688
"63",331,377904,4734780,12.1429755066643,3.78870382794515,3.78870382794515,5.23582870656527,4.89373519623666,29.8499470653566,35.5744609804238,7.31587101082623,7.31587101082623,10.1102248134259,11.1492093252623,71.4656371407644,81.0149939100851,11.6997090555505,12.7647793157681,16.8441213906292,21.2181794582405,143.541783130273
"64",338,385903,4733807,1.123704059516,0.601209468656537,0.601209468656537,0.830846098719207,0.5975271736935,3.75449626924178,7.51200512258715,2.52197442464307,2.52197442464307,3.48526216073514,2.94395365144625,18.9851697840547,22.9686680654316,5.90325333373953,5.90325333373953,8.15804683357478,8.0409992419323,50.9742208084178
"65",345,399933,4732794,4.22845909798842,1.68079941680736,1.68079941680736,2.32279381977216,1.72375553267242,11.6366072840477,31.1902851898437,8.13439027670295,8.13439027670295,11.2413838756739,10.4949852058692,69.1954348247927,77.4499917524804,13.2736219520572,13.2736219520572,18.3435850393113,18.9658143651891,141.306635061095
"66",352,395886,4729801,3.58171042676153,0.0550845749534898,0.549161189590535,0.672834530044537,2.27805121928276,7.13684194063286,12.0605543717468,0.256615676790179,2.24358895370204,3.23443942826514,8.1531012130844,25.9482996435886,24.0971138189247,0.392904229211581,2.77137842495769,3.36762343594113,11.8425077852857,42.4715276943207
"67",354,397911,4729768,25.1408494222288,6.46041676561996,8.2317026418835,13.401410718979,13.0692461619076,66.3036257106189,34.3753993560884,5.37683054737237,6.74047995285747,9.99104615571014,12.9955656554134,69.4793216674418,75.5846552274342,9.59412340239916,11.2708954494637,15.9787007147627,22.8518821845512,135.280256978611
"68",363,389904,4726785,29.4770447452507,8.99971344484008,8.99459075485527,12.6969211533758,11.2642281282747,71.4324982265965,55.8010141333738,10.4485630326327,10.4485630326327,14.4394729049819,14.572697662575,105.710310766196,91.8123848987737,13.5647528774316,13.5647528774316,18.7459156847423,20.2803765606989,157.968182899078
"69",365,391912,4726792,9.57593677132795,0.0432569193385515,0,2.47882846178187,3.55686662509937,15.6548887775477,16.6843532347775,0.0633901016161957,0,3.82494558178972,6.31603225461996,26.8887211728034,34.6294461561845,0.111881286750389,0,7.13499312836522,13.6765121058341,55.5528326771342
"70",368,376882,4725806,24.6889915417057,0.129282218896997,0,6.93643467909087,8.45672676901329,40.2114352087069,24.8160793884976,0.0976314645940636,0,5.84420024923011,9.4371866092836,40.1950977116053,41.3141059373882,0.138917943155074,0,8.75167942623911,16.1895229296626,66.394226236445
"71",371,409896,4741812,3.30973251243184,1.38977605674338,1.50492753559174,2.30180064615857,2.03865466452823,10.5448914154538,39.0941359697795,9.05389240876795,10.1912200762863,14.3397098120036,15.4620147678024,88.1409730346398,70.9108502116905,8.67655329993484,13.5119076992679,14.9017317513338,22.5496977013401,130.550740663567
"72",382,345937,4724840,18.0864396032665,0.493890614121164,4.04887254979263,5.89189986758851,12.4245717001617,40.9456743349305,34.125514975419,1.58577916986951,6.77770610703682,7.18523699252854,16.8328598231317,66.5070970679856,56.5247517162114,1.87377780261874,11.5913620729977,7.8930950517764,23.0165709556458,100.89955759925
"73",384,345955,4723788,8.71073094905634,1.47320366541203,2.87932041873418,6.31618404663967,7.09261097742583,26.4720500572681,18.4373319583897,2.11182536248403,3.7070054397211,6.10243443603158,9.35760849137169,39.7162056879981,32.5628843930802,2.38537223876746,4.93845031793454,7.27494407974748,14.1649326133983,61.326583642928
"74",386,345918,4722804,0.580310486917139,0,0.337709981107232,1.10501562742842,1.02294651291848,3.04598260837127,16.5072067114253,0.139058452406555,4.01617068637867,9.68571414360992,16.0924589062904,46.4406089001108,26.9963226051482,0.288929176333724,4.04729894721796,7.45739320918048,17.7527652336756,56.542709171556
"75",398,347903,4719775,9.30210039947346,1.20833940570313,3.83239934885721,9.38033268552183,10.0936989820623,33.8168708216179,42.7663533097349,4.41303546201578,8.60451925962859,14.5872789335105,23.2281548222654,93.5993417871551,39.1126304737676,2.86694881300888,5.6398578342075,8.30455822358352,16.2140463928942,72.1380417374617
"76",402,344928,4717802,3.36764120832498,0,2.00624337321337,6.98134419457693,6.19078032849879,18.5460091046141,23.011274917328,2.68081130453894,5.7216438397854,10.4017795211644,14.9383886887321,56.7538982715488,42.1128022232406,3.14858082317915,6.82742772586649,10.6229091762605,19.9264754473876,82.6381953959344
"77",404,344906,4716775,20.4913562547135,6.52614262525419,6.52614262525419,9.01885353202115,8.42079832037595,50.9832933576189,50.5014050272723,11.6527474690981,11.6527474690981,16.1036049476979,16.7534876222925,106.663992535459,64.5672211463917,10.7968569740034,10.7968569740034,14.9208004247264,18.0519989768842,119.133734496009
"78",407,344905,4714759,13.0912580936705,2.23295772193258,5.00222354934669,10.0299226774951,11.0929631227811,41.449325165226,42.6899789355905,3.66408100872447,8.09450084908735,13.3456200200713,23.1617123441467,90.9558931576203,49.883273688104,4.29156221036301,7.14885903638167,10.1693546008334,19.3356461303243,90.8286956660064
"79",411,345899,4710808,5.78914890817815,1.33165232359583,2.20860309136739,3.9265706812097,4.18572142600501,17.4416964303561,11.9728234311363,1.95164748636318,3.01796323354623,4.44848814874708,6.31738471186346,27.7083070116563,18.9256311485839,2.5887458520072,3.71140519437414,5.16049087329305,8.03786259791583,38.4241356661741
"80",412,346899,4710829,0.989279986900491,0.318544416907931,0.469002213014088,0.870417633413974,0.718826970819395,3.36607122105588,19.1934532567114,5.03247529295584,5.41490105191479,7.77297718940473,7.8027872226501,45.2165940136368,37.7014187826337,7.7060037119507,8.16746529371958,11.5178961071858,13.1908281038513,78.2836119993411
"81",418,356864,4724825,6.30831980446288,2.21965532499317,2.7240189668314,4.81866555390158,3.88500944624259,19.9556690964316,40.0166168255423,8.60164154705972,9.50630500862184,14.0200324551132,14.7350339197777,86.8796297561148,44.7559520604769,7.28705709726451,7.73174658040336,10.7008233895588,12.5611355807492,83.0367147084528
"82",424,371876,4724791,5.57988183162503,1.78267459137344,1.78267459137344,2.46358100919171,2.12010751130197,13.7289195348656,13.2701967790484,3.31650800829919,3.31650800829919,4.58327402298544,4.4811515764191,28.9676383950513,28.2614920316986,5.65420462964588,5.78007686562269,7.98943426782002,9.11119756210919,56.7964053568964
"83",431,370880,4723808,11.2416577621787,2.75893573610626,2.75893573610626,3.81273268713341,3.59526556905941,24.167527490584,29.9892655115767,6.59425933696938,6.59425933696938,9.11298795128205,9.67943131085054,61.970203447648,55.6558195974625,9.42491925350872,9.42491925350872,13.0248404271138,14.9042003885378,102.434698920132
"84",436,355869,4722843,29.8094356182122,0,5.37241133934974,11.5484404988504,24.1166170028383,70.8469044592506,33.4921445976147,0,4.63200153319225,8.30324922703552,21.5631407547144,67.9905361125568,42.3606559608358,0,5.13239231175208,7.75974141541393,23.190428516524,78.4432182045258
"85",439,364896,4722817,40.8087029051004,0.22302089330372,6.94604636132053,12.8278999107494,29.0414734443237,89.8471435147978,66.2911314903925,0.268686322783843,9.89034819239954,16.4139580002293,41.7923715394545,134.65649554526,46.3954428709259,0.107910858320328,5.00147467672834,6.60782485906792,22.2203172483267,80.3329705133692
"86",452,360862,4720787,25.7000983326295,0.00540653242705496,5.32629483975744,10.5663041232776,20.5544422622185,62.1525460903101,27.7142426060059,0,4.3269105530987,6.80960550127087,17.3674516805244,56.2182103408998,50.4411140997137,0.10245198072661,5.82790899478017,7.42231334051172,24.3275753290301,88.1213637447624
"87",453,366901,4720793,35.6434698182142,7.09521954867441,7.43900745858669,10.6345079630121,11.1673616760918,71.9795664645793,48.0242014611892,8.44521049086187,8.62903375393488,12.090814454799,13.5371433270403,90.7264034878254,62.543771251882,8.58836309549432,8.58836309549432,11.8687551415661,14.0522265586505,105.641479143087
"88",454,370877,4720814,15.0433141677352,0,1.74191890992055,2.1788184385326,10.3311374094927,29.295188925681,15.5711712955856,0,1.73361918530187,2.2109245883637,10.9960790515578,30.511794120809,17.3390660985513,0,1.76236856516875,2.24811325995617,12.3370890345985,33.6866369582747
"89",458,362936,4719770,1.31517190660565,0,0.435421033480241,0.623206193763796,1.25448472624121,3.6282838600909,6.83433869934288,0,2.05142090672889,3.01185450926875,6.31835160975387,18.2159657250944,20.7834781083883,0,5.91757531982084,6.71929728616834,16.192576818281,49.6129275326584
"90",461,371894,4719803,6.17798626051099,0,2.0689318792527,4.93678480079528,6.98958535407473,20.1732882946337,8.56010988649477,0,2.47867092816131,4.38035607322632,7.55700791712365,22.9761448050061,19.8520595121546,0,3.87279733938277,5.79957505924133,13.3987271486897,42.9231590594684
