"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","SpeciesID","SpeciesName","CanopySHRNFI2","HmSHRNFI2","CanopySHRNFI3","HmSHRNFI3","CanopySHRNFI4","HmSHRNFI4"
263,42.72484493,-4.78452548,NA,NA,"A","1",104,"Other papilionoid shrubs (Ht<1.5m)",10,4,NA,NA,NA,NA
263,42.72484493,-4.78452548,NA,NA,"A","1",106,"Calluna vulgaris",10,3,60,5,42,4
263,42.72484493,-4.78452548,NA,NA,"A","1",117,"Halimium spp.",30,3,30,2,4,3
263,42.72484493,-4.78452548,NA,NA,"A","1",136,"Chamaespartium tridentatum",NA,NA,20,3,13,3
263,42.72484493,-4.78452548,NA,NA,"A","1",1110,"Daphne gnidium",NA,NA,1,1,NA,NA
263,42.72484493,-4.78452548,NA,NA,"A","1",2102,"Erica australis",NA,NA,10,7,21,10
263,42.72484493,-4.78452548,NA,NA,"A","1",4101,"Cistus clusii",NA,NA,1,2,NA,NA
264,42.724915,-4.772288,"A","1",NA,NA,102,"Erica spp.",50,10,50,1,NA,NA
264,42.724915,-4.772288,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",10,3,NA,NA,NA,NA
264,42.724915,-4.772288,"A","1",NA,NA,106,"Calluna vulgaris",15,3,10,4,NA,NA
264,42.724915,-4.772288,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",5,1,5,1,NA,NA
264,42.724915,-4.772288,"A","1",NA,NA,117,"Halimium spp.",10,2,25,3,NA,NA
264,42.724915,-4.772288,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,3,NA,NA
264,42.724915,-4.772288,"A","1",NA,NA,2102,"Erica australis",NA,NA,20,13,NA,NA
265,42.727772,-4.576939,"A","1",NA,NA,102,"Erica spp.",30,7,NA,NA,NA,NA
265,42.727772,-4.576939,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",5,2,NA,NA,NA,NA
265,42.727772,-4.576939,"A","1",NA,NA,106,"Calluna vulgaris",30,3,NA,NA,NA,NA
265,42.727772,-4.576939,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",5,1,NA,NA,NA,NA
265,42.727772,-4.576939,"A","1",NA,NA,117,"Halimium spp.",NA,NA,5,3,NA,NA
265,42.727772,-4.576939,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,2,NA,NA
265,42.727772,-4.576939,"A","1",NA,NA,5102,"Erica umbellata",NA,NA,20,2,NA,NA
268,42.716103,-4.759825,"A","1",NA,NA,102,"Erica spp.",20,5,30,1,NA,NA
268,42.716103,-4.759825,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",15,2,NA,NA,NA,NA
268,42.716103,-4.759825,"A","1",NA,NA,106,"Calluna vulgaris",15,2,15,3,NA,NA
268,42.716103,-4.759825,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",5,1,5,1,NA,NA
268,42.716103,-4.759825,"A","1",NA,NA,117,"Halimium spp.",40,3,40,2,NA,NA
268,42.716103,-4.759825,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,10,3,NA,NA
268,42.716103,-4.759825,"A","1",NA,NA,2102,"Erica australis",NA,NA,25,9,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,102,"Erica spp.",20,5,NA,NA,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",5,2,NA,NA,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,106,"Calluna vulgaris",15,3,10,4,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,107,"Arctostaphylos uva-ursi",40,1,25,2,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,2,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,1102,"Erica arborea",NA,NA,10,2,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,2102,"Erica australis",NA,NA,10,4,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,5102,"Erica umbellata",NA,NA,10,2,NA,NA
269,42.71877,-4.576711,"A","4",NA,NA,6102,"Erica scoparia",NA,NA,10,2,NA,NA
270,42.718938,-4.564503,"A","1",NA,NA,102,"Erica spp.",20,6,NA,NA,NA,NA
270,42.718938,-4.564503,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",5,2,NA,NA,NA,NA
270,42.718938,-4.564503,"A","1",NA,NA,106,"Calluna vulgaris",15,3,5,3,NA,NA
270,42.718938,-4.564503,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",5,1,NA,NA,NA,NA
270,42.718938,-4.564503,"A","1",NA,NA,117,"Halimium spp.",15,3,NA,NA,NA,NA
270,42.718938,-4.564503,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,3,NA,NA
270,42.718938,-4.564503,"A","1",NA,NA,2102,"Erica australis",NA,NA,20,4,NA,NA
270,42.718938,-4.564503,"A","1",NA,NA,6102,"Erica scoparia",NA,NA,10,2,NA,NA
271,42.705953,-4.832798,"A","3E","A","1",102,"Erica spp.",15,10,50,1,15,1
271,42.705953,-4.832798,"A","3E","A","1",106,"Calluna vulgaris",40,3,20,3,15,4
271,42.705953,-4.832798,"A","3E","A","1",107,"Arctostaphylos uva-ursi",5,1,NA,NA,NA,NA
271,42.705953,-4.832798,"A","3E","A","1",117,"Halimium spp.",5,3,20,1,12,2
271,42.705953,-4.832798,"A","3E","A","1",144,"Lonicera spp.",NA,NA,NA,NA,6,9
271,42.705953,-4.832798,"A","3E","A","1",1102,"Erica arborea",NA,NA,40,16,18,17
271,42.705953,-4.832798,"A","3E","A","1",2102,"Erica australis",NA,NA,NA,NA,10,15
272,42.706913,-4.771775,"A","1",NA,NA,102,"Erica spp.",60,10,60,1,NA,NA
272,42.706913,-4.771775,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",15,3,NA,NA,NA,NA
272,42.706913,-4.771775,"A","1",NA,NA,106,"Calluna vulgaris",10,2,25,4,NA,NA
272,42.706913,-4.771775,"A","1",NA,NA,117,"Halimium spp.",5,2,10,3,NA,NA
272,42.706913,-4.771775,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,20,3,NA,NA
272,42.706913,-4.771775,"A","1",NA,NA,2102,"Erica australis",NA,NA,25,10,NA,NA
274,42.707288,-4.747365,"A","3E","A","1",102,"Erica spp.",50,6,5,1,25,1
274,42.707288,-4.747365,"A","3E","A","1",104,"Other papilionoid shrubs (Ht<1.5m)",10,2,NA,NA,NA,NA
274,42.707288,-4.747365,"A","3E","A","1",106,"Calluna vulgaris",20,3,5,4,3,5
274,42.707288,-4.747365,"A","3E","A","1",107,"Arctostaphylos uva-ursi",NA,NA,50,1,40,1
274,42.707288,-4.747365,"A","3E","A","1",117,"Halimium spp.",10,2,5,3,5,3
274,42.707288,-4.747365,"A","3E","A","1",121,"Rubus spp.",NA,NA,NA,NA,1,1
274,42.707288,-4.747365,"A","3E","A","1",136,"Chamaespartium tridentatum",NA,NA,NA,NA,1,3
274,42.707288,-4.747365,"A","3E","A","1",1102,"Erica arborea",NA,NA,50,18,50,16
274,42.707288,-4.747365,"A","3E","A","1",1110,"Daphne gnidium",NA,NA,1,2,NA,NA
274,42.707288,-4.747365,"A","3E","A","1",2102,"Erica australis",NA,NA,10,13,NA,NA
276,42.709258,-4.613103,"A","4C",NA,NA,102,"Erica spp.",15,6,NA,NA,NA,NA
276,42.709258,-4.613103,"A","4C",NA,NA,106,"Calluna vulgaris",35,4,NA,NA,NA,NA
276,42.709258,-4.613103,"A","4C",NA,NA,107,"Arctostaphylos uva-ursi",15,1,20,3,NA,NA
276,42.709258,-4.613103,"A","4C",NA,NA,117,"Halimium spp.",10,3,20,2,NA,NA
276,42.709258,-4.613103,"A","4C",NA,NA,136,"Chamaespartium tridentatum",NA,NA,30,4,NA,NA
276,42.709258,-4.613103,"A","4C",NA,NA,2102,"Erica australis",NA,NA,10,6,NA,NA
276,42.709258,-4.613103,"A","4C",NA,NA,5102,"Erica umbellata",NA,NA,50,3,NA,NA
279,42.6981,-4.759316,"A","1",NA,NA,102,"Erica spp.",35,6,40,5,NA,NA
279,42.6981,-4.759316,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",10,3,NA,NA,NA,NA
279,42.6981,-4.759316,"A","1",NA,NA,106,"Calluna vulgaris",35,5,20,4,NA,NA
279,42.6981,-4.759316,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",5,1,5,1,NA,NA
279,42.6981,-4.759316,"A","1",NA,NA,117,"Halimium spp.",5,2,5,2,NA,NA
279,42.6981,-4.759316,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,15,3,NA,NA
284,42.689286,-4.74686,"A","1",NA,NA,102,"Erica spp.",50,7,25,1,NA,NA
284,42.689286,-4.74686,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",15,3,NA,NA,NA,NA
284,42.689286,-4.74686,"A","1",NA,NA,106,"Calluna vulgaris",20,4,10,6,NA,NA
284,42.689286,-4.74686,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",10,1,10,1,NA,NA
284,42.689286,-4.74686,"A","1",NA,NA,117,"Halimium spp.",NA,NA,5,2,NA,NA
284,42.689286,-4.74686,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,3,NA,NA
284,42.689286,-4.74686,"A","1",NA,NA,2102,"Erica australis",NA,NA,40,10,NA,NA
285,42.689471,-4.734659,"A","1",NA,NA,102,"Erica spp.",60,13,15,1,NA,NA
285,42.689471,-4.734659,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",15,3,NA,NA,NA,NA
285,42.689471,-4.734659,"A","1",NA,NA,106,"Calluna vulgaris",10,2,5,4,NA,NA
285,42.689471,-4.734659,"A","1",NA,NA,117,"Halimium spp.",NA,NA,5,2,NA,NA
285,42.689471,-4.734659,"A","1",NA,NA,120,"Daboecia cantabrica",NA,NA,15,2,NA,NA
285,42.689471,-4.734659,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,4,NA,NA
285,42.689471,-4.734659,"A","1",NA,NA,2102,"Erica australis",NA,NA,20,12,NA,NA
286,42.689655,-4.722457,"A","4","A","1",102,"Erica spp.",50,12,NA,NA,NA,NA
286,42.689655,-4.722457,"A","4","A","1",104,"Other papilionoid shrubs (Ht<1.5m)",20,3,NA,NA,NA,NA
286,42.689655,-4.722457,"A","4","A","1",106,"Calluna vulgaris",15,2,5,3,2,3
286,42.689655,-4.722457,"A","4","A","1",107,"Arctostaphylos uva-ursi",5,1,NA,NA,NA,NA
286,42.689655,-4.722457,"A","4","A","1",117,"Halimium spp.",5,2,7,2,2,2
286,42.689655,-4.722457,"A","4","A","1",136,"Chamaespartium tridentatum",NA,NA,5,3,1,2
286,42.689655,-4.722457,"A","4","A","1",2102,"Erica australis",NA,NA,5,4,5,5
288,42.690557,-4.661447,"A","1",NA,NA,102,"Erica spp.",25,2,NA,NA,NA,NA
288,42.690557,-4.661447,"A","1",NA,NA,106,"Calluna vulgaris",30,3,50,4,NA,NA
288,42.690557,-4.661447,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",20,1,50,1,NA,NA
288,42.690557,-4.661447,"A","1",NA,NA,117,"Halimium spp.",20,2,30,2,NA,NA
288,42.690557,-4.661447,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,10,2,NA,NA
288,42.690557,-4.661447,"A","1",NA,NA,1102,"Erica arborea",NA,NA,5,7,NA,NA
289,42.690908,-4.637042,"A","1",NA,NA,102,"Erica spp.",15,1,NA,NA,NA,NA
289,42.690908,-4.637042,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",10,5,NA,NA,NA,NA
289,42.690908,-4.637042,"A","1",NA,NA,106,"Calluna vulgaris",15,1,10,4,NA,NA
289,42.690908,-4.637042,"A","1",NA,NA,117,"Halimium spp.",5,2,NA,NA,NA,NA
289,42.690908,-4.637042,"A","1",NA,NA,1109,"Lavandula latifolia",NA,NA,10,4,NA,NA
289,42.690908,-4.637042,"A","1",NA,NA,2102,"Erica australis",NA,NA,5,2,NA,NA
289,42.690908,-4.637042,"A","1",NA,NA,4104,"Cytisus spp.",NA,NA,40,10,NA,NA
291,42.69218251,-4.53947652,NA,NA,"A","1",102,"Erica spp.",25,4,30,2,NA,NA
291,42.69218251,-4.53947652,NA,NA,"A","1",104,"Other papilionoid shrubs (Ht<1.5m)",10,3,NA,NA,NA,NA
291,42.69218251,-4.53947652,NA,NA,"A","1",106,"Calluna vulgaris",30,4,25,6,9,3
291,42.69218251,-4.53947652,NA,NA,"A","1",107,"Arctostaphylos uva-ursi",15,1,20,2,5,2
291,42.69218251,-4.53947652,NA,NA,"A","1",117,"Halimium spp.",5,2,2,2,NA,NA
291,42.69218251,-4.53947652,NA,NA,"A","1",120,"Daboecia cantabrica",NA,NA,NA,NA,3,2
291,42.69218251,-4.53947652,NA,NA,"A","1",136,"Chamaespartium tridentatum",NA,NA,5,3,8,4
291,42.69218251,-4.53947652,NA,NA,"A","1",155,"Genista spp.",NA,NA,NA,NA,3,2
291,42.69218251,-4.53947652,NA,NA,"A","1",4101,"Cistus clusii",NA,NA,1,3,NA,NA
291,42.69218251,-4.53947652,NA,NA,"A","1",5102,"Erica umbellata",NA,NA,NA,NA,47,2
292,42.680098,-4.758808,"A","1",NA,NA,102,"Erica spp.",30,10,10,1,NA,NA
292,42.680098,-4.758808,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",15,4,NA,NA,NA,NA
292,42.680098,-4.758808,"A","1",NA,NA,106,"Calluna vulgaris",20,4,5,3,NA,NA
292,42.680098,-4.758808,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",NA,NA,5,1,NA,NA
292,42.680098,-4.758808,"A","1",NA,NA,117,"Halimium spp.",5,3,NA,NA,NA,NA
292,42.680098,-4.758808,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,3,NA,NA
292,42.680098,-4.758808,"A","1",NA,NA,2102,"Erica australis",NA,NA,20,12,NA,NA
294,42.68047,-4.734408,"A","1",NA,NA,102,"Erica spp.",50,10,5,1,NA,NA
294,42.68047,-4.734408,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",15,4,NA,NA,NA,NA
294,42.68047,-4.734408,"A","1",NA,NA,106,"Calluna vulgaris",25,4,40,6,NA,NA
294,42.68047,-4.734408,"A","1",NA,NA,117,"Halimium spp.",NA,NA,5,1,NA,NA
294,42.68047,-4.734408,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,10,4,NA,NA
294,42.68047,-4.734408,"A","1",NA,NA,2102,"Erica australis",NA,NA,35,12,NA,NA
296,42.680837,-4.710008,"A","1",NA,NA,102,"Erica spp.",50,10,40,1,NA,NA
296,42.680837,-4.710008,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",15,3,NA,NA,NA,NA
296,42.680837,-4.710008,"A","1",NA,NA,106,"Calluna vulgaris",15,4,10,4,NA,NA
296,42.680837,-4.710008,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",5,1,15,1,NA,NA
296,42.680837,-4.710008,"A","1",NA,NA,117,"Halimium spp.",5,2,5,2,NA,NA
296,42.680837,-4.710008,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,10,3,NA,NA
296,42.680837,-4.710008,"A","1",NA,NA,2102,"Erica australis",NA,NA,50,12,NA,NA
299,42.670529,-4.795147,"A","1",NA,NA,102,"Erica spp.",20,10,2,1,NA,NA
299,42.670529,-4.795147,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",10,3,NA,NA,NA,NA
299,42.670529,-4.795147,"A","1",NA,NA,106,"Calluna vulgaris",15,4,NA,NA,NA,NA
299,42.670529,-4.795147,"A","1",NA,NA,117,"Halimium spp.",5,2,NA,NA,NA,NA
299,42.670529,-4.795147,"A","1",NA,NA,2102,"Erica australis",NA,NA,10,10,NA,NA
300,42.670719,-4.78295,"A","1",NA,NA,102,"Erica spp.",10,5,10,1,NA,NA
300,42.670719,-4.78295,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",10,5,NA,NA,NA,NA
300,42.670719,-4.78295,"A","1",NA,NA,106,"Calluna vulgaris",7,4,3,4,NA,NA
300,42.670719,-4.78295,"A","1",NA,NA,117,"Halimium spp.",45,3,NA,NA,NA,NA
300,42.670719,-4.78295,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,1,3,NA,NA
300,42.670719,-4.78295,"A","1",NA,NA,2102,"Erica australis",NA,NA,5,20,NA,NA
300,42.670719,-4.78295,"A","1",NA,NA,4104,"Cytisus spp.",NA,NA,1,5,NA,NA
302,42.671283,-4.746356,"A","3E",NA,NA,102,"Erica spp.",20,5,NA,NA,NA,NA
302,42.671283,-4.746356,"A","3E",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",15,3,NA,NA,NA,NA
302,42.671283,-4.746356,"A","3E",NA,NA,106,"Calluna vulgaris",10,2,10,10,NA,NA
302,42.671283,-4.746356,"A","3E",NA,NA,107,"Arctostaphylos uva-ursi",5,1,NA,NA,NA,NA
302,42.671283,-4.746356,"A","3E",NA,NA,117,"Halimium spp.",10,3,NA,NA,NA,NA
302,42.671283,-4.746356,"A","3E",NA,NA,2102,"Erica australis",NA,NA,30,15,NA,NA
304,42.671652,-4.72196,"A","1",NA,NA,102,"Erica spp.",65,15,NA,NA,NA,NA
304,42.671652,-4.72196,"A","1",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",10,4,NA,NA,NA,NA
304,42.671652,-4.72196,"A","1",NA,NA,106,"Calluna vulgaris",15,3,10,6,NA,NA
304,42.671652,-4.72196,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",5,3,NA,NA,NA,NA
304,42.671652,-4.72196,"A","1",NA,NA,117,"Halimium spp.",5,3,NA,NA,NA,NA
304,42.671652,-4.72196,"A","1",NA,NA,2102,"Erica australis",NA,NA,70,15,NA,NA
305,42.67186295,-4.70984871,NA,NA,"A","1",102,"Erica spp.",15,5,20,1,32,1
305,42.67186295,-4.70984871,NA,NA,"A","1",104,"Other papilionoid shrubs (Ht<1.5m)",5,3,NA,NA,NA,NA
305,42.67186295,-4.70984871,NA,NA,"A","1",106,"Calluna vulgaris",50,5,50,5,45,4
305,42.67186295,-4.70984871,NA,NA,"A","1",107,"Arctostaphylos uva-ursi",15,1,30,1,23,1
305,42.67186295,-4.70984871,NA,NA,"A","1",117,"Halimium spp.",5,3,5,3,3,3
305,42.67186295,-4.70984871,NA,NA,"A","1",2102,"Erica australis",NA,NA,10,8,7,10
305,42.67186295,-4.70984871,NA,NA,"A","1",5101,"Cistus monspeliensis",NA,NA,2,6,NA,NA
306,42.672197,-4.685364,"A","3E","A","1",102,"Erica spp.",5,5,40,1,64,2
306,42.672197,-4.685364,"A","3E","A","1",104,"Other papilionoid shrubs (Ht<1.5m)",5,3,NA,NA,NA,NA
306,42.672197,-4.685364,"A","3E","A","1",106,"Calluna vulgaris",40,4,10,0,6,4
306,42.672197,-4.685364,"A","3E","A","1",107,"Arctostaphylos uva-ursi",20,1,2,1,NA,NA
306,42.672197,-4.685364,"A","3E","A","1",117,"Halimium spp.",5,2,2,2,NA,NA
306,42.672197,-4.685364,"A","3E","A","1",119,"Rosa spp.",NA,NA,1,7,1,12
306,42.672197,-4.685364,"A","3E","A","1",120,"Daboecia cantabrica",NA,NA,NA,NA,3,2
306,42.672197,-4.685364,"A","3E","A","1",136,"Chamaespartium tridentatum",NA,NA,2,2,NA,NA
306,42.672197,-4.685364,"A","3E","A","1",1102,"Erica arborea",NA,NA,5,16,NA,NA
306,42.672197,-4.685364,"A","3E","A","1",2102,"Erica australis",NA,NA,20,15,8,15
311,42.67376,-4.575573,"A","4",NA,NA,102,"Erica spp.",20,3,15,2,NA,NA
311,42.67376,-4.575573,"A","4",NA,NA,104,"Other papilionoid shrubs (Ht<1.5m)",5,4,NA,NA,NA,NA
311,42.67376,-4.575573,"A","4",NA,NA,106,"Calluna vulgaris",50,4,30,6,NA,NA
311,42.67376,-4.575573,"A","4",NA,NA,107,"Arctostaphylos uva-ursi",20,1,40,2,NA,NA
311,42.67376,-4.575573,"A","4",NA,NA,117,"Halimium spp.",5,2,NA,NA,NA,NA
313,42.818619,-4.518085,"A","4C","A","1",102,"Erica spp.",NA,NA,8,3,6,2
313,42.818619,-4.518085,"A","4C","A","1",103,"Other papilionoid shrubs (Ht>1.5m)",15,9,NA,NA,NA,NA
313,42.818619,-4.518085,"A","4C","A","1",106,"Calluna vulgaris",40,3,NA,NA,NA,NA
313,42.818619,-4.518085,"A","4C","A","1",1167,"Cytisus scoparius",NA,NA,NA,NA,7,15
313,42.818619,-4.518085,"A","4C","A","1",1189,"Cytisus striatus",NA,NA,NA,NA,3,15
313,42.818619,-4.518085,"A","4C","A","1",4103,"Retama spp.",NA,NA,3,25,NA,NA
313,42.818619,-4.518085,"A","4C","A","1",4104,"Cytisus spp.",NA,NA,2,5,NA,NA
319,42.794038,-4.321844,"A","1",NA,NA,102,"Erica spp.",60,2,NA,NA,NA,NA
319,42.794038,-4.321844,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",10,4,NA,NA,NA,NA
319,42.794038,-4.321844,"A","1",NA,NA,106,"Calluna vulgaris",NA,NA,2,2,NA,NA
319,42.794038,-4.321844,"A","1",NA,NA,1102,"Erica arborea",NA,NA,8,2,NA,NA
319,42.794038,-4.321844,"A","1",NA,NA,2109,"Lavandula stoechas",NA,NA,1,2,NA,NA
319,42.794038,-4.321844,"A","1",NA,NA,4104,"Cytisus spp.",NA,NA,2,4,NA,NA
320,42.794317,-4.297395,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",60,3,NA,NA,NA,NA
320,42.794317,-4.297395,"A","1",NA,NA,3155,"Genista scorpius",NA,NA,5,6,NA,NA
321,42.78261,-4.517205,"A","1",NA,NA,112,"Ligustrum vulgare",30,3,20,15,NA,NA
321,42.78261,-4.517205,"A","1",NA,NA,115,"Viburnum spp.",1,3,NA,NA,NA,NA
321,42.78261,-4.517205,"A","1",NA,NA,119,"Rosa spp.",15,3,2,15,NA,NA
321,42.78261,-4.517205,"A","1",NA,NA,122,"Rhamnus spp.",15,5,NA,NA,NA,NA
321,42.78261,-4.517205,"A","1",NA,NA,144,"Lonicera spp.",NA,NA,2,15,NA,NA
321,42.78261,-4.517205,"A","1",NA,NA,4104,"Cytisus spp.",NA,NA,1,15,NA,NA
321,42.78261,-4.517205,"A","1",NA,NA,6102,"Erica scoparia",NA,NA,10,3,NA,NA
325,42.764606,-4.516765,"A","4C","A","1",102,"Erica spp.",80,4,NA,NA,NA,NA
325,42.764606,-4.516765,"A","4C","A","1",103,"Other papilionoid shrubs (Ht>1.5m)",30,3,NA,NA,NA,NA
325,42.764606,-4.516765,"A","4C","A","1",106,"Calluna vulgaris",30,4,10,5,5,3
325,42.764606,-4.516765,"A","4C","A","1",120,"Daboecia cantabrica",NA,NA,20,4,3,3
325,42.764606,-4.516765,"A","4C","A","1",136,"Chamaespartium tridentatum",NA,NA,20,6,NA,NA
325,42.764606,-4.516765,"A","4C","A","1",137,"Vaccinium myrtillus",NA,NA,5,3,8,3
325,42.764606,-4.516765,"A","4C","A","1",144,"Lonicera spp.",NA,NA,NA,NA,2,3
325,42.764606,-4.516765,"A","4C","A","1",2102,"Erica australis",NA,NA,30,8,15,10
325,42.764606,-4.516765,"A","4C","A","1",3102,"Erica ciliaris",NA,NA,NA,NA,20,2
325,42.764606,-4.516765,"A","4C","A","1",5102,"Erica umbellata",NA,NA,NA,NA,10,2
325,42.764606,-4.516765,"A","4C","A","1",6102,"Erica scoparia",NA,NA,50,4,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,102,"Erica spp.",30,2,NA,NA,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",40,4,NA,NA,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,106,"Calluna vulgaris",5,4,5,4,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,107,"Arctostaphylos uva-ursi",20,1,NA,NA,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,117,"Halimium spp.",30,2,NA,NA,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,120,"Daboecia cantabrica",NA,NA,1,3,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,4,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,138,"Asparagus spp.",NA,NA,5,3,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,144,"Lonicera spp.",NA,NA,1,3,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,2102,"Erica australis",NA,NA,1,10,NA,NA
326,42.764927,-4.49233,"A","3E",NA,NA,6102,"Erica scoparia",NA,NA,40,3,NA,NA
327,42.765243,-4.467894,"A","1","A","1",102,"Erica spp.",20,2,NA,NA,3,2
327,42.765243,-4.467894,"A","1","A","1",103,"Other papilionoid shrubs (Ht>1.5m)",20,3,NA,NA,NA,NA
327,42.765243,-4.467894,"A","1","A","1",107,"Arctostaphylos uva-ursi",5,1,NA,NA,NA,NA
327,42.765243,-4.467894,"A","1","A","1",119,"Rosa spp.",NA,NA,NA,NA,2,20
327,42.765243,-4.467894,"A","1","A","1",138,"Asparagus spp.",NA,NA,20,4,NA,NA
327,42.765243,-4.467894,"A","1","A","1",155,"Genista spp.",NA,NA,NA,NA,23,3
327,42.765243,-4.467894,"A","1","A","1",157,"Ulex parviflorus",NA,NA,5,4,NA,NA
327,42.765243,-4.467894,"A","1","A","1",4102,"Erica erigena",NA,NA,10,4,NA,NA
330,42.755765,-4.50433,"A","1",NA,NA,102,"Erica spp.",5,4,NA,NA,NA,NA
330,42.755765,-4.50433,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",35,4,NA,NA,NA,NA
330,42.755765,-4.50433,"A","1",NA,NA,106,"Calluna vulgaris",10,2,NA,NA,NA,NA
330,42.755765,-4.50433,"A","1",NA,NA,117,"Halimium spp.",55,2,10,5,NA,NA
330,42.755765,-4.50433,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,40,5,NA,NA
330,42.755765,-4.50433,"A","1",NA,NA,2102,"Erica australis",NA,NA,10,7,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,102,"Erica spp.",15,3,NA,NA,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,103,"Other papilionoid shrubs (Ht>1.5m)",40,5,NA,NA,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,106,"Calluna vulgaris",25,3,5,3,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,107,"Arctostaphylos uva-ursi",10,1,NA,NA,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,117,"Halimium spp.",NA,NA,5,3,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,119,"Rosa spp.",1,7,NA,NA,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,120,"Daboecia cantabrica",NA,NA,10,2,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,136,"Chamaespartium tridentatum",NA,NA,5,3,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,142,"Helianthemum spp.",NA,NA,1,10,NA,NA
332,42.756083,-4.479897,"A","1",NA,NA,5102,"Erica umbellata",NA,NA,10,3,NA,NA
333,42.757305,-4.382164,"A","4C","A","1",109,"Lavandula spp.",NA,NA,NA,NA,2,2
