"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","YearNFI2","YearNFI3","YearNFI4","CanopyNFI2","CanopyNFI3","CanopyNFI4","NtreesNFI2","NtreesNFI3","NtreesNFI4","DeadTreesNFI2","DeadTreesNFI3","DeadTreesNFI4","HoNFI2","HoNFI3","HoNFI4","HartNFI2","HartNFI3","HartNFI4","ShannonNFI2","ShannonNFI3","ShannonNFI4","SDIR_NFI2","SDIR_NFI3","SDIR_NFI4","especie_dominanteIFN2","CompositionNFI2","especie_dominanteIFN3","CompositionNFI3","especie_dominanteIFN4","CompositionNFI4","nCD.x","StructureNFI2","nCD.y","StructureNFI3","nCD","StructureNFI4","DmNFI2","HmNFI2","SlendernessNFI2","DgNFI2","DmNFI3","HmNFI3","SlendernessNFI3","DgNFI3","DmNFI4","HmNFI4","SlendernessNFI4","DgNFI4"
145,42.918594,-4.447025,"A","1",NA,NA,91,"2004-11-03 00:00",NA,70,80,NA,35,35,NA,0,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,3.68998361502254,2.75374943117688,NA,43,"pure",43,"pure",NA,NA,8,"Uneven-aged",8,"Uneven-aged",1,"Even-aged",0.250514285714286,9.42857142857143,37.6368613138686,0.294874670713799,0.266485714285714,11.4,42.779028626568,0.31051636717847,NA,NA,NA,NA
146,42.918901,-4.422528,"A","4","A","1",91,"05/19/03 00:00:00","2019-03-19T23:00:00Z",70,60,60,3,9,12,0,0,3,4.33912378683968,7.93532410799745,7.81563965029088,181.246816586792,76.5723398324805,94.906005005949,0,0.372480956091498,0.884747460572697,0.364103028195998,0.618975449989627,0.494312376137902,43,"pure",42,"pure",42,"pure",3,"Uneven-aged",3,"Uneven-aged",5,"Uneven-aged",0.2075,5.16666666666667,24.8995983935743,0.234964358999402,0.652666666666667,9.77777777777778,14.9812734082397,0.736340840462712,0.554666666666667,8.78333338101705,15.8353366244298,0.663176447108912
147,42.919053,-4.410279,"A","4","A","1",91,"05/19/03 00:00:00","2019-03-20T23:00:00Z",80,85,85,30,24,26,0,0,1,8.32336753484564,14.0278934162658,16.333467354893,42.1900694524831,36.8645974397095,35.598022481171,0,0.152702341369562,0.182367529816402,2.84422253918822,1.41373124093836,1.27191713724134,42,"pure",42,"pure",42,"pure",10,"Uneven-aged",8,"Uneven-aged",8,"Uneven-aged",0.285083333333333,7.13333333333333,25.0219234142064,0.338487407446717,0.319708333333333,13.6875,42.8124592727747,0.356642006546247,0.356942307692308,15.8961537434505,44.5342381692486,0.388390032451519
152,42.908962,-4.4958,"A","1",NA,NA,91,"03/24/03 00:00:00",NA,60,85,NA,15,21,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.386318059844144,0,0.646799861172213,1.34946747317411,NA,43,"pure",43,"pure",NA,NA,4,"Uneven-aged",5,"Uneven-aged",1,"Even-aged",0.186166666666667,9.23333333333333,49.5971351835273,0.19236220176185,0.180166666666667,10.952380952381,60.790273556231,0.193003546722901,NA,NA,NA,NA
157,42.911631,-4.275352,"A","4","A","4",91,"04/21/03 00:00:00","2019-06-17T22:00:00Z",80,85,90,16,18,59,0,0,0,7.47746482927569,9.5014087480217,13.4189984714603,34.031379990241,35.2602516696139,17.9212970677369,0,0,0,0.959956504193027,1.06225429454935,3.14282623120092,43,"pure",43,"pure",43,"pure",2,"Even-aged",3,"Uneven-aged",5,"Uneven-aged",0.10234375,6.59375,64.4274809160305,0.105362098854379,0.153833333333333,7.27777777777778,47.3094980137234,0.158095171758449,0.199728813559322,11.738983105805,58.7746099153507,0.20559599184908
159,42.899799,-4.507827,"A","1",NA,NA,91,"03/26/03 00:00:00",NA,70,85,NA,15,23,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.48617646688509,2.07571535342705,NA,43,"pure",43,"pure",NA,NA,5,"Uneven-aged",6,"Uneven-aged",1,"Even-aged",0.150366666666667,8.06666666666667,53.6466415428951,0.171660760416196,0.155152173913043,9.04347826086956,58.287795992714,0.172897588435919,NA,NA,NA,NA
163,42.890797,-4.507608,"A","4C",NA,NA,91,"05/23/03 00:00:00",NA,90,85,NA,1,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.399881384539668,NA,NA,NA,43,"pure",NA,NA,1,"Even-aged",1,"Even-aged",1,"Even-aged",NA,NA,NA,NA,0.0824375,5.75,69.7498104624716,0.0826220687831042,NA,NA,NA,NA
166,42.893625,-4.27498,"A","1",NA,NA,91,"04/21/03 00:00:00",NA,50,60,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.0474637772831968,NA,NA,NA,43,"pure",NA,NA,1,"Even-aged",1,"Even-aged",1,"Even-aged",NA,NA,NA,NA,0.08,6,75,0.08,NA,NA,NA,NA
169,42.882273,-4.470666,NA,NA,NA,NA,91,NA,NA,60,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.0299710591176908,NA,NA,43,"pure",NA,NA,NA,NA,1,"Even-aged",1,"Even-aged",1,"Even-aged",0.1425,5.5,38.5964912280702,0.1425,NA,NA,NA,NA,NA,NA,NA,NA
170,42.885025,-4.238067,"A","3E","A","1",91,"2004-02-03 00:00","2019-04-08T22:00:00Z",55,90,90,1,27,26,NA,0,3,NA,19.1964443762116,22.6029885528895,NA,21.4438223020169,21.3378395804033,0,0.936822410550777,1.07860369648943,NA,0.514892487344129,0.862604879731747,NA,NA,42,"mixed",42,"mixed",1,"Even-aged",12,"Uneven-aged",10,"Uneven-aged",NA,NA,NA,NA,0.33037037037037,15.1851851851852,45.9641255605381,0.379627595297169,0.381442307692308,18.0730769817646,47.3808925158436,0.428517738166201
177,42.875619,-4.27461,"A","4",NA,NA,91,"04/15/03 00:00:00",NA,65,70,NA,2,3,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.110617131213019,0.148639778004331,NA,43,"pure",43,"pure",NA,NA,2,"Even-aged",1,"Even-aged",1,"Even-aged",0.11475,5.5,47.9302832244009,0.117941192973448,0.0816666666666667,4.5,55.1020408163265,0.0821695401796392,NA,NA,NA,NA
179,42.876022,-4.237887,"A","1",NA,NA,91,"2004-03-03 00:00",NA,80,95,NA,26,36,NA,1,2,NA,NA,NA,NA,NA,NA,NA,0.0840863669566202,0.0984073172354375,0,2.29493687642389,2.32555424150555,NA,43,"pure",43,"pure",NA,NA,5,"Uneven-aged",6,"Uneven-aged",1,"Even-aged",0.141326923076923,7.5,53.0684446863519,0.164469280507848,0.164569444444444,9.15277777777778,55.6165077221706,0.188300531804288,NA,NA,NA,NA
182,42.86718041,-4.22554958,NA,NA,"A","1",91,"2004-09-03 00:00","2019-04-03T22:00:00Z",10,45,50,1,NA,16,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.482405667259528,NA,NA,NA,NA,43,"pure",1,"Even-aged",1,"Even-aged",2,"Even-aged",NA,NA,NA,NA,NA,NA,NA,NA,0.14159375,11.6124999523163,82.0128003694815,0.143027696181544
183,42.854627,-4.518967,"A","4",NA,NA,91,"06/13/03 00:00:00",NA,80,90,NA,26,36,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.668248477664539,0,1.55742105814508,1.31886710944397,NA,43,"pure",43,"mixed",NA,NA,2,"Even-aged",3,"Uneven-aged",1,"Even-aged",0.112076923076923,7.36538461538461,65.7172271791352,0.114327549005209,0.146583333333333,10.0833333333333,68.78908470722,0.149796528664719,NA,NA,NA,NA
189,42.847769,-4.347466,"A","1",NA,NA,91,"05/23/03 00:00:00",NA,70,75,NA,11,30,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.313522713042216,0.674751025788477,NA,25,"pure",25,"pure",NA,NA,3,"Uneven-aged",5,"Uneven-aged",1,"Even-aged",0.128318181818182,5.18181818181818,40.3825717321998,0.133841578673513,0.183516666666667,8.11,44.1921714648987,0.189175469692382,NA,NA,NA,NA
191,42.83818,-4.396202,"A","3E",NA,NA,91,"2006-06-03 00:00",NA,10,70,NA,1,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.131825205358498,NA,NA,NA,43,"pure",NA,NA,1,"Even-aged",2,"Even-aged",1,"Even-aged",NA,NA,NA,NA,0.12525,4.75,37.9241516966068,0.131558447087217,NA,NA,NA,NA
192,42.839607,-4.273869,"A","1",NA,NA,91,"2004-09-03 00:00",NA,70,80,NA,27,44,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.576096653074554,0.948070536652593,NA,25,"pure",25,"pure",NA,NA,5,"Uneven-aged",6,"Uneven-aged",1,"Even-aged",0.190592592592593,8.24074074074074,43.2374659930043,0.195015716365706,0.246386363636364,12.2272727272727,49.6264182271008,0.250952005552674,NA,NA,NA,NA
195,42.81307064,-4.89692111,NA,NA,"A","1",91,"2004-04-03 00:00","2019-08-07T22:00:00Z",5,15,60,1,NA,14,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.276560229678172,NA,NA,NA,NA,21,"pure",1,"Even-aged",1,"Even-aged",2,"Even-aged",NA,NA,NA,NA,NA,NA,NA,NA,0.127214285714286,5.80714287076678,45.648512178964,0.130486726199586
196,42.813167,-4.884886,"A","3E","A","1",91,"03/28/03 00:00:00","2019-08-07T22:00:00Z",80,95,35,21,87,22,0,0,0,7.69593145624513,10.7441318157839,15.4389669111367,52.7340223267889,21.9073725735654,36.0183580934418,0,0,0,0.803435154062816,0.935317384752862,0.301643861405721,43,"pure",21,"pure",21,"pure",3,"Uneven-aged",4,"Uneven-aged",3,"Uneven-aged",0.165119047619048,6.69047619047619,40.5191059841384,0.168705893706855,0.17066091954023,9.02873563218391,52.9045293820509,0.175194579837955,0.252477272727273,15.1409090648998,59.9693940818788,0.253579488165312
197,42.795166,-4.884339,"A","4","A","1",91,"2004-04-03 00:00","2019-06-16T22:00:00Z",65,70,90,13,2,18,0,0,0,8.66400623125044,5.95492965855137,15.3799690240356,Inf,137.807355522665,26.7530443503535,0,0.500402423538188,0.563864324091669,NA,0.0764060241028355,0.789306092064629,NA,NA,42,"mixed",42,"mixed",1,"Even-aged",2,"Even-aged",4,"Uneven-aged",0.142346153846154,6.80769230769231,47.8249121858957,0.151822961170113,0.1095,6.5,59.3607305936073,0.110889584722822,0.176472222222222,12.5722222858005,71.2419333053389,0.181211930867945
199,42.777565,-4.859357,"A","3E","A","6C",91,"04/22/03 00:00:00","2019-08-25T22:00:00Z",NA,30,35,1,10,2,NA,0,0,NA,8.8408450569081,4.59999990463257,NA,57.5663350964794,141.03636783654,0,0,0,NA,0.422618844469297,0.0952250619765636,NA,NA,43,"pure",43,"pure",1,"Even-aged",3,"Uneven-aged",1,"Even-aged",NA,NA,NA,NA,0.14595,8.2,56.1836245289483,0.149900216811051,0.08,4.54999995231629,56.8749994039536,0.080156097709407
201,42.759364,-4.871033,"A","4",NA,NA,91,"04/23/03 00:00:00",NA,85,70,NA,26,25,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0.615962612538129,0,0.391828659375319,0.406881598110749,NA,21,"pure",21,"mixed",NA,NA,3,"Uneven-aged",4,"Uneven-aged",1,"Even-aged",0.176807692307692,9.17307692307692,51.8816619534479,0.178322956803315,0.25146,14.78,58.7767438161139,0.254789501353568,NA,NA,NA,NA
202,42.750164,-4.882975,"A","1",NA,NA,91,"04/24/03 00:00:00",NA,50,50,NA,6,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.149514055768068,0.245158169899237,NA,21,"pure",21,"pure",NA,NA,4,"Uneven-aged",4,"Uneven-aged",1,"Even-aged",0.185,11.8333333333333,63.963963963964,0.191870398967636,0.26405,15.1,57.1861389888279,0.270042542944626,NA,NA,NA,NA
204,42.740962,-4.894913,"A","3E","A","1",91,"04/22/03 00:00:00","2019-08-08T22:00:00Z",90,75,65,44,46,29,0,3,6,13.1543036549333,14.9001567407857,16.1054146775828,20.5927933055097,25.8671964189746,30.3306287945373,0,0,0,0.661297324486184,0.457790726159085,0.359854322429117,21,"pure",21,"pure",21,"pure",4,"Uneven-aged",3,"Uneven-aged",5,"Uneven-aged",0.166068181818182,12.0454545454545,72.5331873545915,0.168764797331025,0.203782608695652,12.5108695652174,61.3932152762961,0.208262793855138,0.234465517241379,14.3586207093864,61.2397971280542,0.24083423616742
206,42.741363,-4.870492,"A","1",NA,NA,91,"03/17/03 00:00:00","2019-08-08T22:00:00Z",90,50,10,52,14,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.757728895426494,0.227894655763895,NA,21,"pure",21,"pure",NA,NA,4,"Uneven-aged",3,"Uneven-aged",1,"Even-aged",0.157346153846154,12.8173076923077,81.4593009044243,0.159713656031903,0.221464285714286,15.7857142857143,71.2788259958071,0.222999479499713,NA,NA,NA,NA
207,42.731961,-4.894639,"A","1",NA,NA,91,"03/18/03 00:00:00",NA,95,85,NA,63,49,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.967448404899769,0.806856167890617,NA,21,"pure",21,"pure",NA,NA,4,"Uneven-aged",4,"Uneven-aged",1,"Even-aged",0.166793650793651,12.6984126984127,76.1324704986677,0.170207436466717,0.215622448979592,15.8571428571429,73.5412427239601,0.21927988591603,NA,NA,NA,NA
208,42.732163,-4.88243,"A","1",NA,NA,91,"03/18/03 00:00:00",NA,90,80,NA,47,40,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.669326889843341,0.407611300509402,0,0.818579008225507,0.5977187420717,NA,21,"mixed",21,"mixed",NA,NA,4,"Uneven-aged",4,"Uneven-aged",1,"Even-aged",0.165265957446809,9.86170212765957,59.671709044094,0.169278710755055,0.2386,14.075,58.9899413243923,0.240871179263938,NA,NA,NA,NA
209,42.723162,-4.882158,"A","1",NA,NA,91,"03/17/03 00:00:00",NA,60,75,NA,17,17,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.678500877013908,0.616151862043566,0,0.261332476398863,0.23807993488384,NA,26,"mixed",21,"mixed",NA,NA,3,"Uneven-aged",4,"Uneven-aged",1,"Even-aged",0.198823529411765,7.70588235294118,38.7573964497041,0.202261478987851,0.264852941176471,11.0294117647059,41.6435313714603,0.269962933185498,NA,NA,NA,NA
210,42.714161,-4.881886,"A","1",NA,NA,91,"2004-04-03 00:00",NA,90,80,NA,43,34,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.94530185546443,0.688182166776089,0,0.673145662570859,0.639706547580448,NA,21,"mixed",25,"mixed",NA,NA,4,"Uneven-aged",4,"Uneven-aged",1,"Even-aged",0.161151162790698,8.26744186046512,51.3024027707627,0.163864432765568,0.218529411764706,12.6764705882353,58.0080753701211,0.221802409417773,NA,NA,NA,NA
214,42.69636,-4.86914,"A","1",NA,NA,91,"2004-03-03 00:00",NA,75,80,NA,29,40,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.410111016177348,0.0727814132620078,0,0.380548247901878,0.624095805621154,NA,21,"mixed",21,"pure",NA,NA,4,"Uneven-aged",3,"Uneven-aged",1,"Even-aged",0.15498275862069,7.68965517241379,49.6161975748137,0.158930504222486,0.1992375,11.2375,56.4025346634042,0.203415476918547,NA,NA,NA,NA
216,42.68716,-4.88107,"A","1",NA,NA,91,"2004-08-03 00:00",NA,90,80,NA,30,45,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.405225729812996,0.703086776843087,NA,21,"pure",21,"pure",NA,NA,2,"Even-aged",4,"Uneven-aged",1,"Even-aged",0.16065,11.45,71.2729536258948,0.162093260193014,0.217988888888889,17.0555555555556,78.2404811662164,0.220920511094426,NA,NA,NA,NA
218,42.687558,-4.856669,"A","1",NA,NA,91,"2004-03-03 00:00",NA,85,80,NA,24,40,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.423072023464447,0,0,0.385124679016625,0.584613703310745,NA,21,"mixed",21,"pure",NA,NA,4,"Uneven-aged",4,"Uneven-aged",1,"Even-aged",0.170208333333333,7.77083333333333,45.6548347613219,0.173225707772644,0.2255625,12.15,53.8653366583541,0.228175302673186,NA,NA,NA,NA
220,42.668957,-4.892724,"A","1",NA,NA,91,"2004-09-03 00:00",NA,95,70,NA,58,31,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.892642124032036,0.523285298330162,NA,21,"pure",21,"pure",NA,NA,3,"Uneven-aged",3,"Uneven-aged",1,"Even-aged",0.158594827586207,10.8103448275862,68.163287492526,0.160709914828358,0.195306451612903,14.6935483870968,75.2332975472789,0.197458795211689,NA,NA,NA,NA
223,42.79596,-4.835453,NA,NA,NA,NA,91,"2004-08-03 00:00",NA,70,80,NA,3,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.142915566581153,NA,NA,43,"pure",NA,NA,NA,NA,1,"Even-aged",1,"Even-aged",1,"Even-aged",0.0801666666666667,5,62.3700623700624,0.0801836433860838,0.10475,5.85,55.8472553699284,0.10660921629953,NA,NA,NA,NA
224,42.796734,-4.786564,"A","1",NA,NA,91,"2005-07-03 00:00",NA,40,40,NA,1,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.0247562310034187,0.0632613839562488,NA,43,"pure",43,"pure",NA,NA,1,"Even-aged",1,"Even-aged",1,"Even-aged",0.1265,6,47.4308300395257,0.1265,0.146,6,41.0958904109589,0.147363496158309,NA,NA,NA,NA
231,42.772443,-4.602519,"A","4",NA,NA,91,"04/16/03 00:00:00",NA,80,80,NA,39,36,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.629354368737969,0.551962685922165,NA,21,"pure",21,"pure",NA,NA,4,"Uneven-aged",4,"Uneven-aged",1,"Even-aged",0.16674358974359,7.52564102564103,45.1330155312932,0.169586488032145,0.231416666666667,12.4722222222222,53.8950906253751,0.234007775274432,NA,NA,NA,NA
233,42.77362686,-4.54141932,NA,NA,"A","1",91,"04/23/03 00:00:00","2019-08-07T22:00:00Z",30,35,80,1,NA,18,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0.173205206749177,NA,NA,0.288796623096707,NA,NA,NA,NA,21,"pure",1,"Even-aged",1,"Even-aged",3,"Uneven-aged",NA,NA,NA,NA,NA,NA,NA,NA,0.148416666666667,6.72222224871317,45.2929067852656,0.150022452023393
235,42.761666,-4.724451,"A","1",NA,NA,91,"2003-12-03 00:00",NA,60,60,NA,4,7,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.285030871179512,0.267885115522233,NA,43,"pure",43,"pure",NA,NA,1,"Even-aged",2,"Even-aged",1,"Even-aged",0.102125,6.375,62.4235006119951,0.10304883551016,0.132428571428571,8.5,64.185544768069,0.132871043819616,NA,NA,NA,NA
238,42.763948,-4.565635,"A","4",NA,NA,91,"04/16/03 00:00:00",NA,20,30,NA,1,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.0196069120961593,NA,NA,NA,21,"pure",NA,NA,1,"Even-aged",1,"Even-aged",1,"Even-aged",NA,NA,NA,NA,0.13275,5.25,39.5480225988701,0.132750235404688,NA,NA,NA,NA
239,42.764114,-4.553418,"A","4C","A","4",91,"05/28/03 00:00:00","2019-08-08T22:00:00Z",60,60,95,1,2,45,NA,0,0,NA,5,12.269765357283,NA,129.753487321027,18.0478174997559,0,0.693147180559945,0.652970000447302,NA,0.0739313136589749,1.57566324075419,NA,NA,25,"mixed",25,"mixed",1,"Even-aged",1,"Even-aged",4,"Uneven-aged",NA,NA,NA,NA,0.0855,5.5,64.327485380117,0.085618339156982,0.162133333333333,10.9844445016649,67.7494521073082,0.168593594184358
240,42.76428,-4.5412,"A","4C",NA,NA,91,"04/23/03 00:00:00",NA,30,70,NA,1,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.0489002219565266,NA,NA,NA,43,"pure",NA,NA,1,"Even-aged",1,"Even-aged",1,"Even-aged",NA,NA,NA,NA,0.0815,6.5,79.7546012269939,0.0815,NA,NA,NA,NA
243,42.754268,-4.61427,"A","1",NA,NA,91,"2004-09-03 00:00",NA,70,80,NA,33,32,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.391908354543261,0,0,0.65521533485869,0.572231211082716,NA,25,"pure",25,"pure",NA,NA,4,"Uneven-aged",5,"Uneven-aged",1,"Even-aged",0.189515151515152,7.62121212121212,40.2142628717621,0.193627375662794,0.26775,12.953125,48.3776844070962,0.270572396735144,NA,NA,NA,NA
244,42.754439,-4.602055,"A","3E",NA,NA,91,"2004-09-03 00:00",NA,40,70,NA,1,36,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0.687982455964042,NA,NA,NA,25,"pure",NA,NA,1,"Even-aged",4,"Uneven-aged",1,"Even-aged",NA,NA,NA,NA,0.250722222222222,12.8305555555556,51.1743851096831,0.253680929296802,NA,NA,NA,NA
246,42.754778,-4.577624,"A","4","A","1",91,"04/15/03 00:00:00","2019-06-23T22:00:00Z",60,70,70,47,35,28,0,0,0,8.70735530263065,12.9668544997362,16.8462396219222,37.5821746480245,36.9069066077654,36.2460232321061,0,0,0,0.830663425444185,0.70417546556034,0.63190688070233,26,"pure",26,"pure",26,"pure",5,"Uneven-aged",5,"Uneven-aged",5,"Uneven-aged",0.228372340425532,8.11702127659574,35.5429263520753,0.233543255367522,0.334042857142857,12.4285714285714,37.206517555489,0.338350420633486,0.424821428571429,16.2642857347216,38.2849937429344,0.428479600281207
247,42.754946,-4.565409,"A","4C","A","1",91,"05/28/03 00:00:00","2019-06-24T22:00:00Z",50,70,90,1,9,31,NA,0,0,NA,6.86338022763242,12.5292643115374,NA,58.3426740144481,25.8900787175668,0,0.692012964831874,0.886707313904611,NA,0.328932331294722,0.787979239079073,NA,NA,21,"mixed",21,"mixed",1,"Even-aged",2,"Even-aged",5,"Uneven-aged",NA,NA,NA,NA,0.118222222222222,6.61111111111111,55.9210526315789,0.121122756830507,0.190709677419355,11.2483870906215,58.981732038103,0.197675075525143
248,42.755112,-4.553193,"A","4C","A","4",91,"05/28/03 00:00:00","2019-06-24T22:00:00Z",60,70,95,1,3,40,NA,0,0,NA,6.5,11.7405009108283,NA,81.4948298162061,23.9278097534835,0,0,0.189208980538167,NA,0.0661269596614712,0.750996246294669,NA,NA,21,"pure",21,"pure",1,"Even-aged",1,"Even-aged",4,"Uneven-aged",NA,NA,NA,NA,0.0921666666666667,5.83333333333333,63.2911392405063,0.0927168629035014,0.1792875,10.3775000810623,57.8818940587733,0.18346799789064
249,42.755277,-4.540977,"A","4C","A","4",91,"2006-02-03 00:00","2019-07-25T22:00:00Z",30,70,95,1,10,42,NA,0,0,NA,7.52253517072431,9.22704223370326,NA,48.7865160800396,27.2032090598541,0,0.626869457572426,0.265992556283731,NA,0.254884150960091,0.714942861900208,NA,NA,21,"mixed",21,"pure",1,"Even-aged",2,"Even-aged",4,"Uneven-aged",NA,NA,NA,NA,0.1131,6.65,58.7975243147657,0.115552369079998,0.157535714285714,8.46904758044652,53.7595402975521,0.160825419247675
251,42.742728,-4.785012,"A","1",NA,NA,91,"2004-02-03 00:00",NA,75,65,NA,37,27,NA,0,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.614916277168957,0.426548631850231,NA,21,"pure",21,"pure",NA,NA,4,"Uneven-aged",4,"Uneven-aged",1,"Even-aged",0.17877027027027,8.68918918918919,48.6053367601482,0.182069540471677,0.229277777777778,12.6481481481481,55.1651724416445,0.232766036564138,NA,NA,NA,NA
253,42.744209,-4.687314,"A","1",NA,NA,91,"04/29/03 00:00:00",NA,60,75,NA,5,10,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.381560861602567,0.495033975676908,NA,43,"pure",43,"pure",NA,NA,1,"Even-aged",2,"Even-aged",1,"Even-aged",0.1071,5.1,47.6190476190476,0.107543247114824,0.1301,6.35,48.8086087624904,0.130590581589945,NA,NA,NA,NA
254,42.745437,-4.601823,"A","4","A","1",91,"05/20/03 00:00:00","2019-06-26T22:00:00Z",80,80,85,40,21,36,0,0,2,10.8488263631568,13.2829421210523,17.1189986947305,29.7975846361373,37.2177523049661,27.5744826359981,0.145315119601622,0,0,0.64377930602132,0.32996546483187,0.494800442646471,21,"pure",21,"pure",21,"pure",4,"Uneven-aged",4,"Uneven-aged",4,"Uneven-aged",0.20385,10.1375,49.7301937699289,0.20756947632058,0.228690476190476,13.1428571428571,57.4700676730869,0.231592134293604,0.277694444444444,16.5250000953674,59.5078526991325,0.281424526096943
256,42.745944,-4.565182,"A","4C",NA,NA,91,"05/20/03 00:00:00",NA,30,70,NA,1,4,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,1.03972077083992,0,NA,0.112298087098836,NA,NA,NA,25,"mixed",NA,NA,1,"Even-aged",1,"Even-aged",1,"Even-aged",NA,NA,NA,NA,0.08325,6,72.0720720720721,0.0836398529410472,NA,NA,NA,NA
258,42.733536,-4.796964,"A","4","A","1",91,"03/31/03 00:00:00","2019-07-04T22:00:00Z",70,70,65,40,41,35,0,0,2,9.63661977236758,14.4603881030527,17.8775276574866,27.6775896781584,23.5444935826506,23.1452083185576,0.337283740610821,0.670491644594888,0.668672210841476,0.857139226010313,0.724343704575413,0.598898945645225,25,"pure",25,"mixed",25,"mixed",4,"Uneven-aged",4,"Uneven-aged",5,"Uneven-aged",0.170575,8.5,49.8314524402755,0.173570806877193,0.217268292682927,13.1341463414634,60.4512797485406,0.224146076063433,0.244557142857143,16.2771427971976,66.5576257844403,0.249526079369901
261,42.736774,-4.577167,"A","4C","A","1",91,"04/21/03 00:00:00","2019-06-18T22:00:00Z",20,70,95,1,8,26,NA,0,0,NA,5.8408450569081,11.3244130699433,NA,70.2495187402609,38.5514680974683,0,0.647446639034633,0.706518316858183,NA,0.198158270398363,0.461881757822901,NA,NA,25,"mixed",25,"mixed",1,"Even-aged",3,"Uneven-aged",5,"Uneven-aged",NA,NA,NA,NA,0.1249375,5.4375,43.5217608804402,0.128168468236146,0.227826923076923,10.7499998899607,47.1849408523638,0.234082188886396
262,42.736942,-4.564956,"A","4C","A","1",91,"04/22/03 00:00:00","2019-06-18T22:00:00Z",30,70,95,1,8,36,NA,0,0,NA,4.63661977236758,9.53502359576948,NA,73.4908981442469,31.7336053778635,0,0,0.368607049360562,NA,0.164846469764375,0.63878240872544,NA,NA,21,"pure",21,"mixed",1,"Even-aged",2,"Even-aged",5,"Uneven-aged",NA,NA,NA,NA,0.0934375,4.9375,52.8428093645485,0.0945279389916018,0.183763888888889,9.23888891273075,50.2758674111264,0.186564909020367
263,42.72484493,-4.78452548,NA,NA,"A","1",91,"2004-02-03 00:00","2019-08-22T22:00:00Z",10,60,80,1,NA,31,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.413789547694838,NA,NA,NA,NA,21,"pure",1,"Even-aged",1,"Even-aged",4,"Uneven-aged",NA,NA,NA,NA,NA,NA,NA,NA,0.151516129032258,8.1193548171751,53.5873960682197,0.153465610311845
264,42.724915,-4.772288,"A","1",NA,NA,91,"04/25/03 00:00:00",NA,85,70,NA,31,36,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.667644312634549,0.959914496442543,0,0.758353875144959,0.524188161159607,NA,26,"mixed",21,"mixed",NA,NA,5,"Uneven-aged",5,"Uneven-aged",1,"Even-aged",0.1845,7.58064516129032,41.08750764927,0.191775174988671,0.264347222222222,13.7222222222222,51.9098408028162,0.267159817441837,NA,NA,NA,NA
