"Estadillo","lat","lng","ClaIFN3","SubclaseIFN3","ClaIFN4","SubclaseIFN4","SpeciesID","SpeciesName","NtreesNFI2","NtreesNFI3","NtreesNFI4","AgeNFI3","AgeNFI4","SPdevelopmentNFI2","SPdevelopmentNFI2name","SPdevelopmentNFI3","SPdevelopmentNFI3name","SPdevelopmentNFI4","SPdevelopmentNFI4name","Origin1NFI3","Origin1NFI3_EN","Origin2NFI3","Origin2NFI3_EN","Origin1NFI4","Origin1NFI4_EN","Origin2NFI4","Origin2NFI4_EN","SPcoverNFI2","SPcoverNFI3","SPcoverNFI4","RegenerNFI2","RegenerNFI2_EN","RegenerNFI3","RegenerNFI3_EN","RegenerNFI4","RegenerNFI4_EN"
1050,42.882115,-4.482907,"N","N",NA,NA,"43","Quercus pyrenaica",NA,1,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1051,42.874921,-4.335813,"N","N","A","4","43","Quercus pyrenaica",NA,4,34,0,0,NA,NA,3,"Polewood",4,"Old growth",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,NA,NA,3,">15 stems",3,">15 stems"
1053,42.865188,-4.396811,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,NA,30,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,2,"5–15 stems",2,"5–15 stems"
1053,42.865188,-4.396811,"N","N","A","1","295","Prunus spinosa",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,NA,NA,3,">15 stems",NA,NA
1053,42.865188,-4.396811,"N","N","A","1","43","Quercus pyrenaica",NA,23,23,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,60,90,NA,NA,3,">15 stems",3,">15 stems"
1054,42.857058,-4.323188,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1055,42.846106,-4.482045,"N","N","A","1","42","Quercus petraea",NA,11,12,0,0,NA,NA,4,"Old growth",4,"Old growth",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,30,30,NA,NA,2,"5–15 stems",3,">15 stems"
1055,42.846106,-4.482045,"N","N","A","1","43","Quercus pyrenaica",NA,22,23,0,0,NA,NA,4,"Old growth",4,"Old growth",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,40,50,NA,NA,2,"5–15 stems",3,">15 stems"
1055,42.846106,-4.482045,"N","N","A","1","71","Fagus sylvatica",NA,1,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,3,">15 stems",2,"5–15 stems"
1057,42.836785,-4.506294,"N","N","A","1","43","Quercus pyrenaica",NA,6,7,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,NA,NA,3,">15 stems",1,"1–4 stems"
1058,42.839332,-4.298336,"N","N",NA,NA,"43","Quercus pyrenaica",NA,23,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1059,42.840654,-4.175996,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,20,NA,NA,3,">15 stems",2,"5–15 stems"
1059,42.840654,-4.175996,"N","N","A","1","43","Quercus pyrenaica",NA,17,29,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,70,NA,NA,2,"5–15 stems",NA,NA
1059,42.840654,-4.175996,"N","N","A","1","74","Corylus avellana",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,NA,NA,1,"1–4 stems"
1060,42.841025,-4.139293,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,NA,NA,2,"5–15 stems",1,"1–4 stems"
1060,42.841025,-4.139293,"N","N","A","1","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,NA,NA,3,">15 stems",3,">15 stems"
1061,42.822567,-4.860706,"N","N",NA,NA,"43","Quercus pyrenaica",NA,5,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,80,NA,NA,NA,3,">15 stems",NA,NA
1062,42.804566,-4.860166,"N","N",NA,NA,"43","Quercus pyrenaica",NA,3,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,NA,NA,2,"5–15 stems",NA,NA
1064,42.74935,-4.931824,"N","N",NA,NA,"43","Quercus pyrenaica",NA,30,NA,0,NA,NA,NA,4,"Old growth",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1065,42.832737,-4.787601,"N","N","A","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1066,42.82449,-4.73843,"N","N",NA,NA,"43","Quercus pyrenaica",NA,28,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,80,NA,NA,NA,3,">15 stems",NA,NA
1067,42.825041,-4.701745,"N","N",NA,NA,"215","Crataegus monogyna",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,NA,NA,3,">15 stems",NA,NA
1067,42.825041,-4.701745,"N","N",NA,NA,"43","Quercus pyrenaica",NA,20,NA,0,NA,NA,NA,4,"Old growth",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,80,NA,NA,NA,1,"1–4 stems",NA,NA
1068,42.813962,-4.835985,"N","N","A","4","215","Crataegus monogyna",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,NA,NA,2,"5–15 stems"
1068,42.813962,-4.835985,"N","N","A","4","43","Quercus pyrenaica",NA,7,12,0,0,NA,NA,3,"Polewood",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,70,70,NA,NA,3,">15 stems",3,">15 stems"
1068,42.813962,-4.835985,"N","N","A","4","74","Corylus avellana",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,NA,NA,2,"5–15 stems"
1070,42.814926,-4.774856,"N","N","A","1","43","Quercus pyrenaica",NA,14,23,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,NA,NA,3,">15 stems",3,">15 stems"
1072,42.805156,-4.823495,"N","N","A","1","42","Quercus petraea",NA,51,NA,0,NA,NA,NA,4,"Old growth",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,70,NA,NA,NA,3,">15 stems",NA,NA
1072,42.805156,-4.823495,"N","N","A","1","43","Quercus pyrenaica",NA,NA,57,NA,0,NA,NA,NA,NA,4,"Old growth",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,70,NA,NA,NA,NA,3,">15 stems"
1072,42.805156,-4.823495,"N","N","A","1","74","Corylus avellana",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,NA,NA,3,">15 stems",3,">15 stems"
1073,42.806301,-4.75015,"N","N","A","1","42","Quercus petraea",NA,44,2,0,NA,NA,NA,4,"Old growth",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1073,42.806301,-4.75015,"N","N","A","1","43","Quercus pyrenaica",NA,NA,48,NA,0,NA,NA,NA,NA,4,"Old growth",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,90,NA,NA,NA,NA,3,">15 stems"
1074,42.807577,-4.664576,"N","N",NA,NA,"43","Quercus pyrenaica",NA,15,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1076,42.789036,-4.700758,"N","N","A","1","43","Quercus pyrenaica",NA,10,23,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,NA,NA,3,">15 stems",3,">15 stems"
1077,42.790102,-4.627428,"N","N",NA,NA,"43","Quercus pyrenaica",NA,9,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,3,">15 stems",NA,NA
1079,42.778922,-4.773827,"N","N",NA,NA,"43","Quercus pyrenaica",NA,11,NA,0,NA,NA,NA,4,"Old growth",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1081,42.770297,-4.749136,"N","N",NA,NA,"43","Quercus pyrenaica",NA,9,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,3,">15 stems",NA,NA
1083,42.763611,-4.59007,"N","N","A","1","26","Pinus pinaster",NA,33,10,40,0,NA,NA,4,"Old growth",4,"Old growth",3,"Naturalized","5","Mixed: seed and plantation",2,"Artificial",2,"Plantation",NA,60,50,NA,NA,NA,NA,2,"5–15 stems"
1084,42.753211,-4.687559,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,NA,NA,3,">15 stems",1,"1–4 stems"
1084,42.753211,-4.687559,"N","N","A","1","43","Quercus pyrenaica",NA,26,35,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,3,">15 stems",3,">15 stems"
1085,42.74176,-4.846069,"N","N",NA,NA,"43","Quercus pyrenaica",NA,10,NA,0,NA,NA,NA,4,"Old growth",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,NA,NA,1,"1–4 stems",NA,NA
1086,42.745093,-4.62625,"N","N","A","1","43","Quercus pyrenaica",NA,11,18,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,100,NA,NA,3,">15 stems",3,">15 stems"
1087,42.735387,-4.674859,"N","N",NA,NA,"215","Crataegus monogyna",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,2,"5–15 stems",NA,NA
1087,42.735387,-4.674859,"N","N",NA,NA,"43","Quercus pyrenaica",NA,18,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1088,42.726026,-4.699035,"N","N",NA,NA,"43","Quercus pyrenaica",NA,7,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1089,42.715148,-4.820857,"N","N",NA,NA,"215","Crataegus monogyna",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,1,"1–4 stems",NA,NA
1089,42.715148,-4.820857,"N","N",NA,NA,"43","Quercus pyrenaica",NA,6,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1090,42.717205,-4.686582,"N","N",NA,NA,"215","Crataegus monogyna",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,10,NA,NA,NA,1,"1–4 stems",NA,NA
1090,42.717205,-4.686582,"N","N",NA,NA,"43","Quercus pyrenaica",NA,8,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,90,NA,NA,NA,3,">15 stems",NA,NA
1091,42.70856,-4.661927,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,NA,NA,2,"5–15 stems",1,"1–4 stems"
1091,42.70856,-4.661927,"N","N","A","1","43","Quercus pyrenaica",NA,23,23,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,3,">15 stems",3,">15 stems"
1093,42.699735,-4.649483,"N","N",NA,NA,"43","Quercus pyrenaica",NA,5,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,3,">15 stems",NA,NA
1098,42.829326,-4.383768,"N","N",NA,NA,"43","Quercus pyrenaica",NA,18,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,3,">15 stems",NA,NA
1099,42.82135558,-4.29804241,NA,NA,"A","4C","43","Quercus pyrenaica",NA,NA,4,0,20,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,NA,NA,3,">15 stems",3,">15 stems"
1100,42.810566,-4.444504,"N","N","A","1","43","Quercus pyrenaica",NA,19,36,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,3,">15 stems",3,">15 stems"
1101,42.811321,-4.383367,"N","N","A","1","44","Quercus faginea",NA,3,3,0,60,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,70,70,NA,NA,3,">15 stems",3,">15 stems"
1105,42.784015,-4.40721,"N","N","A","1","44","Quercus faginea",NA,1,2,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,60,70,NA,NA,1,"1–4 stems",1,"1–4 stems"
1110,42.738078,-4.479469,"N","N",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,NA,NA,1,"1–4 stems",NA,NA
1112,42.7229867,-4.23492091,NA,NA,"A","1","26","Pinus pinaster",NA,NA,NA,5,NA,NA,NA,1,"Young growth",NA,NA,2,"Artificial","J",NA,NA,NA,NA,NA,NA,100,NA,NA,NA,1,"1–4 stems",NA,NA
1113,42.723228,-4.210417,"N","N","A","1","44","Quercus faginea",NA,28,35,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,3,">15 stems",2,"5–15 stems"
1117,42.692908,-4.490604,"N","N","A","1","43","Quercus pyrenaica",NA,4,8,0,60,NA,NA,3,"Polewood",4,"Old growth",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,NA,NA,3,">15 stems",3,">15 stems"
1120,42.813769,-4.163255,"N","N",NA,NA,"43","Quercus pyrenaica",NA,4,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,3,">15 stems",NA,NA
1121,42.805487,-4.089721,"N","N",NA,NA,"43","Quercus pyrenaica",NA,2,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,30,NA,NA,NA,2,"5–15 stems",NA,NA
1122,42.787125,-4.126078,"N","N","A","1","71","Fagus sylvatica",NA,21,33,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,80,70,NA,NA,3,">15 stems",NA,NA
1123,42.75063966,-4.17437398,NA,NA,"A","1","25","Pinus nigra",NA,NA,21,5,0,NA,NA,2,"Thicket",3,"Polewood",2,"Artificial","J",NA,2,"Artificial",2,"Plantation",NA,80,90,NA,NA,2,"5–15 stems",NA,NA
1126,42.656416,-4.526333,"N","N","A","1","43","Quercus pyrenaica",NA,1,4,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,100,NA,NA,3,">15 stems",3,">15 stems"
1127,42.647251,-4.538308,"N","N","A","1","43","Quercus pyrenaica",NA,2,3,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,NA,NA,3,">15 stems",3,">15 stems"
1130,42.61142266,-4.52531823,NA,NA,"A","1","43","Quercus pyrenaica",NA,NA,5,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,3,">15 stems",3,">15 stems"
1132,42.591182,-4.683179,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1133,42.59190542,-4.63453351,NA,NA,"A","1","43","Quercus pyrenaica",NA,NA,5,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,3,">15 stems",3,">15 stems"
1134,42.580707,-4.780382,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,10,20,NA,NA,1,"1–4 stems",3,">15 stems"
1134,42.580707,-4.780382,"N","N","A","1","295","Prunus spinosa",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,10,NA,NA,NA,3,">15 stems",NA,NA
1134,42.580707,-4.780382,"N","N","A","1","43","Quercus pyrenaica",NA,8,12,0,0,NA,NA,4,"Old growth",4,"Old growth",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,70,80,NA,NA,3,">15 stems",2,"5–15 stems"
1135,42.573534,-4.658336,"N","N",NA,NA,"43","Quercus pyrenaica",NA,5,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,100,NA,NA,NA,3,">15 stems",NA,NA
1137,42.563266,-4.743339,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,10,10,NA,NA,1,"1–4 stems",2,"5–15 stems"
1137,42.563266,-4.743339,"N","N","A","1","43","Quercus pyrenaica",NA,26,27,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,3,">15 stems",3,">15 stems"
1138,42.554815,-4.706563,"N","N",NA,NA,"43","Quercus pyrenaica",NA,3,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,3,">15 stems",NA,NA
1139,42.546528,-4.657621,"N","N",NA,NA,"43","Quercus pyrenaica",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","3","Coppice (stump or root sprout)",NA,NA,NA,NA,NA,30,NA,NA,NA,3,">15 stems",NA,NA
1140,42.536811,-4.706072,"N","N","A","1","43","Quercus pyrenaica",NA,7,14,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,90,NA,NA,3,">15 stems",2,"5–15 stems"
1141,42.53839,-4.596519,"N","N","A","1","37","Juniperus communis",NA,NA,NA,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","1","Seed",1,"Natural",1,"Seed",NA,20,20,NA,NA,2,"5–15 stems",3,">15 stems"
1141,42.53839,-4.596519,"N","N","A","1","43","Quercus pyrenaica",NA,6,9,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,80,80,NA,NA,3,">15 stems",3,">15 stems"
1142,42.528347,-4.669316,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,NA,NA,2,"5–15 stems"
1142,42.528347,-4.669316,"N","N","A","1","43","Quercus pyrenaica",NA,10,20,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,90,NA,NA,1,"1–4 stems",2,"5–15 stems"
1143,42.529046,-4.620632,"N","N",NA,NA,"43","Quercus pyrenaica",NA,2,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,2,"5–15 stems",NA,NA
1146,42.666215,-4.465561,"N","N","A","1","43","Quercus pyrenaica",NA,1,4,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,100,NA,NA,3,">15 stems",3,">15 stems"
1148,42.650267,-4.294396,"N","N",NA,NA,"215","Crataegus monogyna",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","1","Seed",NA,NA,NA,NA,NA,20,NA,NA,NA,3,">15 stems",NA,NA
1148,42.650267,-4.294396,"N","N",NA,NA,"43","Quercus pyrenaica",NA,8,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,50,NA,NA,NA,3,">15 stems",NA,NA
1148,42.650267,-4.294396,"N","N",NA,NA,"45","Quercus ilex",NA,NA,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,NA,NA,2,"5–15 stems",NA,NA
1154,42.540333,-4.450435,"N","N",NA,NA,"43","Quercus pyrenaica",NA,1,NA,0,NA,NA,NA,3,"Polewood",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,1,"1–4 stems",NA,NA
1156,42.531635,-4.425881,"N","N",NA,NA,"43","Quercus pyrenaica",NA,1,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,1,"1–4 stems",NA,NA
1157,42.533086,-4.30415,"N","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1158,42.523803,-4.328306,"N","N","A","1","43","Quercus pyrenaica",NA,3,3,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,100,80,NA,NA,3,">15 stems",3,">15 stems"
1160,42.51363,-4.425472,"N","N","A","1","43","Quercus pyrenaica",NA,1,1,0,0,NA,NA,3,"Polewood",3,"Polewood",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,90,90,NA,NA,3,">15 stems",3,">15 stems"
1161,42.504475,-4.437435,"N","N","A","1","43","Quercus pyrenaica",NA,NA,NA,0,0,NA,NA,2,"Thicket",3,"Polewood",1,"Natural","3","Coppice (stump or root sprout)",1,"Natural",4,"Mixed: seed and sprout",NA,20,20,NA,NA,1,"1–4 stems",1,"1–4 stems"
1162,42.505796,-4.327925,"N","N",NA,NA,"43","Quercus pyrenaica",NA,1,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,100,NA,NA,NA,2,"5–15 stems",NA,NA
1164,42.479941,-4.887014,"N","N","A","1","215","Crataegus monogyna",NA,NA,1,0,0,NA,NA,2,"Thicket",2,"Thicket",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,20,40,NA,NA,3,">15 stems",3,">15 stems"
1164,42.479941,-4.887014,"N","N","A","1","295","Prunus spinosa",NA,NA,NA,0,NA,NA,NA,2,"Thicket",NA,NA,1,"Natural","4","Mixed: seed and sprout",NA,NA,NA,NA,NA,20,NA,NA,NA,3,">15 stems",NA,NA
1164,42.479941,-4.887014,"N","N","A","1","43","Quercus pyrenaica",NA,14,14,0,0,NA,NA,4,"Old growth",4,"Old growth",1,"Natural","4","Mixed: seed and sprout",1,"Natural",4,"Mixed: seed and sprout",NA,50,60,NA,NA,NA,NA,2,"5–15 stems"
1166,42.390328,-4.86003,"N","N","A","1","215","Crataegus monogyna",NA,NA,NA,NA,0,NA,NA,NA,NA,2,"Thicket",NA,NA,NA,NA,1,"Natural",4,"Mixed: seed and sprout",NA,NA,10,NA,NA,NA,NA,2,"5–15 stems"
